SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023708580,0701114909,1.75236E+12,LP,2025-07-13,03:15:00,0.4232,6344.897,0,10013.177,0.4731,0,2.067,229.5,0.979
000023708580,0701114909,1.75236E+12,LP,2025-07-13,03:00:00,0.5782,6344.791,0,10013.177,0.6173,0,2.708,228.8,0.764
000023708580,0701114909,1.75235E+12,LP,2025-07-13,02:45:00,0.3884,6344.646,0,10013.177,0.4358,0,1.9081,229,0.97
000023708580,0701114909,1.75235E+12,LP,2025-07-13,02:30:00,0.5802,6344.549,0,10013.177,0.6236,0,2.74,228.4,0.768
000023708580,0701114909,1.75235E+12,LP,2025-07-13,02:15:00,0.3623,6344.404,0,10013.177,0.405,0,1.776,228.7001,0.762
000023708580,0701114909,1.75235E+12,LP,2025-07-13,02:00:00,0.5644,6344.313,0,10013.177,0.5973,0,2.64,227,0.767
000023708580,0701114909,1.75235E+12,LP,2025-07-13,01:45:00,0.5614,6344.1721,0,10013.177,0.6072,0,2.701,226.2001,0.744
000023708580,0701114909,1.75235E+12,LP,2025-07-13,01:30:00,0.9924,6344.032,0,10013.177,1.0245,0,4.618,224.8,0.985
000023708580,0701114909,1.75235E+12,LP,2025-07-13,01:15:00,0.6377,6343.783,0,10013.177,0.6725,0,3.0461,222.6001,0.861
000023708580,0701114909,1.75235E+12,LP,2025-07-13,01:00:00,1.3022,6343.624,0,10013.177,1.3495,0,6.089,222.7001,0.969
000023708580,0701114909,1.75235E+12,LP,2025-07-13,00:45:00,1.1817,6343.298,0,10013.177,1.236,0,5.514,225.7001,0.9541
000023708580,0701114909,1.75235E+12,LP,2025-07-13,00:30:00,1.3387,6343.003,0,10013.177,1.3842,0,6.221,223.8,0.863
000023708580,0701114909,1.75235E+12,LP,2025-07-13,00:15:00,1.5516,6342.6681,0,10013.177,1.6077,0,7.2621,222.6001,0.984
000023708580,0701114909,1.75235E+12,LP,2025-07-13,00:00:00,1.6629,6342.28,0,10013.177,1.7355,0,7.697,226.2001,0.868
000023708580,0701114909,1.75234E+12,LP,2025-07-12,23:45:00,2.0423,6341.865,0,10013.177,2.1168,0,9.5,222.9,0.9511
000023708580,0701114909,1.75234E+12,LP,2025-07-12,23:30:00,2.0709,6341.3551,0,10013.177,2.1291,0,9.683,220,0.968
000023708580,0701114909,1.75234E+12,LP,2025-07-12,23:15:00,1.8315,6340.837,0,10013.177,1.8849,0,8.591,219.9,0.973
000023708580,0701114909,1.75234E+12,LP,2025-07-12,23:00:00,1.3429,6340.378,0,10013.177,1.3647,0,6.146,222.5,0.985
000023708580,0701114909,1.75234E+12,LP,2025-07-12,22:45:00,0.7715,6340.0431,0,10013.177,0.7955,0,3.541,225.3,0.982
