SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
22707972,702355005,1.75E+12,LP,12/07/2025,15:45:00,0,4433.93,0.8676,11700.008,-3.727,235.6001,-0.986
22707972,702355005,1.75E+12,LP,12/07/2025,15:30:00,0,4433.93,1.249,11699.7911,-5.312,236,-0.99
22707972,702355005,1.75E+12,LP,12/07/2025,15:15:00,0,4433.93,1.3047,11699.479,-5.487,238.7001,-0.981
22707972,702355005,1.75E+12,LP,12/07/2025,15:00:00,0,4433.93,1.1375,11699.153,-4.859,236,-0.979
22707972,702355005,1.75E+12,LP,12/07/2025,14:45:00,0,4433.93,1.3219,11698.868,-5.637,237.4,-0.956
22707972,702355005,1.75E+12,LP,12/07/2025,14:30:00,0,4433.93,1.0785,11698.537,-4.646,235.5,-0.972
22707972,702355005,1.75E+12,LP,12/07/2025,14:15:00,0,4433.93,1.3754,11698.267,-5.83,237.3,-0.977
22707972,702355005,1.75E+12,LP,12/07/2025,14:00:00,0,4433.93,1.2245,11697.924,-5.144,238.9,-0.967
22707972,702355005,1.75E+12,LP,12/07/2025,13:45:00,0,4433.93,1.2454,11697.618,-5.239,239.1001,-0.976
22707972,702355005,1.75E+12,LP,12/07/2025,13:30:00,0,4433.93,1.65,11697.307,-6.889,240.4,-0.991
22707972,702355005,1.75E+12,LP,12/07/2025,13:15:00,0,4433.93,1.8196,11696.894,-7.568,241.2001,-0.982
22707972,702355005,1.75E+12,LP,12/07/2025,13:00:00,0,4433.93,1.5785,11696.439,-6.607,239.3,-0.967
22707972,702355005,1.75E+12,LP,12/07/2025,12:45:00,0,4433.93,1.7144,11696.045,-7.17,239.9,-0.991
22707972,702355005,1.75E+12,LP,12/07/2025,12:30:00,0,4433.93,2.1366,11695.617,-9.163,239.5,-0.935
22707972,702355005,1.75E+12,LP,12/07/2025,12:15:00,0,4433.93,2.4748,11695.083,-10.304,240.6001,-0.991
22707972,702355005,1.75E+12,LP,12/07/2025,12:00:00,0,4433.93,1.6327,11694.464,-6.897,237.6001,-0.972
22707972,702355005,1.75E+12,LP,12/07/2025,11:45:00,0,4433.93,1.7367,11694.056,-7.198,242.2001,-0.99
22707972,702355005,1.75E+12,LP,12/07/2025,11:30:00,0,4433.93,2.5545,11693.622,-10.577,241.8,-0.994
22707972,702355005,1.75E+12,LP,12/07/2025,11:15:00,0,4433.93,2.426,11692.983,-9.949,244.4,-0.993
22707972,702355005,1.75E+12,LP,12/07/2025,11:00:00,0,4433.93,2.4211,11692.377,-9.978,243.3,-0.991
22707972,702355005,1.75E+12,LP,12/07/2025,10:45:00,0.0273,4433.93,1.6772,11691.772,-6.742,243.5,-0.598
22707972,702355005,1.75E+12,LP,12/07/2025,09:30:00,0,4433.924,1.1383,11691.3711,-4.853,236.9,-0.975
22707972,702355005,1.75E+12,LP,12/07/2025,09:15:00,0,4433.924,0.5272,11691.0861,-2.347,234,-0.934
22707972,702355005,1.75E+12,LP,12/07/2025,09:00:00,0,4433.924,0.749,11690.954,-3.221,234.7001,-0.973
22707972,702355005,1.75E+12,LP,12/07/2025,08:45:00,0,4433.924,0.6454,11690.766,-2.808,231.3,-0.988
22707972,702355005,1.75E+12,LP,12/07/2025,08:30:00,0,4433.924,0.7607,11690.605,-3.271,234,-0.985
22707972,702355005,1.75E+12,LP,12/07/2025,08:15:00,0.019,4433.924,0.5619,11690.415,-2.385,231.2001,-0.725
22707972,702355005,1.75E+12,LP,12/07/2025,08:00:00,0.3463,4433.92,0.3595,11690.275,0.114,233.1001,-0.306
22707972,702355005,1.75E+12,LP,12/07/2025,07:45:00,0,4433.834,0.5291,11690.186,-2.311,233.1001,-0.972
22707972,702355005,1.75E+12,LP,12/07/2025,07:30:00,0.0002,4433.834,0.2025,11690.053,-0.944,232.7001,-0.907
22707972,702355005,1.75E+12,LP,12/07/2025,07:15:00,0.0002,4433.834,0.1858,11690.003,-0.908,234.1001,-0.862
22707972,702355005,1.75E+12,LP,12/07/2025,07:00:00,0.0001,4433.834,0.1494,11689.956,-0.823,235.5,-0.675
22707972,702355005,1.75E+12,LP,12/07/2025,06:45:00,0.0209,4433.834,0.0148,11689.919,-0.174,235.2001,0.047
22707972,702355005,1.75E+12,LP,12/07/2025,06:30:00,0.1199,4433.829,0.003,11689.9161,0.519,236.4,0.603
22707972,702355005,1.75E+12,LP,12/07/2025,06:15:00,0.2307,4433.799,0,11689.915,1.111,234.5,0.886
22707972,702355005,1.75E+12,LP,12/07/2025,06:00:00,0.2547,4433.741,0,11689.915,1.215,230.7001,0.906
22707972,702355005,1.75E+12,LP,12/07/2025,05:45:00,0.2756,4433.678,0,11689.915,1.302,231.5,0.913
22707972,702355005,1.75E+12,LP,12/07/2025,05:30:00,0.28,4433.609,0,11689.915,1.315,232.7001,0.914
22707972,702355005,1.75E+12,LP,12/07/2025,05:15:00,0.2815,4433.539,0,11689.915,1.325,232.1001,0.914
22707972,702355005,1.75E+12,LP,12/07/2025,05:00:00,0.2507,4433.468,0,11689.915,1.186,232.8,0.906
22707972,702355005,1.75E+12,LP,12/07/2025,04:45:00,0.2836,4433.406,0,11689.915,1.329,233,0.914
22707972,702355005,1.75E+12,LP,12/07/2025,04:30:00,0.2227,4433.335,0,11689.915,1.084,232.9,0.848
22707972,702355005,1.75E+12,LP,12/07/2025,04:15:00,0.3513,4433.279,0,11689.915,1.6341,231.9,0.8311
22707972,702355005,1.75E+12,LP,12/07/2025,04:00:00,0.0998,4433.191,0,11689.915,0.5701,232.8,0.748
22707972,702355005,1.75E+12,LP,12/07/2025,03:45:00,0.0733,4433.166,0,11689.915,0.448,232.6001,0.6961
22707972,702355005,1.75E+12,LP,12/07/2025,03:30:00,0.1019,4433.148,0,11689.915,0.58,232.5,0.755
22707972,702355005,1.75E+12,LP,12/07/2025,03:15:00,0.1024,4433.1231,0,11689.915,0.577,233.4,0.758
22707972,702355005,1.75E+12,LP,12/07/2025,03:00:00,0.076,4433.097,0,11689.915,0.461,232.5,0.7011
22707972,702355005,1.75E+12,LP,12/07/2025,02:45:00,0.0945,4433.078,0,11689.915,0.543,233.1001,0.742
22707972,702355005,1.75E+12,LP,12/07/2025,02:30:00,0.1022,4433.054,0,11689.915,0.578,233,0.757
22707972,702355005,1.75E+12,LP,12/07/2025,02:15:00,0.0932,4433.029,0,11689.915,0.537,233.5,0.737
22707972,702355005,1.75E+12,LP,12/07/2025,02:00:00,0.0775,4433.005,0,11689.915,0.468,233.1001,0.7021
22707972,702355005,1.75E+12,LP,12/07/2025,01:45:00,0.1022,4432.986,0,11689.915,0.579,232.1001,0.759
22707972,702355005,1.75E+12,LP,12/07/2025,01:30:00,0.1024,4432.961,0,11689.915,0.58,232.8,0.757
22707972,702355005,1.75E+12,LP,12/07/2025,01:15:00,0.0722,4432.935,0,11689.915,0.445,232.2001,0.6911
22707972,702355005,1.75E+12,LP,12/07/2025,01:00:00,0.099,4432.917,0,11689.915,0.5631,233.7001,0.749
22707972,702355005,1.75E+12,LP,12/07/2025,00:45:00,0.1027,4432.892,0,11689.915,0.578,234.9,0.755
22707972,702355005,1.75E+12,LP,12/07/2025,00:30:00,0.09,4432.866,0,11689.915,0.522,235.6001,0.724
22707972,702355005,1.75E+12,LP,12/07/2025,00:15:00,0.0823,4432.844,0,11689.915,0.486,234.9,0.712
22707972,702355005,1.75E+12,LP,12/07/2025,00:00:00,0.1027,4432.823,0,11689.915,0.579,234.9,0.753
22707972,702355005,1.75E+12,LP,11/07/2025,23:45:00,0.1029,4432.798,0,11689.915,0.585,234.2001,0.749
22707972,702355005,1.75E+12,LP,11/07/2025,23:30:00,0.0692,4432.772,0,11689.915,0.442,232,0.67
22707972,702355005,1.75E+12,LP,11/07/2025,23:15:00,0.1021,4432.755,0,11689.915,0.595,230.1001,0.744
22707972,702355005,1.75E+12,LP,11/07/2025,23:00:00,0.1019,4432.729,0,11689.915,0.602,228,0.742
22707972,702355005,1.75E+12,LP,11/07/2025,22:45:00,0.0854,4432.704,0,11689.915,0.528,226.3,0.706
22707972,702355005,1.75E+12,LP,11/07/2025,22:30:00,0.096,4432.682,0,11689.915,0.5751,225,0.719
22707972,702355005,1.75E+12,LP,11/07/2025,22:15:00,0.2826,4432.658,0,11689.915,1.374,227.2001,0.904
22707972,702355005,1.75E+12,LP,11/07/2025,22:00:00,0.2823,4432.588,0,11689.915,1.3801,226.2001,0.903
22707972,702355005,1.75E+12,LP,11/07/2025,21:45:00,0.2567,4432.517,0,11689.915,1.2551,228.9,0.892
22707972,702355005,1.75E+12,LP,11/07/2025,21:30:00,0.2906,4432.453,0,11689.915,1.407,228.3,0.903
22707972,702355005,1.75E+12,LP,11/07/2025,21:15:00,0.2917,4432.38,0,11689.915,1.407,229.6001,0.902
22707972,702355005,1.75E+12,LP,11/07/2025,21:00:00,0.2947,4432.307,0,11689.915,1.424,228.5,0.905
22707972,702355005,1.75E+12,LP,11/07/2025,20:45:00,0.2905,4432.234,0,11689.915,1.4041,228.5,0.904
22707972,702355005,1.75E+12,LP,11/07/2025,20:30:00,0.2785,4432.161,0,11689.915,1.352,228.3,0.9
22707972,702355005,1.75E+12,LP,11/07/2025,20:15:00,0.2985,4432.091,0,11689.915,1.439,228,0.908
22707972,702355005,1.75E+12,LP,11/07/2025,20:00:00,0.2992,4432.017,0,11689.915,1.427,230.3,0.909
22707972,702355005,1.75E+12,LP,11/07/2025,19:45:00,0.308,4431.942,0,11689.915,1.479,228.8,0.909
22707972,702355005,1.75E+12,LP,11/07/2025,19:30:00,0.292,4431.865,0,11689.915,1.409,230.4,0.898
22707972,702355005,1.75E+12,LP,11/07/2025,19:15:00,0.1893,4431.792,0,11689.915,0.99,231.2001,0.8151
22707972,702355005,1.75E+12,LP,11/07/2025,19:00:00,0.3324,4431.745,0,11689.915,1.713,233.2001,0.793
22707972,702355005,1.75E+12,LP,11/07/2025,18:45:00,0.1495,4431.661,0,11689.915,0.8291,235.1001,0.766
22707972,702355005,1.75E+12,LP,11/07/2025,18:30:00,0.1444,4431.624,0,11689.915,0.811,234.3,0.759
22707972,702355005,1.75E+12,LP,11/07/2025,18:15:00,0.0837,4431.588,0,11689.915,0.646,231.8,0.551
22707972,702355005,1.75E+12,LP,11/07/2025,18:00:00,0.0877,4431.567,0,11689.915,0.676,231.9,0.553
22707972,702355005,1.75E+12,LP,11/07/2025,17:45:00,0.0648,4431.545,0,11689.915,0.648,234.3,0.4161
22707972,702355005,1.75E+12,LP,11/07/2025,17:30:00,0.084,4431.529,0,11689.915,0.754,232,0.4711
22707972,702355005,1.75E+12,LP,11/07/2025,17:15:00,0.0091,4431.508,0.1302,11689.915,-0.738,233.5,-0.419
22707972,702355005,1.75E+12,LP,11/07/2025,17:00:00,0.041,4431.506,0.3025,11689.883,-1.298,234.1001,-0.772
22707972,702355005,1.75E+12,LP,11/07/2025,16:45:00,0.1845,4431.496,0.2123,11689.807,-0.255,230.8,-0.384
22707972,702355005,1.75E+12,LP,11/07/2025,16:30:00,0,4431.45,0.6377,11689.7551,-2.779,235.5,-0.968
22707972,702355005,1.75E+12,LP,11/07/2025,16:15:00,0,4431.45,0.9277,11689.595,-3.988,236,-0.979
22707972,702355005,1.75E+12,LP,11/07/2025,16:00:00,0,4431.45,1.1733,11689.363,-4.984,237.4,-0.984
22707972,702355005,1.75E+12,LP,11/07/2025,15:45:00,0,4431.45,1.5821,11689.07,-6.664,238.4,-0.992
22707972,702355005,1.75E+12,LP,11/07/2025,15:30:00,0,4431.45,1.2202,11688.6751,-5.186,236.7001,-0.99
