SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
20709768,702356204,1.75E+12,LP,12/07/2025,15:45:00,0,7736.589,1.2014,28171.329,-5.17,239.3,-0.968
20709768,702356204,1.75E+12,LP,12/07/2025,15:30:00,0,7736.589,2.0215,28171.0291,-8.449,240.8,-0.987
20709768,702356204,1.75E+12,LP,12/07/2025,15:15:00,0,7736.589,2.2266,28170.524,-9.254,242.8,-0.985
20709768,702356204,1.75E+12,LP,12/07/2025,15:00:00,0,7736.589,1.8895,28169.967,-7.899,241.5,-0.987
20709768,702356204,1.75E+12,LP,12/07/2025,14:45:00,0,7736.589,1.5915,28169.494,-7.51,239.7001,-0.841
20709768,702356204,1.75E+12,LP,12/07/2025,14:30:00,0.0027,7736.589,0.5856,28169.095,-4.5,237.2001,-0.423
20709768,702356204,1.75E+12,LP,12/07/2025,14:15:00,0.0022,7736.589,0.9107,28168.949,-5.439,238.2001,-0.579
20709768,702356204,1.75E+12,LP,12/07/2025,14:00:00,0,7736.589,1.8932,28168.721,-7.964,240.3,-0.986
20709768,702356204,1.75E+12,LP,12/07/2025,13:45:00,0,7736.589,1.7554,28168.248,-7.432,240.1001,-0.982
20709768,702356204,1.75E+12,LP,12/07/2025,13:30:00,0,7736.589,2.3196,28167.809,-9.605,242.7001,-0.992
20709768,702356204,1.75E+12,LP,12/07/2025,13:15:00,0,7736.589,2.6448,28167.23,-10.859,244.4,-0.993
20709768,702356204,1.75E+12,LP,12/07/2025,13:00:00,0,7736.589,1.9894,28166.57,-8.352,240.9,-0.971
20709768,702356204,1.75E+12,LP,12/07/2025,12:45:00,0.041,7736.589,0.694,28166.071,-3.668,238.8,-0.401
20709768,702356204,1.75E+12,LP,12/07/2025,12:30:00,0.0001,7736.581,1.3099,28165.899,-6.841,240.1001,-0.74
20709768,702356204,1.75E+12,LP,12/07/2025,12:15:00,0.0002,7736.581,1.8347,28165.569,-8.59,241.5,-0.841
20709768,702356204,1.75E+12,LP,12/07/2025,12:00:00,0.0485,7736.581,1.0573,28165.111,-4.8,239.9,-0.571
20709768,702356204,1.75E+12,LP,12/07/2025,11:45:00,0.0795,7736.569,1.6929,28164.847,-7.204,240.6001,-0.699
