SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
23706953,708062410,1.75E+12,LP,12/07/2025,15:45:00,0,7788.602,0.9628,9221.919,0,0.9703,4.014,241.6001,-0.994
23706953,708062410,1.75E+12,LP,12/07/2025,15:30:00,0,7788.602,1.346,9221.679,0,1.3541,5.551,243.2001,-0.991
23706953,708062410,1.75E+12,LP,12/07/2025,15:15:00,0,7788.602,1.4925,9221.342,0,1.498,6.067,246.5,-1
23706953,708062410,1.75E+12,LP,12/07/2025,15:00:00,0,7788.602,1.3615,9220.9691,0,1.3687,5.589,244.7001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,14:45:00,0,7788.602,1.6995,9220.629,0,1.7052,6.948,244.4,-0.993
23706953,708062410,1.75E+12,LP,12/07/2025,14:30:00,0,7788.602,1.244,9220.204,0,1.2505,5.1851,240.6001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,14:15:00,0,7788.602,1.589,9219.892,0,1.594,6.524,243.2001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,14:00:00,0,7788.602,1.5251,9219.4961,0,1.531,6.431,237.8,-1
23706953,708062410,1.75E+12,LP,12/07/2025,13:45:00,0,7788.602,1.3892,9219.115,0,1.3946,5.8951,236.5,-0.997
23706953,708062410,1.75E+12,LP,12/07/2025,13:30:00,0,7788.602,1.7277,9218.767,0,1.7337,7.163,241.8,-0.995
23706953,708062410,1.75E+12,LP,12/07/2025,13:15:00,0,7788.602,2.1013,9218.336,0,2.1061,8.641,243.2001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,13:00:00,0,7788.602,1.8159,9217.81,0,1.8213,7.688,236.3,-1
23706953,708062410,1.75E+12,LP,12/07/2025,12:45:00,0,7788.602,2.0754,9217.356,0,2.08,8.609,241.1001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,12:30:00,0,7788.602,2.5067,9216.837,0,2.5108,10.126,247.3,-0.996
23706953,708062410,1.75E+12,LP,12/07/2025,12:15:00,0,7788.602,2.6697,9216.211,0,2.6737,10.764,248.1001,-0.988
23706953,708062410,1.75E+12,LP,12/07/2025,12:00:00,0,7788.602,2.3504,9215.542,0,2.3553,9.627,243.7001,-0.994
23706953,708062410,1.75E+12,LP,12/07/2025,11:45:00,0,7788.602,2.7077,9214.954,0,2.7097,11.146,242.6001,-1
23706953,708062410,1.75E+12,LP,12/07/2025,11:30:00,0,7788.602,2.7735,9214.278,0,2.7763,11.3411,244.7001,-0.998
23706953,708062410,1.75E+12,LP,12/07/2025,11:15:00,0,7788.602,2.696,9213.5851,0,2.7005,10.96,246.3,-0.996
23706953,708062410,1.75E+12,LP,12/07/2025,11:00:00,0,7788.602,2.6509,9212.911,0,2.6562,10.764,246.5,-0.999
23706953,708062410,1.75E+12,LP,12/07/2025,10:45:00,0.0011,7788.602,1.8593,9212.249,0.017,1.8675,7.6291,245.2001,-0.999
23706953,708062410,1.75E+12,LP,12/07/2025,09:15:00,0,7788.602,0.8184,9211.427,0,0.8326,3.5541,232.9,-0.995
23706953,708062410,1.75E+12,LP,12/07/2025,09:00:00,0,7788.602,1.0668,9211.222,0,1.0793,4.5681,233.4,-0.994
23706953,708062410,1.75E+12,LP,12/07/2025,08:45:00,0,7788.602,0.9653,9210.955,0,0.9819,4.144,236.1001,-0.98
23706953,708062410,1.75E+12,LP,12/07/2025,08:30:00,0,7788.602,0.7745,9210.713,0,0.8004,3.358,236.8,-0.985
23706953,708062410,1.75E+12,LP,12/07/2025,08:15:00,0,7788.602,1.0108,9210.52,0,1.0221,4.331,235.6001,-1
