SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
22704143,702362408,1.75E+12,LP,12/07/2025,15:45:00,0.0897,5228.6141,0.6223,14170.24,-2.279,236.6001,-0.685
22704143,702362408,1.75E+12,LP,12/07/2025,15:30:00,0.2483,5228.5921,0.2782,14170.087,0.027,237.3,0.272
22704143,702362408,1.75E+12,LP,12/07/2025,15:15:00,0.0844,5228.53,1.0219,14170.017,-3.849,242.3,-0.583
22704143,702362408,1.75E+12,LP,12/07/2025,15:00:00,0,5228.509,1.3127,14169.761,-5.542,239.4,-0.983
22704143,702362408,1.75E+12,LP,12/07/2025,14:45:00,0,5228.509,1.4434,14169.433,-6.068,239.9,-0.984
22704143,702362408,1.75E+12,LP,12/07/2025,14:30:00,0,5228.509,1.3625,14169.073,-5.723,240.8,-0.983
22704143,702362408,1.75E+12,LP,12/07/2025,14:15:00,0,5228.509,1.7454,14168.732,-7.219,243,-0.987
22704143,702362408,1.75E+12,LP,12/07/2025,14:00:00,0,5228.509,1.5448,14168.295,-6.406,243.2001,-0.989
22704143,702362408,1.75E+12,LP,12/07/2025,13:45:00,0,5228.509,1.5752,14167.909,-6.583,241,-0.989
22704143,702362408,1.75E+12,LP,12/07/2025,13:30:00,0,5228.509,1.9729,14167.515,-8.165,242.9,-0.992
22704143,702362408,1.75E+12,LP,12/07/2025,13:15:00,0,5228.509,2.334,14167.022,-9.611,243.3,-0.992
22704143,702362408,1.75E+12,LP,12/07/2025,13:00:00,0,5228.509,1.9146,14166.438,-7.928,242.6001,-0.99
22704143,702362408,1.75E+12,LP,12/07/2025,12:45:00,0,5228.509,2.2331,14165.959,-9.237,242.5,-0.992
22704143,702362408,1.75E+12,LP,12/07/2025,12:30:00,0,5228.509,2.8349,14165.401,-11.598,244.6001,-0.991
22704143,702362408,1.75E+12,LP,12/07/2025,12:15:00,0,5228.509,3.0449,14164.6931,-12.592,241.8,-0.992
22704143,702362408,1.75E+12,LP,12/07/2025,12:00:00,0,5228.509,2.5722,14163.932,-10.758,239.3,-0.993
22704143,702362408,1.75E+12,LP,12/07/2025,11:45:00,0,5228.509,3.1888,14163.289,-13.031,244.5,-0.995
22704143,702362408,1.75E+12,LP,12/07/2025,11:30:00,0,5228.509,3.2682,14162.493,-13.26,246.7001,-0.995
22704143,702362408,1.75E+12,LP,12/07/2025,11:15:00,0,5228.509,3.2164,14161.676,-13.077,246.3,-0.994
22704143,702362408,1.75E+12,LP,12/07/2025,11:00:00,0,5228.509,3.1985,14160.872,-13.03,245.7001,-0.992
22704143,702362408,1.75E+12,LP,12/07/2025,10:45:00,0.005,5228.509,2.8549,14160.071,-11.748,241.9,-0.824
22704143,702362408,1.75E+12,LP,12/07/2025,09:30:00,0,5228.508,2.144,14159.3891,-8.99,238.9,-0.983
22704143,702362408,1.75E+12,LP,12/07/2025,09:15:00,0,5228.508,1.076,14158.8531,-4.658,234.4,-0.968
22704143,702362408,1.75E+12,LP,12/07/2025,09:00:00,0,5228.508,1.1549,14158.584,-4.961,236,-0.968
22704143,702362408,1.75E+12,LP,12/07/2025,08:45:00,0,5228.508,0.9152,14158.296,-3.973,236.5,-0.969
22704143,702362408,1.75E+12,LP,12/07/2025,08:30:00,0,5228.508,1.355,14158.0671,-5.765,236.7001,-0.974
22704143,702362408,1.75E+12,LP,12/07/2025,08:15:00,0.0131,5228.508,1.5967,14157.7291,-6.655,235.3,-0.817
22704143,702362408,1.75E+12,LP,12/07/2025,08:00:00,0.0145,5228.505,0.4438,14157.329,-2.063,236.2001,-0.586
22704143,702362408,1.75E+12,LP,12/07/2025,07:45:00,0.0351,5228.502,0.4588,14157.218,-1.945,237.2001,-0.506
22704143,702362408,1.75E+12,LP,12/07/2025,07:30:00,0.3435,5228.493,0,14157.1041,1.78,237.9,0.807
22704143,702362408,1.75E+12,LP,12/07/2025,07:15:00,0.3037,5228.407,0,14157.1041,1.651,237,0.763
22704143,702362408,1.75E+12,LP,12/07/2025,07:00:00,0.2962,5228.332,0.0478,14157.1041,1.091,237.4,0.422
22704143,702362408,1.75E+12,LP,12/07/2025,06:45:00,0.8079,5228.259,0,14157.093,3.63,236.1001,0.931
22704143,702362408,1.75E+12,LP,12/07/2025,06:30:00,0.6151,5228.057,0,14157.093,2.7681,236.7001,0.9391
22704143,702362408,1.75E+12,LP,12/07/2025,06:15:00,0.6503,5227.903,0,14157.093,2.926,234,0.9481
22704143,702362408,1.75E+12,LP,12/07/2025,06:00:00,0.6885,5227.741,0,14157.093,3.1471,230.9,0.9471
22704143,702362408,1.75E+12,LP,12/07/2025,05:45:00,0.7169,5227.568,0,14157.093,3.244,233,0.9471
22704143,702362408,1.75E+12,LP,12/07/2025,05:30:00,0.718,5227.389,0,14157.093,3.24,233.7001,0.9471
22704143,702362408,1.75E+12,LP,12/07/2025,05:15:00,0.7155,5227.21,0,14157.093,3.216,234.6001,0.9471
22704143,702362408,1.75E+12,LP,12/07/2025,05:00:00,0.7,5227.031,0,14157.093,3.16,233.5,0.9471
22704143,702362408,1.75E+12,LP,12/07/2025,04:45:00,0.702,5226.856,0,14157.093,3.189,232.4,0.9461
22704143,702362408,1.75E+12,LP,12/07/2025,04:30:00,0.7076,5226.68,0,14157.093,3.221,232.1001,0.9451
22704143,702362408,1.75E+12,LP,12/07/2025,04:15:00,0.732,5226.504,0,14157.093,3.356,230.9,0.9431
22704143,702362408,1.75E+12,LP,12/07/2025,04:00:00,0.7353,5226.321,0,14157.093,3.347,232.4,0.9441
22704143,702362408,1.75E+12,LP,12/07/2025,03:45:00,0.7352,5226.137,0,14157.093,3.3811,230.2001,0.9431
