SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
000022722140,0708065105,1.75237E+12,LP,2025-07-13,07:00:00,0.0037,2951.195,0.1847,14360.574,-1.505,241.2001,-0.479
000022722140,0708065105,1.75237E+12,LP,2025-07-13,06:45:00,0.0073,2951.195,0.1506,14360.529,-0.81,241.5,-0.783
000022722140,0708065105,1.75237E+12,LP,2025-07-13,06:30:00,0.0497,2951.194,0.0324,14360.493,0.233,240.1001,0.04
000022722140,0708065105,1.75237E+12,LP,2025-07-13,06:15:00,0.1634,2951.181,0,14360.485,0.796,240.1001,0.846
000022722140,0708065105,1.75237E+12,LP,2025-07-13,06:00:00,0.1792,2951.141,0,14360.485,0.78,240.8,0.9541
000022722140,0708065105,1.75237E+12,LP,2025-07-13,05:45:00,0.1034,2951.096,0,14360.485,0.45,241.6001,0.9501
000022722140,0708065105,1.75236E+12,LP,2025-07-13,05:30:00,0.1782,2951.07,0,14360.485,0.772,241.6001,0.9541
000022722140,0708065105,1.75236E+12,LP,2025-07-13,05:15:00,0.1937,2951.025,0,14360.485,0.838,241.6001,0.9551
000022722140,0708065105,1.75236E+12,LP,2025-07-13,05:00:00,0.1764,2950.977,0,14360.485,0.763,241.3,0.9541
000022722140,0708065105,1.75236E+12,LP,2025-07-13,04:45:00,0.1036,2950.933,0,14360.485,0.45,241.6001,0.9501
000022722140,0708065105,1.75236E+12,LP,2025-07-13,04:30:00,0.179,2950.907,0,14360.485,0.782,239.5,0.9541
000022722140,0708065105,1.75236E+12,LP,2025-07-13,04:15:00,0.1945,2950.862,0,14360.485,0.845,240.3,0.9571
000022722140,0708065105,1.75236E+12,LP,2025-07-13,04:00:00,0.1784,2950.813,0,14360.485,0.773,239.6001,0.9561
000022722140,0708065105,1.75236E+12,LP,2025-07-13,03:45:00,0.1042,2950.7691,0,14360.485,0.452,242.5,0.9491
000022722140,0708065105,1.75236E+12,LP,2025-07-13,03:30:00,0.1758,2950.743,0,14360.485,0.76,242,0.9541
