SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),IMPORT_KVARH (kvarh),EXPORT_KVARH (kvarh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V),POWER_FACTOR
000023302274,0702285903,1.75236E+12,LP,2025-07-13,03:15:00,0.9014,4682.326,0,13333.0851,65.786,1644.738,1.0314,0,1.803,1.161,1.776,233.6001,240.6001,232,0.878
000023302274,0702285903,1.75236E+12,LP,2025-07-13,03:00:00,0.8745,4682.1,0,13333.0851,65.786,1644.6871,1.0259,0,1.412,0.9581,1.481,235.2001,245,236.3,0.8251
000023302274,0702285903,1.75235E+12,LP,2025-07-13,02:45:00,0.9358,4681.8821,0,13333.0851,65.786,1644.634,1.0779,0,1.817,1.129,1.802,233.5,244.7001,234,0.876
000023302274,0702285903,1.75235E+12,LP,2025-07-13,02:30:00,0.8824,4681.648,0,13333.0851,65.786,1644.58,1.0157,0,1.43,0.48,1.578,229.8,246.3,234.4,0.844
000023302274,0702285903,1.75235E+12,LP,2025-07-13,02:15:00,0.9356,4681.427,0,13333.0851,65.786,1644.528,1.0983,0,1.83,1.174,1.86,230.9,243.3,234.3,0.879
000023302274,0702285903,1.75235E+12,LP,2025-07-13,02:00:00,0.5866,4681.193,0,13333.0851,65.786,1644.474,0.7392,0,1.4061,1.177,0.555,229.6001,242.8,232.2001,0.729
000023302274,0702285903,1.75235E+12,LP,2025-07-13,01:45:00,0.8592,4681.0471,0,13333.0851,65.786,1644.434,1.0233,0,1.852,1.107,0.8281,224.5,242.9,233.3,0.8211
000023302274,0702285903,1.75235E+12,LP,2025-07-13,01:30:00,0.9025,4680.832,0,13333.0851,65.786,1644.381,1.0657,0,1.433,1.182,1.488,224.3,245.3,237.9,0.811
000023302274,0702285903,1.75235E+12,LP,2025-07-13,01:15:00,0.9376,4680.606,0,13333.0851,65.786,1644.334,1.107,0,1.843,1.232,1.79,220.2001,246.5,237.7001,0.871
000023302274,0702285903,1.75235E+12,LP,2025-07-13,01:00:00,0.9595,4680.372,0,13333.0851,65.786,1644.277,1.1295,0,1.44,1.274,1.496,228.5,242.7001,232.3,0.81
000023302274,0702285903,1.75235E+12,LP,2025-07-13,00:45:00,1.0105,4680.1321,0,13333.0851,65.786,1644.228,1.116,0,1.842,1.537,1.877,225.7001,245.4,230.1001,0.858
000023302274,0702285903,1.75235E+12,LP,2025-07-13,00:30:00,1.1087,4679.88,0,13333.0851,65.786,1644.17,1.1725,0,1.437,1.669,1.579,220.5,244.7001,234.6001,0.927
000023302274,0702285903,1.75235E+12,LP,2025-07-13,00:15:00,0.7711,4679.602,0,13333.0851,65.786,1644.126,0.914,0,2.269,0.495,1.838,218.5,244.6001,234,0.926
000023302274,0702285903,1.75235E+12,LP,2025-07-13,00:00:00,0.9342,4679.41,0,13333.0851,65.786,1644.0721,1.0623,0,1.536,0.929,0.557,225.3,245.6001,232.3,0.753
000023302274,0702285903,1.75234E+12,LP,2025-07-12,23:45:00,0.992,4679.176,0,13333.0851,65.786,1644.0331,1.1337,0,2.35,0.93,1.762,224.1001,243.1001,231.4,0.903
000023302274,0702285903,1.75234E+12,LP,2025-07-12,23:30:00,1.0268,4678.928,0,13333.0851,65.786,1643.971,1.1505,0,1.959,1.111,1.489,214.3,244.5,235.9,0.847
000023302274,0702285903,1.75234E+12,LP,2025-07-12,23:15:00,0.941,4678.671,0,13333.0851,65.786,1643.934,1.0698,0,2.378,0.495,1.7651,219.4,242.9,233.6001,0.925
000023302274,0702285903,1.75234E+12,LP,2025-07-12,23:00:00,1.0984,4678.436,0,13333.0851,65.786,1643.871,1.2165,0,1.94,1.1321,1.495,220.3,240.4,232.6001,0.854
000023302274,0702285903,1.75234E+12,LP,2025-07-12,22:45:00,0.97,4678.161,0,13333.0851,65.786,1643.836,1.0979,0,2.402,0.4791,2.1271,214.9,243.9,232.1001,0.931
000023302274,0702285903,1.75234E+12,LP,2025-07-12,22:30:00,1.1068,4677.919,0,13333.0851,65.786,1643.772,1.2185,0,1.931,1.0131,1.955,222.1001,241,230.5,0.867
000023302274,0702285903,1.75234E+12,LP,2025-07-12,22:15:00,1.042,4677.642,0,13333.0851,65.786,1643.739,1.1743,0,2.394,0.419,1.974,214.5,242.2001,227.2001,0.918
000023302274,0702285903,1.75234E+12,LP,2025-07-12,22:00:00,1.1805,4677.3821,0,13333.0851,65.786,1643.676,1.2944,0,1.944,1.059,2.001,218.3,239.8,224.2001,0.868
000023302274,0702285903,1.75234E+12,LP,2025-07-12,21:45:00,1.2817,4677.086,0,13333.0851,65.786,1643.644,1.402,0,2.4051,0.4,2.731,217.4,236.5,229,0.934
000023302274,0702285903,1.75234E+12,LP,2025-07-12,21:30:00,1.2369,4676.7661,0,13333.0851,65.786,1643.584,1.3675,0,3.1831,1.046,3.364,211,240.5,230.4,0.928
000023302274,0702285903,1.75234E+12,LP,2025-07-12,21:15:00,0.6263,4676.457,0,13333.0851,65.786,1643.569,0.7708,0,2.312,0.32,0.5641,213.5,237.3,225.6001,0.862
000023302274,0702285903,1.75233E+12,LP,2025-07-12,21:00:00,1.0555,4676.3,0,13333.0851,65.786,1643.525,1.1913,0,1.98,1.002,0.921,214.6001,236.4,228,0.8281
000023302274,0702285903,1.75233E+12,LP,2025-07-12,20:45:00,0.7346,4676.036,0,13333.0851,65.786,1643.506,0.8645,0,2.467,0.77,0.549,208.7001,239.4,226.3,0.883
000023302274,0702285903,1.75233E+12,LP,2025-07-12,20:30:00,0.8403,4675.853,0,13333.0851,65.786,1643.457,1.0001,0,1.986,1.459,0.877,215.1001,235.9,228.3,0.837
000023302274,0702285903,1.75233E+12,LP,2025-07-12,20:15:00,0.8198,4675.643,0,13333.0851,65.786,1643.438,0.9591,0,2.473,1.0071,0.549,209.4,236.8,228.7001,0.8311
000023302274,0702285903,1.75233E+12,LP,2025-07-12,20:00:00,0.8532,4675.438,0,13333.0851,65.786,1643.394,1.0109,0,2.039,1.0051,0.892,204.8,237.3,229.4,0.8151
000023302274,0702285903,1.75233E+12,LP,2025-07-12,19:45:00,0.744,4675.224,0,13333.0851,65.786,1643.377,0.8765,0,2.49,1.1481,0.539,209,242,232,0.8201
000023302274,0702285903,1.75233E+12,LP,2025-07-12,19:30:00,0.8278,4675.0381,0,13333.0851,65.786,1643.345,0.9884,0,2.611,0.965,1.027,202.3,240.2001,236.1001,0.855
000023302274,0702285903,1.75233E+12,LP,2025-07-12,19:15:00,0.7904,4674.832,0,13333.0851,65.786,1643.316,0.9411,0,2.6751,1.159,0.51,210.7001,242.6001,229.3,0.8301
000023302274,0702285903,1.75233E+12,LP,2025-07-12,19:00:00,0.766,4674.634,0,13333.0851,65.786,1643.275,0.9239,0,2.493,0.49,0.871,202.3,245.1001,228.4,0.87
000023302274,0702285903,1.75233E+12,LP,2025-07-12,18:45:00,0.8616,4674.442,0,13333.0851,65.786,1643.246,1.0322,0,1.985,1.355,0.5,206.2001,241.5,228,0.747
000023302274,0702285903,1.75233E+12,LP,2025-07-12,18:30:00,0.7747,4674.227,0,13333.0851,65.786,1643.193,0.9284,0,2.103,1.472,0.63,205.4,239.7001,226.1001,0.858
000023302274,0702285903,1.75232E+12,LP,2025-07-12,18:15:00,1.102,4674.033,0,13333.0851,65.786,1643.1381,1.314,0,4.029,1.293,0.422,208.4,240.7001,227.9,0.838
000023302274,0702285903,1.75232E+12,LP,2025-07-12,18:00:00,0.7807,4673.758,0,13333.0851,65.786,1643.0911,1.0756,0,4.579,1.287,0.48,195,245.4,238.1001,0.855
000023302274,0702285903,1.75232E+12,LP,2025-07-12,17:45:00,0.4938,4673.562,0,13333.0851,65.786,1643.044,0.9635,0,1.469,0.8131,-0.576,200.4,244.5,233.5,0.277
000023302274,0702285903,1.75232E+12,LP,2025-07-12,17:30:00,0.6134,4673.439,0,13333.0851,65.786,1642.9941,1.13,0,2.033,1.008,-0.483,205.6001,241.9,230.9,0.437
000023302274,0702285903,1.75232E+12,LP,2025-07-12,17:15:00,0.2734,4673.286,0.0193,13333.0851,65.786,1642.948,0.9257,0.1894,3.4411,-0.629,-0.654,207.8,242.1001,233.6001,0.499
000023302274,0702285903,1.75232E+12,LP,2025-07-12,17:00:00,0.014,4673.219,0.3244,13333.081,65.786,1642.906,0.1244,1.2431,2.148,-1.913,-1.955,216.4,242.3,234,-0.274
000023302274,0702285903,1.75232E+12,LP,2025-07-12,16:45:00,0.029,4673.217,0.298,13333.001,65.786,1642.865,0.2203,1.0408,2.622,-1.224,-1.431,211.2001,239.9,233.6001,0.0091
000023302274,0702285903,1.75232E+12,LP,2025-07-12,16:30:00,0.0107,4673.212,0.3874,13332.929,65.786,1642.83,0.0861,1.3287,2.31,-1.856,-1.939,209.5,244.5,235.1001,-0.243
000023302274,0702285903,1.75232E+12,LP,2025-07-12,16:15:00,0.0001,4673.212,0.8335,13332.8351,65.786,1642.787,0.0011,1.5842,1.486,-2.506,-2.975,215.1001,238.6001,237,-0.579
000023302274,0702285903,1.75232E+12,LP,2025-07-12,16:00:00,0.0002,4673.212,0.9225,13332.626,65.785,1642.758,0.001,1.8322,2.402,-2.09,-1.867,220.7001,239.1001,233,-0.263
000023302274,0702285903,1.75232E+12,LP,2025-07-12,15:45:00,0.0001,4673.212,1.1847,13332.396,65.785,1642.7161,0.0015,1.9489,1.694,-3.132,-3.612,216.1001,240.7001,234.1001,-0.612
000023302274,0702285903,1.75231E+12,LP,2025-07-12,15:30:00,0,4673.212,2.9388,13332.1,65.785,1642.6971,0,2.959,-3.317,-2.936,-3.227,222.5,233.6001,232.3,-0.982
000023302274,0702285903,1.75231E+12,LP,2025-07-12,15:15:00,0,4673.212,3.0282,13331.365,65.785,1642.655,0,3.0647,-4.308,-4.458,-4.223,226.6001,240.8,237.4,-0.992
