SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
000021724082,0708376207,1.75237E+12,LP,2025-07-13,07:00:00,0.5408,16742.592,0,12124.141,2.382,237,0.9431
000021724082,0708376207,1.75237E+12,LP,2025-07-13,06:45:00,0.6582,16742.4561,0,12124.141,3.083,236.2001,0.723
000021724082,0708376207,1.75237E+12,LP,2025-07-13,06:30:00,0.251,16742.292,0,12124.141,1.358,236.5,0.671
000021724082,0708376207,1.75237E+12,LP,2025-07-13,06:15:00,0.2821,16742.229,0,12124.141,1.407,236.8,0.847
000021724082,0708376207,1.75237E+12,LP,2025-07-13,06:00:00,0.2179,16742.158,0,12124.141,0.995,237.7001,0.9
000021724082,0708376207,1.75237E+12,LP,2025-07-13,05:45:00,0.706,16742.103,0,12124.141,3.0221,237.1001,0.9441
000021724082,0708376207,1.75236E+12,LP,2025-07-13,05:30:00,0.2942,16741.927,0,12124.141,1.343,238.1001,0.921
000021724082,0708376207,1.75236E+12,LP,2025-07-13,05:15:00,0.2896,16741.854,0,12124.141,1.4061,237.6001,0.865
000021724082,0708376207,1.75236E+12,LP,2025-07-13,05:00:00,0.3526,16741.781,0,12124.141,1.704,236.8,0.872
000021724082,0708376207,1.75236E+12,LP,2025-07-13,04:45:00,0.2685,16741.693,0,12124.141,1.308,237.8,0.864
000021724082,0708376207,1.75236E+12,LP,2025-07-13,04:30:00,0.359,16741.626,0,12124.141,1.728,236.5,0.877
000021724082,0708376207,1.75236E+12,LP,2025-07-13,04:15:00,0.3423,16741.536,0,12124.141,1.6481,236.5,0.876
000021724082,0708376207,1.75236E+12,LP,2025-07-13,04:00:00,0.278,16741.45,0,12124.141,1.319,235.9,0.891
000021724082,0708376207,1.75236E+12,LP,2025-07-13,03:45:00,0.3902,16741.381,0,12124.141,1.7,235.2001,0.972
000021724082,0708376207,1.75236E+12,LP,2025-07-13,03:30:00,0.3314,16741.284,0,12124.141,1.5,235,0.936
000021724082,0708376207,1.75236E+12,LP,2025-07-13,03:15:00,0.2605,16741.201,0,12124.141,1.164,236.6001,0.9451
000021724082,0708376207,1.75236E+12,LP,2025-07-13,03:00:00,0.2369,16741.136,0,12124.141,1.043,237.4,0.9561
000021724082,0708376207,1.75235E+12,LP,2025-07-13,02:45:00,0.3208,16741.077,0,12124.141,1.5331,237.1001,0.884
000021724082,0708376207,1.75235E+12,LP,2025-07-13,02:30:00,0.3488,16740.996,0,12124.141,1.7,235.9,0.868
000021724082,0708376207,1.75235E+12,LP,2025-07-13,02:15:00,0.3376,16740.909,0,12124.141,1.6441,236,0.869
000021724082,0708376207,1.75235E+12,LP,2025-07-13,02:00:00,0.2775,16740.825,0,12124.141,1.346,235.1001,0.878
000021724082,0708376207,1.75235E+12,LP,2025-07-13,01:45:00,0.4198,16740.755,0,12124.141,1.819,234.4,0.978
000021724082,0708376207,1.75235E+12,LP,2025-07-13,01:30:00,0.1947,16740.651,0,12124.141,0.883,236.9,0.923
000021724082,0708376207,1.75235E+12,LP,2025-07-13,01:15:00,0.2995,16740.602,0,12124.141,1.408,236.5,0.905
000021724082,0708376207,1.75235E+12,LP,2025-07-13,01:00:00,0.3085,16740.5271,0,12124.141,1.514,236.4,0.858
000021724082,0708376207,1.75235E+12,LP,2025-07-13,00:45:00,0.2952,16740.45,0,12124.141,1.452,236.2001,0.856
000021724082,0708376207,1.75235E+12,LP,2025-07-13,00:30:00,0.322,16740.376,0,12124.141,1.585,235.7001,0.86
000021724082,0708376207,1.75235E+12,LP,2025-07-13,00:15:00,0.3398,16740.2961,0,12124.141,1.609,235.4,0.906
000021724082,0708376207,1.75235E+12,LP,2025-07-13,00:00:00,0.28,16740.233,0,12124.141,1.374,236.6001,0.859
000021724082,0708376207,1.75234E+12,LP,2025-07-12,23:45:00,0.26,16740.163,0,12124.141,1.167,236.1001,0.9421
000021724082,0708376207,1.75234E+12,LP,2025-07-12,23:30:00,0.1929,16740.098,0,12124.141,0.879,234.8,0.923
000021724082,0708376207,1.75234E+12,LP,2025-07-12,23:15:00,0.3408,16740.05,0,12124.141,1.559,235.6001,0.922
000021724082,0708376207,1.75234E+12,LP,2025-07-12,23:00:00,0.3975,16739.965,0,12124.141,1.863,235.4,0.885
000021724082,0708376207,1.75234E+12,LP,2025-07-12,22:45:00,0.3496,16739.866,0,12124.141,1.671,235.4,0.886
000021724082,0708376207,1.75234E+12,LP,2025-07-12,22:30:00,0.487,16739.779,0,12124.141,2.16,234,0.962
000021724082,0708376207,1.75234E+12,LP,2025-07-12,22:15:00,1.2162,16739.657,0,12124.141,5.311,232,0.974
000021724082,0708376207,1.75234E+12,LP,2025-07-12,22:00:00,1.9172,16739.354,0,12124.141,8.356,230.1001,0.996
000021724082,0708376207,1.75234E+12,LP,2025-07-12,21:45:00,0.7387,16738.873,0,12124.141,3.255,232.4,0.969
000021724082,0708376207,1.75234E+12,LP,2025-07-12,21:30:00,0.5599,16738.6891,0,12124.141,2.483,233,0.966
