SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023713932,0700753108,1.75237E+12,LP,2025-07-13,06:45:00,0,2429.014,0.0834,7564.758,0,0.1368,0.601,227.3,-0.717
000023713932,0700753108,1.75237E+12,LP,2025-07-13,06:30:00,0.0703,2429.014,0.0117,7564.738,0.1295,0.0525,0.801,226.8,-0.379
000023713932,0700753108,1.75237E+12,LP,2025-07-13,06:15:00,0.1849,2428.997,0,7564.7351,0.2614,0,1.1501,227.2001,0.599
000023713932,0700753108,1.75237E+12,LP,2025-07-13,06:00:00,0.0671,2428.951,0,7564.7351,0.0935,0,0.4111,226.9,0.723
000023713932,0700753108,1.75237E+12,LP,2025-07-13,05:45:00,0.0737,2428.934,0,7564.7351,0.1008,0,0.444,226.8,0.722
000023713932,0700753108,1.75236E+12,LP,2025-07-13,05:30:00,0.1863,2428.915,0,7564.7351,0.2457,0,1.091,225,0.746
000023713932,0700753108,1.75236E+12,LP,2025-07-13,05:15:00,0.1454,2428.869,0,7564.7351,0.1915,0,0.844,226.7001,0.758
000023713932,0700753108,1.75236E+12,LP,2025-07-13,05:00:00,0.0488,2428.832,0,7564.7351,0.0673,0,0.299,225.2001,0.724
000023713932,0700753108,1.75236E+12,LP,2025-07-13,04:45:00,0.1365,2428.82,0,7564.7351,0.1822,0,0.806,225.8,0.718
000023713932,0700753108,1.75236E+12,LP,2025-07-13,04:30:00,0.1857,2428.786,0,7564.7351,0.2438,0,1.088,224.1001,0.759
000023713932,0700753108,1.75236E+12,LP,2025-07-13,04:15:00,0.1894,2428.739,0,7564.7351,0.2444,0,1.095,223.2001,0.776
000023713932,0700753108,1.75236E+12,LP,2025-07-13,04:00:00,0.1993,2428.692,0,7564.7351,0.2529,0,1.129,224,0.779
000023713932,0700753108,1.75236E+12,LP,2025-07-13,03:45:00,0.2,2428.642,0,7564.7351,0.249,0,1.109,224.5,0.798
000023713932,0700753108,1.75236E+12,LP,2025-07-13,03:30:00,0.1014,2428.592,0,7564.7351,0.1139,0,0.51,223.4,0.726
000023713932,0700753108,1.75236E+12,LP,2025-07-13,03:15:00,0.1804,2428.567,0,7564.7351,0.186,0,0.8251,225.5,0.969
000023713932,0700753108,1.75236E+12,LP,2025-07-13,03:00:00,0.1834,2428.522,0,7564.7351,0.2074,0,0.918,226,0.97
000023713932,0700753108,1.75235E+12,LP,2025-07-13,02:45:00,0.1403,2428.476,0,7564.7351,0.1839,0,0.8141,226.1001,0.758
000023713932,0700753108,1.75235E+12,LP,2025-07-13,02:30:00,0.0488,2428.4411,0,7564.7351,0.0673,0,0.299,225.1001,0.717
000023713932,0700753108,1.75235E+12,LP,2025-07-13,02:15:00,0.1341,2428.429,0,7564.7351,0.1759,0,0.788,223.3,0.726
000023713932,0700753108,1.75235E+12,LP,2025-07-13,02:00:00,0.1553,2428.395,0,7564.7351,0.2023,0,0.91,222,0.769
000023713932,0700753108,1.75235E+12,LP,2025-07-13,01:45:00,0.048,2428.356,0,7564.7351,0.0659,0,0.298,221.1001,0.726
000023713932,0700753108,1.75235E+12,LP,2025-07-13,01:30:00,0.1154,2428.344,0,7564.7351,0.1529,0,0.684,223.7001,0.725
000023713932,0700753108,1.75235E+12,LP,2025-07-13,01:15:00,0.177,2428.3161,0,7564.7351,0.2313,0,1.038,222.5,0.768
000023713932,0700753108,1.75235E+12,LP,2025-07-13,01:00:00,0.0483,2428.271,0,7564.7351,0.0663,0,0.297,222.7001,0.729
000023713932,0700753108,1.75235E+12,LP,2025-07-13,00:45:00,0.0925,2428.259,0,7564.7351,0.1219,0,0.552,221.3,0.725
000023713932,0700753108,1.75235E+12,LP,2025-07-13,00:30:00,0.1817,2428.236,0,7564.7351,0.232,0,1.059,219.1001,0.775
000023713932,0700753108,1.75235E+12,LP,2025-07-13,00:15:00,0.0813,2428.19,0,7564.7351,0.1057,0,0.4781,222.7001,0.78
000023713932,0700753108,1.75235E+12,LP,2025-07-13,00:00:00,0.048,2428.176,0,7564.7351,0.0663,0,0.299,222.1001,0.72
000023713932,0700753108,1.75234E+12,LP,2025-07-12,23:45:00,0.18,2428.164,0,7564.7351,0.231,0,1.054,219,0.764
000023713932,0700753108,1.75234E+12,LP,2025-07-12,23:30:00,0.1055,2428.119,0,7564.7351,0.1398,0,0.639,218.1001,0.783
000023713932,0700753108,1.75234E+12,LP,2025-07-12,23:15:00,0.0471,2428.092,0,7564.7351,0.0656,0,0.299,219.3,0.72
000023713932,0700753108,1.75234E+12,LP,2025-07-12,23:00:00,0.1602,2428.08,0,7564.7351,0.2068,0,0.9411,219.5,0.716
000023713932,0700753108,1.75234E+12,LP,2025-07-12,22:45:00,0.1291,2428.04,0,7564.7351,0.1748,0,0.785,222.8,0.771
000023713932,0700753108,1.75234E+12,LP,2025-07-12,22:30:00,0.0483,2428.0081,0,7564.7351,0.0688,0,0.307,224,0.7001
000023713932,0700753108,1.75234E+12,LP,2025-07-12,22:15:00,0.1408,2427.996,0,7564.7351,0.1877,0,0.842,222.8,0.6931
000023713932,0700753108,1.75234E+12,LP,2025-07-12,22:00:00,0.1569,2427.9611,0,7564.7351,0.2047,0,0.919,223,0.756
000023713932,0700753108,1.75234E+12,LP,2025-07-12,21:45:00,0.0579,2427.922,0,7564.7351,0.0777,0,0.3441,225.6001,0.745
000023713932,0700753108,1.75234E+12,LP,2025-07-12,21:30:00,0.1277,2427.907,0,7564.7351,0.168,0,0.744,226,0.742
000023713932,0700753108,1.75234E+12,LP,2025-07-12,21:15:00,0.197,2427.875,0,7564.7351,0.2582,0,1.133,227.7001,0.754
000023713932,0700753108,1.75233E+12,LP,2025-07-12,21:00:00,0.0587,2427.826,0,7564.7351,0.079,0,0.3441,229.2001,0.741
000023713932,0700753108,1.75233E+12,LP,2025-07-12,20:45:00,0.099,2427.811,0,7564.7351,0.131,0,0.577,227.4,0.744
000023713932,0700753108,1.75233E+12,LP,2025-07-12,20:30:00,0.1955,2427.786,0,7564.7351,0.2549,0,1.125,226.4,0.768
000023713932,0700753108,1.75233E+12,LP,2025-07-12,20:15:00,0.0848,2427.738,0,7564.7351,0.1144,0,0.505,226.7001,0.758
000023713932,0700753108,1.75233E+12,LP,2025-07-12,20:00:00,0.0684,2427.716,0,7564.7351,0.0909,0,0.4,226.9,0.747
000023713932,0700753108,1.75233E+12,LP,2025-07-12,19:45:00,0.1962,2427.699,0,7564.7351,0.2584,0,1.1341,227.7001,0.766
000023713932,0700753108,1.75233E+12,LP,2025-07-12,19:30:00,0.116,2427.65,0,7564.7351,0.1524,0,0.673,226.9,0.776
000023713932,0700753108,1.75233E+12,LP,2025-07-12,19:15:00,0.0572,2427.621,0,7564.7351,0.0765,0,0.334,228.5,0.743
000023713932,0700753108,1.75233E+12,LP,2025-07-12,19:00:00,0.1767,2427.607,0,7564.7351,0.2474,0,1.089,227,0.751
000023713932,0700753108,1.75233E+12,LP,2025-07-12,18:45:00,0.1496,2427.563,0,7564.7351,0.2307,0,1.028,224.1001,0.672
000023713932,0700753108,1.75233E+12,LP,2025-07-12,18:30:00,0.045,2427.525,0,7564.7351,0.1084,0,0.48,225.7001,0.508
000023713932,0700753108,1.75232E+12,LP,2025-07-12,18:15:00,0.073,2427.514,0.0005,7564.7351,0.1844,0.0088,0.854,226.1001,0.227
