SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
23709365,700399403,1.75E+12,LP,12/07/2025,15:45:00,0.0985,7264.023,0.1899,8279.0051,0.1721,0.2479,1.754,239.4,-0.376
23709365,700399403,1.75E+12,LP,12/07/2025,15:30:00,0.2267,7264,0.5294,8278.959,0.5414,0.5648,4.666,238.1001,-0.946
23709365,700399403,1.75E+12,LP,12/07/2025,15:15:00,0.155,7263.945,1.3464,8278.828,0.376,1.3709,7.3951,236.2001,0.481
23709365,700399403,1.75E+12,LP,12/07/2025,15:00:00,0,7263.907,1.329,8278.492,0,1.3539,5.7331,236.1001,-0.969
23709365,700399403,1.75E+12,LP,12/07/2025,14:45:00,0,7263.907,1.4117,8278.16,0,1.438,6.079,236.3,-0.961
23709365,700399403,1.75E+12,LP,12/07/2025,14:30:00,0,7263.907,1.1687,8277.806,0,1.1967,5.079,235.4,-0.955
23709365,700399403,1.75E+12,LP,12/07/2025,14:15:00,0.2513,7263.907,0.8532,8277.5141,0.886,0.8841,7.537,235.1001,-0.962
23709365,700399403,1.75E+12,LP,12/07/2025,14:00:00,0,7263.844,1.4589,8277.303,0,1.4709,6.197,237.1001,-0.974
23709365,700399403,1.75E+12,LP,12/07/2025,13:45:00,0,7263.844,1.4385,8276.938,0,1.4429,6.088,236.9,-0.99
23709365,700399403,1.75E+12,LP,12/07/2025,13:30:00,0,7263.844,1.9018,8276.579,0,1.9104,8.004,238.5,-0.989
23709365,700399403,1.75E+12,LP,12/07/2025,13:15:00,0,7263.844,2.6865,8276.104,0,2.6949,11.106,242.7001,-0.996
23709365,700399403,1.75E+12,LP,12/07/2025,13:00:00,0,7263.844,1.9817,8275.432,0,1.9899,8.187,242.9,-0.973
23709365,700399403,1.75E+12,LP,12/07/2025,12:45:00,0,7263.844,2.2258,8274.936,0,2.2334,9.164,243.6001,-0.994
23709365,700399403,1.75E+12,LP,12/07/2025,12:30:00,0,7263.844,2.4704,8274.381,0,2.4779,10.162,243.7001,-0.981
23709365,700399403,1.75E+12,LP,12/07/2025,12:15:00,0,7263.844,2.455,8273.763,0,2.463,10.081,244,-0.974
23709365,700399403,1.75E+12,LP,12/07/2025,12:00:00,0,7263.844,1.7207,8273.149,0,1.7285,7.128,242.1001,-1
23709365,700399403,1.75E+12,LP,12/07/2025,11:45:00,0,7263.844,2.5844,8272.7191,0,2.5918,10.602,244.4,-1
23709365,700399403,1.75E+12,LP,12/07/2025,11:30:00,0,7263.844,2.493,8272.073,0,2.5004,10.239,244.1001,-0.999
23709365,700399403,1.75E+12,LP,12/07/2025,11:15:00,0,7263.844,2.4171,8271.45,0,2.4214,9.911,244.3,-0.989
23709365,700399403,1.75E+12,LP,12/07/2025,11:00:00,0,7263.844,2.2785,8270.846,0,2.2829,9.353,244,-0.998
23709365,700399403,1.75E+12,LP,12/07/2025,10:45:00,0,7263.844,2.1015,8270.276,0,2.1099,8.663,243.5,-0.995
23709365,700399403,1.75E+12,LP,12/07/2025,10:30:00,0,7263.844,1.8036,8269.751,0,1.8136,7.444,243.6001,-0.994
23709365,700399403,1.75E+12,LP,12/07/2025,10:15:00,1.1613,7263.844,0.6354,8269.301,1.4995,0.6485,8.9151,241.1001,-0.988
23709365,700399403,1.75E+12,LP,12/07/2025,10:00:00,1.1675,7263.5561,0.5203,8269.144,1.6007,0.5254,8.93,238.7001,-0.972
23709365,700399403,1.75E+12,LP,12/07/2025,09:45:00,0.1944,7263.2661,0.7006,8269.0141,0.2694,0.7424,4.215,240,0.5761
23709365,700399403,1.75E+12,LP,12/07/2025,09:30:00,0.0088,7263.216,0.6782,8268.839,0.0091,0.7155,3.011,240.1001,-1
23709365,700399403,1.75E+12,LP,12/07/2025,09:15:00,0.4888,7263.214,0.168,8268.67,0.6054,0.202,3.3891,238.4,0.979
23709365,700399403,1.75E+12,LP,12/07/2025,09:00:00,0.3345,7263.099,0.2943,8268.634,0.7803,0.3374,4.667,239.7001,0.536
23709365,700399403,1.75E+12,LP,12/07/2025,08:45:00,0.0015,7263.015,0.3289,8268.56,0.003,0.3847,1.629,237.8,-0.762
23709365,700399403,1.75E+12,LP,12/07/2025,08:30:00,0.0964,7263.015,0.1537,8268.4781,0.1082,0.2504,1.51,237.4,-0.684
23709365,700399403,1.75E+12,LP,12/07/2025,08:15:00,2.2522,7262.992,0.0395,8268.4421,3.0529,0.0465,13.153,236,-0.596
23709365,700399403,1.75E+12,LP,12/07/2025,08:00:00,1.2288,7262.4311,0.031,8268.433,1.3427,0.0889,6.066,236.9,0.791
23709365,700399403,1.75E+12,LP,12/07/2025,07:45:00,0.2534,7262.1231,0.0386,8268.427,0.2821,0.111,1.653,237.9,-0.642
23709365,700399403,1.75E+12,LP,12/07/2025,07:30:00,0.5703,7262.06,0,8268.417,0.631,0,2.6551,237.6001,0.8261
23709365,700399403,1.75E+12,LP,12/07/2025,07:15:00,0.4633,7261.9181,0,8268.417,0.5309,0,2.229,238.2001,0.972
23709365,700399403,1.75E+12,LP,12/07/2025,07:00:00,0.4434,7261.8021,0,8268.417,0.4815,0,2.012,239.2001,0.973
23709365,700399403,1.75E+12,LP,12/07/2025,06:45:00,0.6407,7261.691,0,8268.417,0.681,0,2.839,239.9,0.798
23709365,700399403,1.75E+12,LP,12/07/2025,06:30:00,0.749,7261.531,0,8268.417,0.7864,0,3.2841,239.4,0.888
23709365,700399403,1.75E+12,LP,12/07/2025,06:15:00,0.8031,7261.344,0,8268.417,0.8375,0,3.489,240,0.921
23709365,700399403,1.75E+12,LP,12/07/2025,06:00:00,0.8039,7261.143,0,8268.417,0.8263,0,3.465,238.7001,0.893
23709365,700399403,1.75E+12,LP,12/07/2025,05:45:00,0.853,7260.941,0,8268.417,0.8771,0,3.68,238.3,0.96
23709365,700399403,1.75E+12,LP,12/07/2025,05:30:00,0.9489,7260.728,0,8268.417,0.981,0,4.104,239.6001,0.917
23709365,700399403,1.75E+12,LP,12/07/2025,05:15:00,1.5817,7260.5251,0,8268.417,1.6082,0,6.727,239,0.99
23709365,700399403,1.75E+12,LP,12/07/2025,05:00:00,0.8807,7260.128,0,8268.417,0.9199,0,3.846,239.3,0.976
23709365,700399403,1.75E+12,LP,12/07/2025,04:45:00,0.8335,7259.908,0,8268.417,0.8505,0,3.555,239.2001,0.9431
23709365,700399403,1.75E+12,LP,12/07/2025,04:30:00,1.7571,7259.7,0,8268.417,1.7831,0,7.463,238.9,0.971
