SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),IMPORT_KVARH (kvarh),EXPORT_KVARH (kvarh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V),POWER_FACTOR,INST._IMPORT_KW (kW),INST._EXPORT_KW (kW),INST._IMPORT_KVA (kVA),INST._EXPORT_KVA (kVA)
20304685,701440509,1.75E+12,LP,12/07/2025,15:45:00,0,30724.486,-3.8029,49291.133,2609.299,2647.9901,0,-3.8754,-3.436,-6.588,-6.082,249.2001,235.3,241.4,-0.981,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,15:30:00,0,30724.447,-2.0124,49290.813,2609.1731,2647.9901,0,-2.8081,-2.976,-1.471,-7.238,245.1001,235.8,239.2001,-0.716,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,15:15:00,0,30724.447,-5.2064,49290.21,2609.044,2647.9901,0,-5.2431,-5.053,-8.655,-8.332,242.7001,231.4,241.5,-0.992,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,15:00:00,0,30724.447,-1.9127,49289.218,2608.913,2647.9901,0,-2.602,-2.723,-1.359,-6.79,238.9,230,241.2001,-0.735,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,14:45:00,0,30724.447,-7.261,49288.311,2608.843,2647.9901,0,-7.2887,-7.707,-11.527,-11.152,243.2001,237.3,240.1001,-0.996,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,14:30:00,0,30724.447,-1.9686,49287.354,2608.777,2647.9901,0,-3.0174,-4.724,2.444,-5.494,243,227.3,239,-0.652,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,14:15:00,0,30724.447,-1.7831,49286.566,2608.677,2647.9901,0,-2.9221,-4.429,2.63,-5.213,243,224.1001,240.8,-0.61,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,14:00:00,0,30724.447,-2.0429,49286.142,2608.547,2647.9901,0,-3.0126,-4.773,2.2841,-5.538,244.6001,224.9,240.3,-0.678,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,13:45:00,0,30724.447,-5.5309,49285.333,2608.48,2647.9901,0,-5.606,-9.434,-3.758,-9.952,245.9,232.8,242.2001,-0.986,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,13:30:00,0,30724.447,-4.85,49284.477,2608.386,2647.9901,0,-4.8761,-5.942,-7.306,-7.102,242.3,235.1001,241.8,-0.994,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,13:15:00,0,30724.447,-5.0444,49283.311,2608.349,2647.9901,0,-5.1328,-8.659,-3.027,-9.307,247,235,245.1001,-0.982,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,13:00:00,0,30724.447,-5.6241,49281.72,2608.248,2647.9901,0,-5.7079,-8.931,-9.783,-4.332,254.7001,242.3,245.1001,-0.985,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,12:45:00,0,30724.447,-1.6215,49280.729,2608.11,2647.9901,0,-2.3956,-4.551,1.6541,-3.557,248.6001,232.6001,247,-0.676,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,12:30:00,0,30724.447,-10.8675,49279.19,2608.011,2647.9901,0,-10.9088,-16.068,-10.374,-17.137,255.9,242.5,249.7001,-0.996,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,12:15:00,0,30724.447,-7.9097,49277.423,2607.897,2647.9901,0,-7.9809,-12.084,-6.924,-12.92,250.8,245.8,251.3,-0.991,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,12:00:00,0,30724.447,-4.6152,49275.581,2607.773,2647.9901,0,-4.8398,-6.759,-3.374,-9.455,247.4,242.3,248.4,-0.953,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,11:45:00,0,30724.447,-9.6793,49274.319,2607.634,2647.9901,0,-9.6967,-12.679,-13.541,-12.953,246.2001,246.9,249.3,-0.998,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,11:30:00,0,30724.447,-7.0752,49272.209,2607.581,2647.9901,0,-7.1482,-10.352,-6.153,-12.108,253.2001,242.7001,250.4,-0.989,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,11:15:00,0,30724.447,-8.6466,49270.295,2607.482,2647.9901,0,-8.7694,-10.058,-13.032,-12.197,252.9,245.1001,248.4,-0.985,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,11:00:00,0,30724.447,-7.1277,49268.362,2607.389,2647.9901,0,-7.198,-11.37,-5.628,-11.926,254.4,244,245.7001,-0.99,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,10:45:00,0,30724.447,-7.0135,49266.551,2607.2871,2647.9901,0,-7.092,-11.459,-5.327,-11.797,250.1001,247.4,246.4,-0.988,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,10:30:00,0,30724.447,-6.3444,49265.041,2607.078,2647.9901,0,-6.5138,-9.246,-5.389,-11.598,249.2001,246.2001,248.4,-0.973,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,10:15:00,0,30724.447,-3.6364,49263.493,2606.936,2647.9901,0,-3.8763,-8.251,-4.335,-3.115,246.9,248.5,244.1001,-0.938,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,10:00:00,0,30724.447,-1.2407,49262.487,2606.772,2647.9901,0,-3.052,4.396,-1.545,-6.664,242.3,240.1001,242.4,-0.406,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,09:45:00,0,30724.447,-3.1445,49261.635,2606.571,2647.9901,0,-3.5,-3.221,-6.317,-5.054,242.4,239.1001,239,-0.898,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,09:30:00,0,30724.409,-4.9669,49261.245,2606.407,2647.9901,0,-5.0739,-8.93,-2.752,-9.034,251.4,240,239.9,-0.978,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,09:15:00,0,30724.356,-2.6449,49260.6811,2606.259,2647.9901,0,-2.7074,-3.589,-4.1,-3.615,245.6001,237.8,235.2001,-0.976,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,09:00:00,0.2513,30724.12,0,49260.437,2606.148,2647.9901,2.9844,0,7.135,-3.052,-2.286,241.1001,236.1001,237.5,0.084,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,08:45:00,0,30724.1191,-1.2269,49260.029,2606.023,2647.9901,0,-1.3774,-1.711,-2.679,-1.473,240.9,230.7001,235.3,-0.89,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,08:30:00,0,30724.1191,-1.6139,49259.684,2605.96,2647.9901,0,-1.7351,-2.491,-3.562,-1.168,244.6001,237.8,238.2001,-0.93,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,08:15:00,0,30724.03,-0.8329,49259.3591,2605.851,2647.9901,0,-1.6188,2.524,-2.883,-1.435,240.4,232.5,237.7001,-0.514,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,08:00:00,0,30723.9021,-0.1341,49259.08,2605.716,2647.9901,0,-1.3972,2.931,-1.555,-1.439,237.9,229,238.5,-0.096,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,07:45:00,2.2231,30723.358,0,49259.074,2605.565,2647.9901,4.708,0,-3.992,15.066,-1.346,245.1001,225.9,241,0.4721,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,07:30:00,0.827,30723.095,0,49259.009,2605.43,2647.9901,1.7685,0,3.063,-1.361,3.057,236,232.8,238.2001,0.467,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,07:15:00,2.5935,30722.901,0,49259.009,2605.317,2647.9901,3.1223,0,0.9451,-0.795,11.655,240.8,233.9,232.3,0.8301,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,07:00:00,0.6106,30722.695,0,49259.009,2605.217,2647.9901,1.7363,0,3.17,-1.684,2.467,239.1001,234.6001,236.1001,0.3511,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,06:45:00,0.0495,30722.526,0,49259.007,2605.102,2647.9901,0.5838,0,1.029,-0.592,0.8261,240.7001,231.4,240.4,0.084,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,06:30:00,0.367,30722.336,0,49259.007,2605.034,2647.9901,0.5691,0,1.178,0.443,0.764,242,228,238.9,0.644,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,06:15:00,0.7651,30721.995,0,49259.007,2604.971,2647.9901,0.9424,0,1.448,0.675,1.822,241.1001,230.1001,240,0.811,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,06:00:00,3.0868,30721.716,0,49259.007,2604.966,2647.983,3.3097,0,4.641,7.75,1.75,240.5,227.9,243.4,0.932,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,05:45:00,2.428,30721.388,0,49259.007,2604.966,2647.972,2.5367,0,1.724,7.801,1.5251,238.4,225.9,238.2001,0.9571,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,05:30:00,0.7795,30721.05,0,49259.007,2604.966,2647.964,0.8615,0,1.346,0.724,1.575,235.7001,231.9,238.6001,0.904,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,05:15:00,0.7939,30720.7591,0,49259.007,2604.964,2647.958,0.8756,0,1.393,0.739,1.555,239.2001,231.5,238.4,0.906,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,05:00:00,0.8453,30720.408,0,49259.007,2604.963,2647.948,0.937,0,1.675,0.734,1.5351,238.4,231.5,239.3,0.901,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,04:45:00,0.8228,30720.054,0,49259.007,2604.963,2647.938,0.9034,0,1.675,0.751,1.379,238.7001,232.8,237.9,0.91,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,04:30:00,0.7586,30719.722,0,49259.007,2604.9611,2647.93,0.8258,0,1.342,0.733,1.393,239,232.5,239.8,0.918,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,04:15:00,0.8715,30719.303,0,49259.007,2604.956,2647.92,0.9615,0,1.657,0.856,1.536,239.3,233.3,237.5,0.906,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,04:00:00,0.8373,30718.914,0,49259.007,2604.956,2647.908,0.9168,0,1.667,0.856,1.333,238.4,232.1001,240,0.913,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,03:45:00,2.3759,30718.552,0,49259.007,2604.954,2647.898,2.467,0,1.666,7.578,1.362,239.6001,229.8,239.2001,0.963,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,03:30:00,2.9676,30718.237,0,49259.007,2604.951,2647.89,3.1452,0,4.267,7.87,1.403,235.9,228.5,241.7001,0.9431,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,03:15:00,0.868,30717.87,0,49259.007,2604.951,2647.881,0.9629,0,1.666,0.851,1.549,238,230.8,238.4,0.901,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,03:00:00,0.838,30717.472,0,49259.007,2604.9501,2647.868,0.9199,0,1.67,0.857,1.349,237.8,231.6001,239.9,0.911,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,02:45:00,2.394,30717.13,0,49259.007,2604.9501,2647.851,2.5045,0,1.667,7.726,1.4021,239.4,229,239.2001,0.9551,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,02:30:00,0.7865,30716.793,0,49259.007,2604.9501,2647.833,0.8807,0,1.339,0.9391,1.445,237.8,231.5,238.4,0.892,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,02:15:00,2.7007,30716.3671,0,49259.007,2604.94,2647.827,2.9058,0,9.973,0.896,1.472,234.8,232.8,241,0.929,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,02:00:00,0.9866,30715.906,0,49259.007,2604.9121,2647.818,1.133,0,1.67,1.663,1.458,239.3,231.3,238.8,0.87,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,01:45:00,0.8499,30715.485,0,49259.007,2604.898,2647.803,0.9536,0,1.684,0.9591,1.381,240,228.5,238.9,0.891,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,01:30:00,2.5564,30715.078,0,49259.007,2604.898,2647.783,2.6674,0,1.702,8.441,1.432,240.9,226.6001,239.7001,0.9581,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,01:15:00,3.0954,30714.484,0,49259.007,2604.876,2647.77,3.2743,0,4.567,8.18,1.486,234.9,225.3,241,0.9451,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,01:00:00,3.0649,30713.91,0,49259.007,2604.862,2647.764,3.1592,0,3.9451,8.124,1.584,236.4,226.6001,242.7001,0.97,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,00:45:00,2.4453,30713.147,0,49259.007,2604.79,2647.764,2.5218,0,3.6831,5.488,1.53,242.7001,229.3,241.3,0.969,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,00:30:00,3.1002,30712.596,0,49259.007,2604.77,2647.761,3.1688,0,4.187,7.917,1.469,241.5,227.4,242.4,0.978,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,00:15:00,3.8123,30712.004,0,49259.007,2604.728,2647.761,3.9638,0,7.08,8.172,1.702,239.7001,226.7001,242.2001,0.961,,,,
20304685,701440509,1.75E+12,LP,12/07/2025,00:00:00,1.3777,30711.407,0,49259.007,2604.6731,2647.761,1.4107,0,3.757,1.168,0.992,240.6001,227.5,242.1001,0.976,,,,
20304685,701440509,1.75E+12,LP,11/07/2025,23:45:00,1.5499,30710.807,0,49259.007,2604.641,2647.759,1.6275,0,4.07,1.158,1.613,239,231.2001,239.5,0.9521,,,,
20304685,701440509,1.75E+12,LP,11/07/2025,23:30:00,1.5468,30710.2261,0,49259.007,2604.639,2647.752,1.6274,0,4.071,1.156,1.625,239.6001,226.6001,239.7001,0.9501,,,,
20304685,701440509,1.75E+12,LP,10/07/2025,23:15:00,,30683.56,,49211.476,2599.81,2647.609,,,3.31,7.9301,0.925,237.8,229.1001,240.4,0.976,2.7614,0,2.8273,0
20304685,701440509,1.75E+12,LP,10/07/2025,23:00:00,,30682.919,,49211.476,2599.789,2647.609,,,3.529,7.998,1.6261,236.6001,227,241.3,0.969,2.9507,0,3.0438,0
20304685,701440509,1.75E+12,LP,10/07/2025,22:45:00,,30682.258,,49211.476,2599.742,2647.609,,,12.323,21.17,1.298,234,220.7001,244.9,0.976,7.6943,0,7.876,0
20304685,701440509,1.75E+12,LP,10/07/2025,22:30:00,,30681.212,,49211.476,2599.684,2647.609,,,4.24,1.492,1.199,234.9,226.9,240.3,0.924,1.5009,0,1.6235,0
20304685,701440509,1.75E+12,LP,10/07/2025,22:15:00,,30680.659,,49211.476,2599.651,2647.609,,,3.592,8.669,1.5031,240.1001,224.2001,244.4,0.969,3.0772,0,3.1745,0
20304685,701440509,1.75E+12,LP,10/07/2025,22:00:00,,30679.898,,49211.476,2599.613,2647.609,,,3.596,1.18,1.547,239.5,228.5,242.4,0.9401,1.4232,0,1.5132,0
20304685,701440509,1.75E+12,LP,10/07/2025,21:45:00,,30679.252,,49211.476,2599.601,2647.609,,,4.015,8.045,2.747,237.6001,226.3,242.8,0.971,3.3424,0,3.4422,0
20304685,701440509,1.75E+12,LP,10/07/2025,21:30:00,,30678.49,,49211.476,2599.581,2647.609,,,4.15,8.234,4.8951,238.4,226.3,243.1001,0.982,3.9712,0,4.0439,0
20304685,701440509,1.75E+12,LP,10/07/2025,21:15:00,,30677.374,,49211.476,2599.535,2647.608,,,3.717,22.076,1.417,240.3,221.4,245,0.983,6.0295,0,6.1303,0
20304685,701440509,1.75E+12,LP,10/07/2025,21:00:00,,30676.323,,49211.476,2599.464,2647.606,,,3.83,8.3061,1.49,239.9,226.3,240.3,0.963,3.0409,0,3.1574,0
20304685,701440509,1.75E+12,LP,10/07/2025,20:45:00,,30674.969,,49211.476,2599.4031,2647.601,,,7.006,8.017,1.31,235.8,229.3,239.6001,0.9531,3.6269,0,3.8052,0
20304685,701440509,1.75E+12,LP,10/07/2025,20:30:00,,30674.3,,49211.476,2599.348,2647.601,,,6.88,8.285,0.663,237.8,226.1001,241.6001,0.962,3.5313,0,3.6703,0
20304685,701440509,1.75E+12,LP,10/07/2025,20:15:00,,30673.548,,49211.476,2599.254,2647.601,,,7.113,0.848,1.221,237.1001,227.1001,240.4,0.92,2.001,0,2.1735,0
20304685,701440509,1.75E+12,LP,10/07/2025,20:00:00,,30672.598,,49211.476,2599.164,2647.601,,,4.632,7.7331,2.582,237.5,225.3,241.7001,0.97,3.3666,0,3.4672,0
20304685,701440509,1.75E+12,LP,10/07/2025,19:45:00,,30671.842,,49211.476,2599.0951,2647.601,,,5.3261,1.193,2.778,234.2001,231.9,239.2001,0.964,2.1116,0,2.1893,0
20304685,701440509,1.75E+12,LP,10/07/2025,19:30:00,,30671.019,,49211.476,2599.027,2647.6,,,1.8781,8.9631,2.47,235.8,228.8,241.1001,0.963,2.9778,0,3.0903,0
20304685,701440509,1.75E+12,LP,10/07/2025,19:15:00,,30670.499,,49211.476,2599.012,2647.596,,,1.594,8.6331,2.373,239.6001,224.4,238.9,0.964,2.7838,0,2.8868,0
20304685,701440509,1.75E+12,LP,10/07/2025,19:00:00,,30669.978,,49211.476,2599.001,2647.594,,,1.573,8.412,2.228,237.5,227.1001,239.7001,0.96,2.7073,0,2.8189,0
20304685,701440509,1.75E+12,LP,10/07/2025,18:45:00,,30669.486,,49211.476,2598.997,2647.594,,,1.592,0.999,2.644,238.2001,229.1001,238.3,0.935,1.1588,0,1.2388,0
20304685,701440509,1.75E+12,LP,10/07/2025,18:30:00,,30669.033,,49211.476,2598.957,2647.594,,,1.988,7.727,2.773,238.5,226.3,240.4,0.9451,2.7322,0,2.8904,0
20304685,701440509,1.75E+12,LP,10/07/2025,18:15:00,,30668.606,,49211.476,2598.857,2647.594,,,4.697,7.5521,2.332,238.3,224.5,243,0.916,3.1017,0,3.3828,0
20304685,701440509,1.75E+12,LP,10/07/2025,18:00:00,,30667.862,,49211.476,2598.7201,2647.594,,,1.52,0.551,2.293,236.3,233,240.2001,0.8181,0.8504,0,1.0388,0
20304685,701440509,1.75E+12,LP,10/07/2025,17:45:00,,30667.4571,,49211.476,2598.619,2647.594,,,4.574,0.49,2.02,232,234,241.2001,0.811,1.3497,0,1.6637,0
20304685,701440509,1.75E+12,LP,10/07/2025,17:30:00,,30667.089,,49211.476,2598.495,2647.594,,,1.119,-0.492,1.829,237.2001,231.8,242.5,0.592,0.488,0,0.8235,0
20304685,701440509,1.75E+12,LP,10/07/2025,17:15:00,,30666.786,,49211.476,2598.398,2647.594,,,1.104,-0.847,1.549,239.3,230.5,241.6001,0.436,0.3645,0,0.834,0
20304685,701440509,1.75E+12,LP,10/07/2025,17:00:00,,30666.521,,49211.476,2598.289,2647.594,,,-0.88,6.6161,1.2711,241,229.5,243.4,0.781,1.5941,0,2.0407,0
20304685,701440509,1.75E+12,LP,10/07/2025,16:45:00,,30666.307,,49211.456,2598.157,2647.594,,,2.91,5.558,-1.156,239.5,224.6001,242.5,0.6881,1.5325,0,2.2263,0
20304685,701440509,1.75E+12,LP,10/07/2025,16:30:00,,30666.214,,49211.311,2598.0751,2647.594,,,-1.915,-2.602,-1.394,239,230.1001,242.9,-0.874,0,-1.2388,0,-1.4158
20304685,701440509,1.75E+12,LP,10/07/2025,16:15:00,,30666.214,,49210.903,2598.015,2647.594,,,-2.95,-3.583,-2.123,241,228.9,243.9,-0.939,0,-1.9259,0,-2.0499
