SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._CURRENT (V),AVG._VOLTAGE (V),POWER_FACTOR
22701398,701435603,1.75E+12,LP,12/07/2025,15:45:00,0.3249,12849.331,0.8737,15823.771,-1.648,237.6001,-0.435
22701398,701435603,1.75E+12,LP,12/07/2025,15:30:00,0,12849.25,1.7832,15823.553,-7.609,237.4,-0.979
22701398,701435603,1.75E+12,LP,12/07/2025,15:15:00,0,12849.25,2.1236,15823.108,-9.099,235.6001,-0.985
22701398,701435603,1.75E+12,LP,12/07/2025,15:00:00,0,12849.25,1.6538,15822.5771,-7.134,234.5,-0.982
22701398,701435603,1.75E+12,LP,12/07/2025,14:45:00,0,12849.25,1.8264,15822.164,-7.864,234.1001,-0.982
22701398,701435603,1.75E+12,LP,12/07/2025,14:30:00,0,12849.25,1.5079,15821.706,-6.547,232.6001,-0.981
22701398,701435603,1.75E+12,LP,12/07/2025,14:15:00,0,12849.25,1.33,15821.33,-5.83,231.5,-0.98
22701398,701435603,1.75E+12,LP,12/07/2025,14:00:00,0.0482,12849.25,1.434,15820.998,-5.72,234.5,-0.802
22701398,701435603,1.75E+12,LP,12/07/2025,13:45:00,0.2428,12849.239,0.6375,15820.637,-0.527,234.3,-0.238
22701398,701435603,1.75E+12,LP,12/07/2025,13:30:00,0,12849.179,0.8975,15820.4791,-4.126,235.8,-0.911
22701398,701435603,1.75E+12,LP,12/07/2025,13:15:00,0,12849.179,1.8019,15820.2551,-7.696,241.4,-0.959
22701398,701435603,1.75E+12,LP,12/07/2025,13:00:00,1.2677,12849.179,0.0528,15819.804,7.41,239,0.558
22701398,701435603,1.75E+12,LP,12/07/2025,12:45:00,0.3075,12848.864,0.389,15819.793,-1.79,241.5,-0.022
22701398,701435603,1.75E+12,LP,12/07/2025,12:30:00,0,12848.788,3.0979,15819.696,-12.775,243.7001,-0.987
22701398,701435603,1.75E+12,LP,12/07/2025,12:15:00,0,12848.788,3.1225,15818.921,-12.789,244.6001,-0.989
22701398,701435603,1.75E+12,LP,12/07/2025,12:00:00,0,12848.788,2.2956,15818.1401,-9.54,241.6001,-0.991
22701398,701435603,1.75E+12,LP,12/07/2025,11:45:00,0,12848.788,3.4897,15817.566,-14.291,244.9,-0.996
22701398,701435603,1.75E+12,LP,12/07/2025,11:30:00,0,12848.788,3.3649,15816.694,-13.798,244.7001,-0.994
22701398,701435603,1.75E+12,LP,12/07/2025,11:15:00,0,12848.788,3.1945,15815.8541,-13.102,244.6001,-0.99
22701398,701435603,1.75E+12,LP,12/07/2025,11:00:00,0,12848.788,3.1488,15815.055,-12.989,245.1001,-0.983
22701398,701435603,1.75E+12,LP,12/07/2025,10:45:00,0,12848.788,3.1934,15814.267,-13.09,244.9,-0.994
22701398,701435603,1.75E+12,LP,12/07/2025,10:30:00,0,12848.788,3.0264,15813.4691,-12.422,244.8,-0.992
22701398,701435603,1.75E+12,LP,12/07/2025,10:15:00,0,12848.788,2.3263,15812.713,-9.59,243.2001,-0.99
22701398,701435603,1.75E+12,LP,12/07/2025,10:00:00,0,12848.788,1.8045,15812.1311,-7.515,240,-0.994
22701398,701435603,1.75E+12,LP,12/07/2025,09:45:00,0,12848.788,1.581,15811.68,-6.601,238.6001,-0.992
22701398,701435603,1.75E+12,LP,12/07/2025,09:30:00,0,12848.788,1.6119,15811.285,-6.822,238.9,-0.966
22701398,701435603,1.75E+12,LP,12/07/2025,09:15:00,0.0162,12848.788,0.5696,15810.882,-3.004,235.9,-0.579
22701398,701435603,1.75E+12,LP,12/07/2025,09:00:00,0.5479,12848.784,0.375,15810.739,1.7591,237.9,-0.081
22701398,701435603,1.75E+12,LP,12/07/2025,08:45:00,0.2305,12848.649,0.8376,15810.6481,-2.33,235.9,-0.772
22701398,701435603,1.75E+12,LP,12/07/2025,08:30:00,0,12848.592,1.0547,15810.438,-4.582,235.9,-0.968
22701398,701435603,1.75E+12,LP,12/07/2025,08:15:00,0,12848.592,1.2,15810.1751,-5.282,234.5,-0.932
22701398,701435603,1.75E+12,LP,12/07/2025,08:00:00,0.367,12848.592,0.5392,15809.876,-0.838,233.8,-0.493
22701398,701435603,1.75E+12,LP,12/07/2025,07:45:00,0.0753,12848.5,0.6612,15809.741,-2.635,234.9,-0.812
22701398,701435603,1.75E+12,LP,12/07/2025,07:30:00,0.6306,12848.481,0.1115,15809.5761,2.34,234.2001,0.004
22701398,701435603,1.75E+12,LP,12/07/2025,07:15:00,0.6525,12848.324,0.1421,15809.549,2.396,235.2001,-0.048
22701398,701435603,1.75E+12,LP,12/07/2025,07:00:00,1.641,12848.162,0.051,15809.5151,7.1291,235.2001,0.613
22701398,701435603,1.75E+12,LP,12/07/2025,06:45:00,1.3877,12847.754,0.0043,15809.503,6.3021,235.2001,0.503
22701398,701435603,1.75E+12,LP,12/07/2025,06:30:00,0.8015,12847.409,0,15809.502,4.266,234.4,0.65
22701398,701435603,1.75E+12,LP,12/07/2025,06:15:00,1.0052,12847.209,0,15809.502,5.075,235.1001,0.767
22701398,701435603,1.75E+12,LP,12/07/2025,06:00:00,0.988,12846.956,0,15809.502,4.965,234.4,0.779
22701398,701435603,1.75E+12,LP,12/07/2025,05:45:00,1.0527,12846.708,0,15809.502,5.197,233.8,0.79
22701398,701435603,1.75E+12,LP,12/07/2025,05:30:00,1.0009,12846.445,0,15809.502,4.9,235.7001,0.8301
22701398,701435603,1.75E+12,LP,12/07/2025,05:15:00,0.9625,12846.263,0,15809.502,4.83,234.7001,0.772
22701398,701435603,1.75E+12,LP,12/07/2025,05:00:00,0.974,12846.022,0,15809.502,4.846,234.5,0.776
22701398,701435603,1.75E+12,LP,12/07/2025,04:45:00,0.973,12845.779,0,15809.502,4.841,234.6001,0.776
22701398,701435603,1.75E+12,LP,12/07/2025,04:30:00,0.972,12845.536,0,15809.502,4.841,234.8,0.775
22701398,701435603,1.75E+12,LP,12/07/2025,04:15:00,0.9686,12845.293,0,15809.502,4.8791,234.7001,0.775
22701398,701435603,1.75E+12,LP,12/07/2025,04:00:00,0.9716,12845.0501,0,15809.502,4.901,234.4,0.774
22701398,701435603,1.75E+12,LP,12/07/2025,03:45:00,1.0857,12844.807,0,15809.502,5.37,234.2001,0.789
22701398,701435603,1.75E+12,LP,12/07/2025,03:30:00,1.1195,12844.536,0,15809.502,5.522,234.5,0.791
22701398,701435603,1.75E+12,LP,12/07/2025,03:15:00,1.0787,12844.257,0,15809.502,5.369,234.6001,0.786
22701398,701435603,1.75E+12,LP,12/07/2025,03:00:00,0.9705,12843.9871,0,15809.502,4.825,234.4,0.777
22701398,701435603,1.75E+12,LP,12/07/2025,02:45:00,1.063,12843.743,0,15809.502,5.255,234.8,0.787
22701398,701435603,1.75E+12,LP,12/07/2025,02:30:00,1.2459,12843.477,0,15809.502,6.1291,234.7001,0.806
22701398,701435603,1.75E+12,LP,12/07/2025,02:15:00,0.97,12843.165,0,15809.502,4.861,234.1001,0.783
22701398,701435603,1.75E+12,LP,12/07/2025,02:00:00,1.2979,12842.922,0,15809.502,6.388,233.5,0.8181
22701398,701435603,1.75E+12,LP,12/07/2025,01:45:00,1.0285,12842.598,0,15809.502,5.081,233.9,0.792
22701398,701435603,1.75E+12,LP,12/07/2025,01:30:00,1.3104,12842.341,0,15809.502,6.444,233.5,0.8211
22701398,701435603,1.75E+12,LP,12/07/2025,01:15:00,1.146,12842.013,0,15809.502,5.59,233.3,0.8131
22701398,701435603,1.75E+12,LP,12/07/2025,01:00:00,1.2517,12841.725,0,15809.502,6.0921,233.3,0.8311
22701398,701435603,1.75E+12,LP,12/07/2025,00:45:00,1.2579,12841.412,0,15809.502,5.863,235.1001,0.922
22701398,701435603,1.75E+12,LP,12/07/2025,00:30:00,1.1153,12841.097,0,15809.502,5.101,234.8,0.96
22701398,701435603,1.75E+12,LP,12/07/2025,00:15:00,1.37,12840.8181,0,15809.502,6.3661,234.5,0.92
22701398,701435603,1.75E+12,LP,12/07/2025,00:00:00,1.1257,12840.475,0,15809.502,5.5681,233.9,0.793
22701398,701435603,1.75E+12,LP,11/07/2025,23:45:00,1.2082,12840.1931,0,15809.502,5.902,232.9,0.806
22701398,701435603,1.75E+12,LP,11/07/2025,23:30:00,1.3364,12839.89,0,15809.502,6.558,232.8,0.8201
22701398,701435603,1.75E+12,LP,11/07/2025,23:15:00,1.1682,12839.555,0,15809.502,5.722,231,0.81
22701398,701435603,1.75E+12,LP,11/07/2025,23:00:00,1.2749,12839.262,0,15809.502,6.232,230.3,0.8221
22701398,701435603,1.75E+12,LP,11/07/2025,22:45:00,1.3359,12838.9431,0,15809.502,6.517,232,0.8211
22701398,701435603,1.75E+12,LP,11/07/2025,22:30:00,1.3554,12838.609,0,15809.502,6.601,234.3,0.8151
22701398,701435603,1.75E+12,LP,11/07/2025,22:15:00,1.6441,12838.269,0,15809.502,7.886,233.8,0.848
22701398,701435603,1.75E+12,LP,11/07/2025,22:00:00,2.3003,12837.859,0,15809.502,10.803,233.9,0.909
22701398,701435603,1.75E+12,LP,11/07/2025,21:45:00,2.3526,12837.284,0,15809.502,11.009,235.1001,0.908
22701398,701435603,1.75E+12,LP,11/07/2025,21:30:00,2.5382,12836.696,0,15809.502,11.888,234.9,0.9
22701398,701435603,1.75E+12,LP,11/07/2025,21:15:00,0.505,12836.06,0,15809.502,2.364,236.1001,0.902
22701398,701435603,1.75E+12,LP,11/07/2025,21:00:00,0.4423,12835.9341,0,15809.502,2.126,235.7001,0.881
22701398,701435603,1.75E+12,LP,11/07/2025,20:45:00,0.4573,12835.823,0,15809.502,2.188,235.3,0.886
22701398,701435603,1.75E+12,LP,11/07/2025,20:30:00,1.1543,12835.709,0,15809.502,5.626,234.7001,0.885
22701398,701435603,1.75E+12,LP,11/07/2025,20:15:00,0.5351,12835.42,0,15809.502,2.493,237.3,0.903
22701398,701435603,1.75E+12,LP,11/07/2025,20:00:00,1.1878,12835.287,0,15809.502,5.219,236.2001,0.9421
22701398,701435603,1.75E+12,LP,11/07/2025,19:45:00,1.5855,12834.99,0,15809.502,6.884,235.6001,0.976
22701398,701435603,1.75E+12,LP,11/07/2025,19:30:00,1.5584,12834.5941,0,15809.502,6.771,235.3,0.977
22701398,701435603,1.75E+12,LP,11/07/2025,19:15:00,0.6647,12834.204,0,15809.502,3.085,232.4,0.898
22701398,701435603,1.75E+12,LP,11/07/2025,19:00:00,0.9161,12834.037,0,15809.502,4.175,231.4,0.909
22701398,701435603,1.75E+12,LP,11/07/2025,18:45:00,0.37,12833.808,0,15809.502,1.83,231.8,0.871
22701398,701435603,1.75E+12,LP,11/07/2025,18:30:00,0.3458,12833.716,0,15809.502,1.77,229.9,0.849
22701398,701435603,1.75E+12,LP,11/07/2025,18:15:00,0.3115,12833.629,0,15809.502,1.6441,229.3,0.8231
22701398,701435603,1.75E+12,LP,11/07/2025,18:00:00,0.244,12833.551,0,15809.502,1.4021,230.5,0.75
22701398,701435603,1.75E+12,LP,11/07/2025,17:45:00,0.9905,12833.49,0,15809.502,4.92,231,0.721
22701398,701435603,1.75E+12,LP,11/07/2025,17:30:00,2.0352,12833.243,0,15809.502,9.712,227.1001,0.921
22701398,701435603,1.75E+12,LP,11/07/2025,17:15:00,1.5705,12832.734,0,15809.502,7.982,229.8,0.851
22701398,701435603,1.75E+12,LP,11/07/2025,17:00:00,1.172,12832.341,0,15809.502,6.594,231.6001,0.764
22701398,701435603,1.75E+12,LP,11/07/2025,16:45:00,1.1115,12832.049,0,15809.502,6.428,232.3,0.742
22701398,701435603,1.75E+12,LP,11/07/2025,16:30:00,0.5799,12831.771,0,15809.502,5.264,233.5,0.464
22701398,701435603,1.75E+12,LP,11/07/2025,16:15:00,0.362,12831.626,0.005,15809.502,4.242,234.1001,0.2821
22701398,701435603,1.75E+12,LP,11/07/2025,16:00:00,0.4761,12831.537,0.0016,15809.502,4.831,234.2001,0.352
22701398,701435603,1.75E+12,LP,11/07/2025,15:45:00,0.1065,12831.418,0.2392,15809.502,-1.794,236,-0.089
22701398,701435603,1.75E+12,LP,11/07/2025,15:30:00,0.4243,12831.395,0.0632,15809.445,3.4451,236.6001,0.292
22701398,701435603,1.75E+12,LP,11/07/2025,15:15:00,0.1993,12831.2911,0.1269,15809.431,1.502,237.1001,0.098
22701398,701435603,1.75E+12,LP,11/07/2025,15:00:00,0.0147,12831.243,0.375,15809.402,-2.923,238.1001,-0.292
22701398,701435603,1.75E+12,LP,11/07/2025,14:45:00,0.017,12831.242,0.4013,15809.3091,-3.081,233.7001,-0.305
22701398,701435603,1.75E+12,LP,11/07/2025,14:30:00,0.0809,12831.239,1.3747,15809.2101,-5.9,234.9,-0.5
22701398,701435603,1.75E+12,LP,11/07/2025,14:15:00,0,12831.2201,2.5912,15808.868,-11.004,236.5,-0.992
22701398,701435603,1.75E+12,LP,11/07/2025,14:00:00,0,12831.2201,2.071,15808.221,-8.879,238,-0.966
22701398,701435603,1.75E+12,LP,11/07/2025,13:45:00,0,12831.2201,1.7791,15807.703,-7.828,239.7001,-0.936
22701398,701435603,1.75E+12,LP,11/07/2025,13:30:00,0,12831.2201,1.8674,15807.259,-7.996,239.8,-0.959
22701398,701435603,1.75E+12,LP,11/07/2025,13:15:00,0,12831.2201,1.9917,15806.792,-9.639,242.3,-0.799
22701398,701435603,1.75E+12,LP,11/07/2025,13:00:00,0.0004,12831.2201,1.0412,15806.294,-6.736,238.5,-0.599
22701398,701435603,1.75E+12,LP,11/07/2025,12:45:00,0.0001,12831.2201,1.4852,15806.034,-8.199,241.3,-0.733
22701398,701435603,1.75E+12,LP,11/07/2025,12:30:00,0,12831.2201,1.6467,15805.663,-8.759,243,-0.772
22701398,701435603,1.75E+12,LP,11/07/2025,12:15:00,0.0005,12831.2201,1.3447,15805.251,-7.961,240.6001,-0.626
22701398,701435603,1.75E+12,LP,11/07/2025,12:00:00,0.0002,12831.2201,0.6915,15804.915,-6.063,238,-0.418
22701398,701435603,1.75E+12,LP,11/07/2025,11:45:00,0.0122,12831.2201,1.0944,15804.742,-6.438,240.9,-0.542
22701398,701435603,1.75E+12,LP,11/07/2025,11:30:00,0,12831.218,1.7107,15804.4691,-7.994,239.6001,-0.857
22701398,701435603,1.75E+12,LP,11/07/2025,11:15:00,0,12831.218,1.9222,15804.042,-8.178,236.3,-0.991
22701398,701435603,1.75E+12,LP,11/07/2025,11:00:00,0,12831.218,3.1964,15803.562,-13.483,239.3,-0.987
22701398,701435603,1.75E+12,LP,11/07/2025,10:45:00,0,12831.218,3.3201,15802.763,-14.073,241.3,-0.977
22701398,701435603,1.75E+12,LP,11/07/2025,10:30:00,0.0004,12831.218,1.1688,15801.933,-6.223,239.5,-0.738
22701398,701435603,1.75E+12,LP,11/07/2025,10:15:00,0,12831.218,3.1833,15801.6401,-13.317,241.1001,-0.987
22701398,701435603,1.75E+12,LP,11/07/2025,10:00:00,0,12831.218,3.1762,15800.8451,-13.329,239,-0.996
22701398,701435603,1.75E+12,LP,11/07/2025,09:45:00,0,12831.218,2.9655,15800.051,-12.357,240.8,-0.994
22701398,701435603,1.75E+12,LP,11/07/2025,09:30:00,0,12831.218,2.7992,15799.31,-11.724,239.6001,-0.992
22701398,701435603,1.75E+12,LP,11/07/2025,09:15:00,0,12831.218,2.458,15798.61,-10.308,239.5,-0.987
22701398,701435603,1.75E+12,LP,11/07/2025,09:00:00,0,12831.218,1.8575,15797.994,-7.846,238.5,-0.986
22701398,701435603,1.75E+12,LP,11/07/2025,08:45:00,0,12831.218,1.172,15797.53,-5.061,235.8,-0.976
22701398,701435603,1.75E+12,LP,11/07/2025,08:30:00,0,12831.218,1.4865,15797.2371,-6.345,236.8,-0.982
22701398,701435603,1.75E+12,LP,11/07/2025,08:15:00,0.0115,12831.218,0.682,15796.865,-3.03,235.5,-0.863
22701398,701435603,1.75E+12,LP,11/07/2025,08:00:00,0.8776,12831.215,0,15796.695,4.038,236.9,0.908
22701398,701435603,1.75E+12,LP,11/07/2025,07:45:00,1.7642,12830.9961,0,15796.695,7.714,235.5,0.9541
22701398,701435603,1.75E+12,LP,11/07/2025,07:30:00,1.3472,12830.553,0.0702,15796.695,6.457,235,0.359
22701398,701435603,1.75E+12,LP,11/07/2025,07:15:00,0.0007,12830.218,0.2227,15796.68,-1.355,237.3,-0.499
22701398,701435603,1.75E+12,LP,11/07/2025,07:00:00,0.0145,12830.218,0.0303,15796.624,-0.048,238,-0.056
22701398,701435603,1.75E+12,LP,11/07/2025,06:45:00,0.2569,12830.215,0,15796.617,1.788,236.9,0.401
22701398,701435603,1.75E+12,LP,11/07/2025,06:30:00,0.9675,12830.152,0,15796.617,4.908,235.7001,0.734
22701398,701435603,1.75E+12,LP,11/07/2025,06:15:00,1.0644,12829.91,0,15796.617,5.25,234.6001,0.803
22701398,701435603,1.75E+12,LP,11/07/2025,06:00:00,1.2435,12829.645,0,15796.617,5.808,234.4,0.903
22701398,701435603,1.75E+12,LP,11/07/2025,05:45:00,1.7125,12829.332,0,15796.617,7.6931,233.2001,0.964
22701398,701435603,1.75E+12,LP,11/07/2025,05:30:00,0.996,12828.903,0,15796.617,4.571,234.4,0.9481
22701398,701435603,1.75E+12,LP,11/07/2025,05:15:00,0.969,12828.654,0,15796.617,4.88,236.2001,0.769
22701398,701435603,1.75E+12,LP,11/07/2025,05:00:00,1.2,12828.41,0,15796.617,5.923,237.2001,0.787
22701398,701435603,1.75E+12,LP,11/07/2025,04:45:00,1.1446,12828.109,0,15796.617,5.683,237.7001,0.778
22701398,701435603,1.75E+12,LP,11/07/2025,04:30:00,1.0143,12827.823,0,15796.617,5.112,238.7001,0.763
22701398,701435603,1.75E+12,LP,11/07/2025,04:15:00,1.2819,12827.57,0,15796.617,6.295,238.5,0.79
22701398,701435603,1.75E+12,LP,11/07/2025,04:00:00,1.2579,12827.252,0,15796.617,6.212,238.1001,0.789
22701398,701435603,1.75E+12,LP,11/07/2025,03:45:00,1.0275,12826.937,0,15796.617,5.205,238.5,0.765
22701398,701435603,1.75E+12,LP,11/07/2025,03:30:00,1.1172,12826.68,0,15796.617,5.533,238.3,0.776
22701398,701435603,1.75E+12,LP,11/07/2025,03:15:00,1.3545,12826.403,0,15796.617,6.643,237.6001,0.803
22701398,701435603,1.75E+12,LP,11/07/2025,03:00:00,1.0628,12826.065,0,15796.617,5.259,237,0.779
22701398,701435603,1.75E+12,LP,11/07/2025,02:45:00,1.2562,12825.801,0,15796.617,6.181,237.4,0.794
22701398,701435603,1.75E+12,LP,11/07/2025,02:30:00,1.341,12825.489,0,15796.617,6.5681,236.4,0.806
22701398,701435603,1.75E+12,LP,11/07/2025,02:15:00,1.1082,12825.154,0,15796.617,5.4991,235.9,0.787
22701398,701435603,1.75E+12,LP,11/07/2025,02:00:00,1.2639,12824.876,0,15796.617,6.155,236,0.804
22701398,701435603,1.75E+12,LP,11/07/2025,01:45:00,1.3601,12824.56,0,15796.617,6.606,235.3,0.8171
22701398,701435603,1.75E+12,LP,11/07/2025,01:30:00,1.1949,12824.2201,0,15796.617,5.8821,237.4,0.789
22701398,701435603,1.75E+12,LP,11/07/2025,01:15:00,1.1993,12823.921,0,15796.617,5.923,236.8,0.791
22701398,701435603,1.75E+12,LP,11/07/2025,01:00:00,1.3522,12823.62,0,15796.617,6.588,236.3,0.809
22701398,701435603,1.75E+12,LP,11/07/2025,00:45:00,1.3795,12823.283,0,15796.617,6.736,235.5,0.8141
22701398,701435603,1.75E+12,LP,11/07/2025,00:30:00,1.3849,12822.937,0,15796.617,6.742,235.5,0.8151
22701398,701435603,1.75E+12,LP,11/07/2025,00:15:00,1.402,12822.591,0,15796.617,6.797,234.9,0.8211
22701398,701435603,1.75E+12,LP,11/07/2025,00:00:00,1.3729,12822.24,0,15796.617,6.67,233.4,0.8251
22701398,701435603,1.75E+12,LP,10/07/2025,23:45:00,1.5204,12821.896,0,15796.617,7.353,232.6001,0.841
22701398,701435603,1.75E+12,LP,10/07/2025,23:30:00,1.5107,12821.515,0,15796.617,7.314,233.3,0.837
22701398,701435603,1.75E+12,LP,10/07/2025,23:15:00,1.4444,12821.136,0,15796.617,7.013,234.9,0.8241
22701398,701435603,1.75E+12,LP,10/07/2025,23:00:00,1.5559,12820.775,0,15796.617,7.601,234,0.834
22701398,701435603,1.75E+12,LP,10/07/2025,22:45:00,2.3347,12820.387,0,15796.617,11.226,231,0.872
22701398,701435603,1.75E+12,LP,10/07/2025,22:30:00,1.8724,12819.804,0,15796.617,8.912,231.3,0.89
22701398,701435603,1.75E+12,LP,10/07/2025,22:15:00,2.3319,12819.337,0,15796.617,10.9631,231.9,0.916
22701398,701435603,1.75E+12,LP,10/07/2025,22:00:00,2.3554,12818.754,0,15796.617,11.0721,232.3,0.915
22701398,701435603,1.75E+12,LP,10/07/2025,21:45:00,0.6193,12818.165,0,15796.617,2.978,233.8,0.883
22701398,701435603,1.75E+12,LP,10/07/2025,21:30:00,0.6517,12818.01,0,15796.617,3.073,234.3,0.904
22701398,701435603,1.75E+12,LP,10/07/2025,21:15:00,0.6237,12817.847,0,15796.617,2.936,234,0.907
22701398,701435603,1.75E+12,LP,10/07/2025,21:00:00,0.6086,12817.691,0,15796.617,2.857,234.4,0.908
22701398,701435603,1.75E+12,LP,10/07/2025,20:45:00,1.5094,12817.539,0,15796.617,6.6321,233.7001,0.964
22701398,701435603,1.75E+12,LP,10/07/2025,20:30:00,1.43,12817.162,0,15796.617,6.264,232.8,0.977
22701398,701435603,1.75E+12,LP,10/07/2025,20:15:00,0.7092,12816.804,0,15796.617,3.136,233.7001,0.967
22701398,701435603,1.75E+12,LP,10/07/2025,20:00:00,0.7133,12816.626,0,15796.617,3.185,233.7001,0.9571
22701398,701435603,1.75E+12,LP,10/07/2025,19:45:00,0.6881,12816.448,0,15796.617,3.255,233.4,0.904
22701398,701435603,1.75E+12,LP,10/07/2025,19:30:00,0.6724,12816.276,0,15796.617,3.182,233.1001,0.905
22701398,701435603,1.75E+12,LP,10/07/2025,19:15:00,0.4287,12816.108,0,15796.617,2.158,233,0.845
22701398,701435603,1.75E+12,LP,10/07/2025,19:00:00,0.3598,12816.001,0,15796.617,1.804,233.6001,0.851
22701398,701435603,1.75E+12,LP,10/07/2025,18:45:00,1.4479,12815.911,0,15796.617,6.817,233.4,0.896
22701398,701435603,1.75E+12,LP,10/07/2025,18:30:00,2.3354,12815.5501,0,15796.617,10.9661,231.8,0.917
22701398,701435603,1.75E+12,LP,10/07/2025,18:15:00,2.3288,12814.966,0,15796.617,10.945,232.9,0.912
22701398,701435603,1.75E+12,LP,10/07/2025,18:00:00,2.1724,12814.384,0,15796.617,10.215,234.8,0.901
22701398,701435603,1.75E+12,LP,10/07/2025,17:45:00,2.5139,12813.84,0,15796.617,11.59,235.2001,0.921
22701398,701435603,1.75E+12,LP,10/07/2025,17:30:00,1.9187,12813.212,0,15796.617,9.049,235.1001,0.866
22701398,701435603,1.75E+12,LP,10/07/2025,17:15:00,0.1605,12812.731,0,15796.617,1.319,236.1001,0.406
22701398,701435603,1.75E+12,LP,10/07/2025,17:00:00,1.2724,12812.6921,0,15796.617,5.8261,233.7001,0.934
22701398,701435603,1.75E+12,LP,10/07/2025,16:45:00,1.0045,12812.374,0,15796.617,4.539,233.1001,0.9481
22701398,701435603,1.75E+12,LP,10/07/2025,16:30:00,0.6719,12812.122,0,15796.617,3.217,234,0.885
22701398,701435603,1.75E+12,LP,10/07/2025,16:15:00,0.2359,12811.954,0.044,15796.617,0.981,234.6001,0.366
22701398,701435603,1.75E+12,LP,10/07/2025,16:00:00,0,12811.895,1.3455,15796.606,-6.102,234,-0.924
22701398,701435603,1.75E+12,LP,10/07/2025,15:45:00,0,12811.895,2.081,15796.271,-9.114,235.9,-0.966
22701398,701435603,1.75E+12,LP,10/07/2025,15:30:00,0.0004,12811.895,0.7222,15795.751,-5.721,232.2001,-0.455
22701398,701435603,1.75E+12,LP,10/07/2025,15:15:00,0.0001,12811.895,0.4355,15795.569,-4.83,232.1001,-0.386
22701398,701435603,1.75E+12,LP,10/07/2025,15:00:00,0.125,12811.895,0.5415,15795.4611,-3.908,232.8,-0.392
22701398,701435603,1.75E+12,LP,10/07/2025,14:45:00,0.2757,12811.864,1.8432,15795.3261,-6.082,235.3,-0.575
22701398,701435603,1.75E+12,LP,10/07/2025,14:30:00,0,12811.795,2.9233,15794.867,-12.309,238.6001,-0.994
22701398,701435603,1.75E+12,LP,10/07/2025,14:15:00,0,12811.795,3.1303,15794.136,-13.073,240.5,-0.994
22701398,701435603,1.75E+12,LP,10/07/2025,14:00:00,0,12811.795,3.2765,15793.3541,-13.595,242,-0.995
22701398,701435603,1.75E+12,LP,10/07/2025,13:45:00,0,12811.795,2.1644,15792.535,-9.196,240.3,-0.978
22701398,701435603,1.75E+12,LP,10/07/2025,13:30:00,0,12811.795,2.2741,15791.993,-9.605,241.3,-0.98
22701398,701435603,1.75E+12,LP,10/07/2025,13:15:00,0,12811.795,2.3195,15791.4251,-9.772,241.9,-0.98
22701398,701435603,1.75E+12,LP,10/07/2025,13:00:00,0.2239,12811.795,0.6687,15790.8451,-4.101,240.1001,-0.181
22701398,701435603,1.75E+12,LP,10/07/2025,12:45:00,0.2512,12811.741,0.14,15790.679,-3.085,239.4,0.037
22701398,701435603,1.75E+12,LP,10/07/2025,12:30:00,0.0019,12811.68,0.1768,15790.645,-5.719,242,-0.122
22701398,701435603,1.75E+12,LP,10/07/2025,12:15:00,0.0626,12811.68,0.3376,15790.601,-5.673,242.7001,-0.169
22701398,701435603,1.75E+12,LP,10/07/2025,12:00:00,0.0284,12811.665,1.709,15790.517,-8.708,243.7001,-0.7
