SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023706529,0701433502,1.75236E+12,LP,2025-07-13,03:15:00,1.0001,1731.231,0,9951.293,1.0165,0,4.331,234.7001,0.985
000023706529,0701433502,1.75236E+12,LP,2025-07-13,03:00:00,1.0002,1730.981,0,9951.293,1.0168,0,4.296,236.6001,0.984
000023706529,0701433502,1.75235E+12,LP,2025-07-13,02:45:00,1.1163,1730.731,0,9951.293,1.1308,0,4.789,236,0.987
000023706529,0701433502,1.75235E+12,LP,2025-07-13,02:30:00,1.1245,1730.452,0,9951.293,1.1392,0,4.812,236.7001,0.985
000023706529,0701433502,1.75235E+12,LP,2025-07-13,02:15:00,1.1232,1730.171,0,9951.293,1.1381,0,4.8421,235,0.985
000023706529,0701433502,1.75235E+12,LP,2025-07-13,02:00:00,1.1047,1729.89,0,9951.293,1.1207,0,4.769,234.9,0.988
000023706529,0701433502,1.75235E+12,LP,2025-07-13,01:45:00,1.0998,1729.614,0,9951.293,1.117,0,4.759,234.6001,0.983
000023706529,0701433502,1.75235E+12,LP,2025-07-13,01:30:00,1.0703,1729.339,0,9951.293,1.0877,0,4.625,235.1001,0.984
000023706529,0701433502,1.75235E+12,LP,2025-07-13,01:15:00,0.2071,1729.0711,0,9951.293,0.2144,0,0.909,235.7001,0.983
000023706529,0701433502,1.75235E+12,LP,2025-07-13,01:00:00,0.1491,1729.019,0,9951.293,0.1549,0,0.658,235.2001,0.962
000023706529,0701433502,1.75235E+12,LP,2025-07-13,00:45:00,0.1496,1728.982,0,9951.293,0.1555,0,0.662,234.7001,0.96
000023706529,0701433502,1.75235E+12,LP,2025-07-13,00:30:00,0.1509,1728.945,0,9951.293,0.1568,0,0.666,235.1001,0.9591
000023706529,0701433502,1.75235E+12,LP,2025-07-13,00:15:00,0.1559,1728.907,0,9951.293,0.1615,0,0.683,236.4,0.964
000023706529,0701433502,1.75235E+12,LP,2025-07-13,00:00:00,0.1525,1728.875,0,9951.293,0.1589,0,0.664,239.3,0.96
000023706529,0701433502,1.75234E+12,LP,2025-07-12,23:45:00,0.1525,1728.837,0,9951.293,0.1589,0,0.667,238.2001,0.962
000023706529,0701433502,1.75234E+12,LP,2025-07-12,23:30:00,0.1528,1728.799,0,9951.293,0.1589,0,0.67,237,0.961
000023706529,0701433502,1.75234E+12,LP,2025-07-12,23:15:00,0.1569,1728.761,0,9951.293,0.163,0,0.6881,236.9,0.962
000023706529,0701433502,1.75234E+12,LP,2025-07-12,23:00:00,0.2651,1728.722,0,9951.293,0.2813,0,1.187,236.9,0.974
000023706529,0701433502,1.75234E+12,LP,2025-07-12,22:45:00,0.2957,1728.655,0,9951.293,0.3157,0,1.335,236.3,0.913
000023706529,0701433502,1.75234E+12,LP,2025-07-12,22:30:00,0.1955,1728.582,0,9951.293,0.2015,0,0.859,234.4,0.97
000023706529,0701433502,1.75234E+12,LP,2025-07-12,22:15:00,0.1932,1728.5331,0,9951.293,0.1997,0,0.852,234.1001,0.967
000023706529,0701433502,1.75234E+12,LP,2025-07-12,22:00:00,0.191,1728.484,0,9951.293,0.198,0,0.843,234.7001,0.968
000023706529,0701433502,1.75234E+12,LP,2025-07-12,21:45:00,0.192,1728.4371,0,9951.293,0.1992,0,0.848,234.7001,0.966
000023706529,0701433502,1.75234E+12,LP,2025-07-12,21:30:00,0.196,1728.3891,0,9951.293,0.2033,0,0.862,235.7001,0.963
000023706529,0701433502,1.75234E+12,LP,2025-07-12,21:15:00,0.2214,1728.3401,0,9951.293,0.234,0,0.987,236.9,0.964
000023706529,0701433502,1.75233E+12,LP,2025-07-12,21:00:00,0.3113,1728.284,0,9951.293,0.336,0,1.429,235,0.929
000023706529,0701433502,1.75233E+12,LP,2025-07-12,20:45:00,0.3652,1728.207,0,9951.293,0.374,0,1.59,235.6001,0.906
000023706529,0701433502,1.75233E+12,LP,2025-07-12,20:30:00,0.2142,1728.116,0,9951.293,0.2219,0,0.9451,234.6001,0.963
000023706529,0701433502,1.75233E+12,LP,2025-07-12,20:15:00,0.2154,1728.0621,0,9951.293,0.2227,0,0.9461,235.2001,0.965
000023706529,0701433502,1.75233E+12,LP,2025-07-12,20:00:00,0.2054,1728.008,0,9951.293,0.213,0,0.9,236.6001,0.969
000023706529,0701433502,1.75233E+12,LP,2025-07-12,19:45:00,0.1998,1727.957,0,9951.293,0.2079,0,0.871,238.8,0.962
000023706529,0701433502,1.75233E+12,LP,2025-07-12,19:30:00,0.1945,1727.907,0,9951.293,0.2023,0,0.857,235.9,0.961
000023706529,0701433502,1.75233E+12,LP,2025-07-12,19:15:00,0.1919,1727.858,0,9951.293,0.2003,0,0.844,237.3,0.96
