SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V)
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,13:30:00,276.0541,2075716.844,0,0.448,278.712,0,401.82,396,386.94,231.58,231.83,231.44
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,13:15:00,280.746,2075647.83,0,0.448,283.35,0,417.7801,390.42,387.72,229.02,229.7301,229.43
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,13:00:00,263.586,2075577.6431,0,0.448,267.0661,0,380.1,403.62,400.5,232,231.8901,231.55
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,12:45:00,266.85,2075511.746,0,0.448,269.922,0,394.44,396.54,388.2,231.13,230.97,230.69
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,12:30:00,262.254,2075445.033,0,0.448,265.386,0,390.54,414.3,413.3401,232.2301,231.82,231.79
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,12:15:00,273.93,2075379.468,0,0.448,277.266,0,382.92,404.3401,356.82,235.81,235.37,235.4
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,12:00:00,276.1021,2075310.984,0,0.448,279.0661,0,382.08,415.8,405.9001,233.97,233.01,233.38
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,11:45:00,277.344,2075241.958,0,0.448,280.548,0,369.54,411.66,419.16,232.06,231.79,231.21
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,11:30:00,264.6,2075172.621,0,0.448,267.8041,0,380.04,389.64,382.38,233.94,233.75,234.08
000021400383,073/AZ0859,1.76008E+12,LP,2025-10-10,11:15:00,263.814,2075106.47,0,0.448,266.466,0,392.52,401.82,375.54,232.8,232.75,232.8901
000021400383,073/AZ0859,1.76007E+12,LP,2025-10-10,11:00:00,255.102,2075040.5151,0,0.448,257.85,0,375.9001,387.12,367.08,234.18,233.94,234.46
000021400383,073/AZ0859,1.76007E+12,LP,2025-10-10,10:45:00,264.12,2074976.739,0,0.448,266.676,0,341.76,395.76,338.4001,233.57,232.19,233.47
