SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V)
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,13:30:00,123.318,3151466.931,0,1008.801,129.084,0,79.08,126.2401,202.32,234.18,233.71,232.3
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,13:15:00,122.634,3151436.075,0,1008.801,127.794,0,139.38,177.72,255.4201,231.81,231.56,229.54
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,13:00:00,82.44,3151405.416,0,1008.801,90.264,0,112.7401,131.22,206.16,234.72,235.35,233.3901
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,12:45:00,72.33,3151384.805,0,1008.801,81.774,0,81.72,139.9201,247.68,234.53,233.75,230.79
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,12:30:00,79.374,3151366.721,0,1008.801,88.746,0,77.22,171.54,249.96,237.55,236.85,234.28
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,12:15:00,116.802,3151346.877,0,1008.801,123.81,0,55.92,130.38,204.4201,238.82,237.07,235.04
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,12:00:00,119.0701,3151317.676,0,1008.801,126.432,0,161.7001,221.94,269.3401,235.4,234.4201,232.7301
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,11:45:00,97.116,3151287.9081,0,1008.801,105.426,0,99.66,125.22,174.96,235.11,235.34,233.9801
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,11:30:00,88.7221,3151263.629,0,1008.801,97.02,0,76.26,142.2001,175.38,236.99,235.9801,234.52
000020401123,073/AZ1303,1.76008E+12,LP,2025-10-10,11:15:00,102.498,3151241.478,0,1008.801,109.428,0,132.84,156.54,194.52,234.35,234.47,233.31
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,11:00:00,66.06,3151215.823,0,1008.801,75.5941,0,70.26,117.12,149.52,237.5,236.4801,235.1401
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,10:45:00,105.096,3151199.307,0,1008.801,111.45,0,135.96,174.72,236.58,234.16,233.8,232.41
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,10:30:00,113.388,3151173.0331,0,1008.801,119.574,0,85.38,133.62,196.8,235.29,234.62,232.29
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,10:15:00,104.256,3151144.685,0,1008.801,110.8561,0,117.6001,151.5,229.38,233.46,232.83,230.4201
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,10:00:00,106.6981,3151118.62,0,1008.801,113.292,0,156.78,179.22,236.82,232.4201,231.91,230.16
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,09:45:00,124.644,3151091.9451,0,1008.801,130.32,0,87.18,139.08,151.74,235.7301,234.8901,234.44
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,09:30:00,115.878,3151060.7831,0,1008.801,121.56,0,60.3001,120.12,131.34,235.82,235.36,234.52
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,09:15:00,102.9421,3151031.813,0,1008.801,108.9601,0,132.36,180.84,192.96,234.7301,233.99,233.41
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,09:00:00,82.104,3151006.077,0,1008.801,88.956,0,56.4,111.42,150.78,237.2301,236.61,234.93
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,08:45:00,84.792,3150985.5701,0,1008.801,91.056,0,75.06,116.34,153.66,233.6,232.86,232.11
000020401123,073/AZ1303,1.76007E+12,LP,2025-10-10,08:30:00,105.162,3150964.352,0,1008.801,110.154,0,122.4,161.22,198.78,235.63,234.55,233.8901
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,08:15:00,80.712,3150938.06,0,1008.801,85.176,0,148.56,152.6401,192.36,236,236.01,234.62
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,08:00:00,74.778,3150917.882,0,1008.801,76.818,0,70.8,100.08,153.6,233.36,232.72,231.2001
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,07:45:00,75.912,3150899.187,0,1008.801,77.226,0,90.3,118.8,132.6,236.21,235.16,234.9
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,07:30:00,68.424,3150880.2091,0,1008.801,70.098,0,120.48,120.9601,111.48,234.38,233.83,234.13
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,07:15:00,64.062,3150863.103,0,1008.801,65.8201,0,89.04,103.2,98.76,235.9801,235.71,235.4201
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,07:00:00,71.37,3150847.0871,0,1008.801,72.486,0,92.34,101.76,92.4601,237.12,236.9,236.46
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,06:45:00,78.048,3150829.2431,0,1008.801,78.9421,0,112.62,110.8201,102.42,237.71,238.15,238.02
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,06:30:00,93.426,3150809.73,0,1008.801,94.236,0,122.58,124.98,114.48,236.44,236.4801,236.66
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,06:15:00,98.8561,3150786.373,0,1008.801,99.546,0,155.46,161.76,131.6401,237.46,236.96,238.05
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,06:00:00,95.8561,3150761.659,0,1008.801,96.642,0,181.9201,126.54,151.5,234.65,235.69,234.94
000020401123,073/AZ1303,1.76006E+12,LP,2025-10-10,05:45:00,99.2281,3150737.693,0,1008.801,99.87,0,154.1401,137.7001,117.06,235.29,235.7001,236.24
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,05:30:00,96.186,3150712.8851,0,1008.801,96.828,0,144.24,140.7001,127.92,236.76,236.68,236.88
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,05:15:00,94.152,3150688.839,0,1008.801,94.8,0,140.28,138.4201,124.7401,237.06,237.18,237.96
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,05:00:00,84.798,3150665.3001,0,1008.801,85.44,0,134.34,121.3201,108.9601,235.07,235.28,235.66
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,04:45:00,85.152,3150644.099,0,1008.801,85.7161,0,136.02,129.4201,119.4,235.68,235.74,235.69
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,04:30:00,82.242,3150622.833,0,1008.801,83.0701,0,134.58,111.48,112.44,236.1701,236.49,236.6
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,04:15:00,80.352,3150602.248,0,1008.801,81.1981,0,115.86,106.7401,118.92,236.9,237.16,236.26
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,04:00:00,81.3,3150582.159,0,1008.801,82.158,0,123.42,108.9601,106.02,237.4501,238.04,237.4501
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,03:45:00,82.212,3150561.833,0,1008.801,83.1061,0,111.06,110.88,117.9,237.57,237.86,237.49
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,03:30:00,82.008,3150541.279,0,1008.801,82.77,0,119.22,112.92,119.4,236.81,237.4801,236.88
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,03:15:00,85.848,3150520.776,0,1008.801,86.73,0,125.8801,115.68,122.16,234.2001,234.58,234.6401
000020401123,073/AZ1303,1.76005E+12,LP,2025-10-10,03:00:00,87.882,3150499.313,0,1008.801,88.7041,0,123.66,129.84,132.72,234.85,234.47,234.91
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,02:45:00,87.492,3150477.367,0,1008.801,88.182,0,125.4,131.46,119.28,234.51,234.28,235
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,02:30:00,91.6921,3150455.469,0,1008.801,92.646,0,126.6001,133.2,127.5,234.32,234.7301,234.93
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,02:15:00,92.0821,3150432.545,0,1008.801,93.024,0,130.26,123.54,149.94,237.3,238.1401,236.88
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,02:00:00,91.38,3150409.524,0,1008.801,92.256,0,132.96,126.2401,136.9201,236.62,236.94,236.5
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,01:45:00,92.802,3150386.678,0,1008.801,93.684,0,129,118.92,122.22,236.66,236.83,236.9201
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,01:30:00,95.358,3150363.477,0,1008.801,96.2101,0,143.1,125.28,142.44,236.1701,236.71,235.76
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,01:15:00,101.238,3150339.637,0,1008.801,102.024,0,141.78,134.88,133.74,234.97,234.87,234.84
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,01:00:00,104.178,3150314.327,0,1008.801,105.024,0,155.82,126.66,150.54,236.24,237.1401,236.2301
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,00:45:00,105.546,3150288.311,0,1008.801,106.278,0,163.2001,140.1,155.04,235.34,235.9201,235.41
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,00:30:00,107.808,3150261.895,0,1008.801,108.6061,0,149.46,127.2,158.76,235.68,236.38,235.6701
000020401123,073/AZ1303,1.76004E+12,LP,2025-10-10,00:15:00,113.4961,3150234.943,0,1008.801,114.2041,0,158.4,132.66,175.1401,235.6,236.2001,234.9201
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-10,00:00:00,133.1401,3150206.568,0,1008.801,135.282,0,161.52,143.22,176.94,233.81,234.87,233.8901
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,23:45:00,133.32,3150173.2831,0,1008.801,134.6521,0,194.76,188.94,230.88,233.25,232.99,232.53
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,23:30:00,133.284,3150139.953,0,1008.801,135.834,0,173.7001,153,187.74,233.1701,233.3901,232.96
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,23:15:00,141.192,3150106.632,0,1008.801,143.988,0,184.26,153.9,190.38,231.51,232.31,231.43
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,23:00:00,142.542,3150071.332,0,1008.801,144.858,0,200.58,163.38,199.86,234.9,235.84,234.87
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,22:45:00,150.552,3150035.697,0,1008.801,152.976,0,191.16,195.3,190.56,237.31,237.21,237.69
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,22:30:00,141.114,3149998.057,0,1008.801,142.476,0,239.94,205.9801,221.82,236.27,236.82,236.59
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,22:15:00,150.012,3149962.779,0,1008.801,151.596,0,239.82,222.54,218.82,235.1701,235.65,235.77
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,22:00:00,141.876,3149925.276,0,1008.801,144.948,0,208.74,166.74,196.62,236.6701,237.12,235.99
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,21:45:00,136.59,3149889.805,0,1008.801,140.466,0,185.22,180.36,220.2001,236.37,236.27,235.49
000020401123,073/AZ1303,1.76003E+12,LP,2025-10-09,21:30:00,135.684,3149855.657,0,1008.801,138.87,0,199.2001,197.46,250.44,234.63,234.99,234.08
000020401123,073/AZ1303,1.76002E+12,LP,2025-10-09,21:15:00,137.358,3149821.736,0,1008.801,142.572,0,180.48,147.9,192,234.69,234.9801,234.33
000020401123,073/AZ1303,1.76002E+12,LP,2025-10-09,21:00:00,141.372,3149787.395,0,1008.801,145.662,0,204.72,177.6,190.98,236.7301,237.54,236.52
000020401123,073/AZ1303,1.76002E+12,LP,2025-10-09,20:45:00,138.96,3149752.052,0,1008.801,141.978,0,227.34,215.04,231.3,235.62,235.71,235.06
