SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023734655,0706739506,1.75236E+12,LP,2025-07-13,03:15:00,0.01,714.837,0,6334.664,0.0185,0,0.084,219.6001,0.548
000023734655,0706739506,1.75236E+12,LP,2025-07-13,03:00:00,0.0673,714.8341,0,6334.664,0.1158,0,0.522,221,0.542
000023734655,0706739506,1.75235E+12,LP,2025-07-13,02:45:00,0.1164,714.817,0,6334.664,0.1975,0,0.889,222.1001,0.583
000023734655,0706739506,1.75235E+12,LP,2025-07-13,02:30:00,0.0102,714.788,0,6334.664,0.0187,0,0.084,222.7001,0.539
000023734655,0706739506,1.75235E+12,LP,2025-07-13,02:15:00,0.0603,714.7861,0,6334.664,0.1032,0,0.466,220.8,0.543
000023734655,0706739506,1.75235E+12,LP,2025-07-13,02:00:00,0.1254,714.771,0,6334.664,0.2097,0,0.9441,222.1001,0.591
000023734655,0706739506,1.75235E+12,LP,2025-07-13,01:45:00,0.0102,714.739,0,6334.664,0.0185,0,0.084,221.6001,0.539
000023734655,0706739506,1.75235E+12,LP,2025-07-13,01:30:00,0.0539,714.737,0,6334.664,0.0922,0,0.417,222,0.534
000023734655,0706739506,1.75235E+12,LP,2025-07-13,01:15:00,0.1255,714.7231,0,6334.664,0.2115,0,0.9581,220.7001,0.583
000023734655,0706739506,1.75235E+12,LP,2025-07-13,01:00:00,0.0185,714.692,0,6334.664,0.0327,0,0.147,222.4,0.611
000023734655,0706739506,1.75235E+12,LP,2025-07-13,00:45:00,0.0444,714.687,0,6334.664,0.077,0,0.3441,223,0.551
000023734655,0706739506,1.75235E+12,LP,2025-07-13,00:30:00,0.1264,714.676,0,6334.664,0.2155,0,0.965,223.2001,0.592
000023734655,0706739506,1.75235E+12,LP,2025-07-13,00:15:00,0.034,714.644,0,6334.664,0.0568,0,0.253,224.6001,0.594
000023734655,0706739506,1.75235E+12,LP,2025-07-13,00:00:00,0.0349,714.636,0,6334.664,0.0606,0,0.272,222.9,0.542
000023734655,0706739506,1.75234E+12,LP,2025-07-12,23:45:00,0.1257,714.6271,0,6334.664,0.2127,0,0.9591,221.6001,0.592
000023734655,0706739506,1.75234E+12,LP,2025-07-12,23:30:00,0.0533,714.596,0,6334.664,0.0877,0,0.398,218.9,0.586
000023734655,0706739506,1.75234E+12,LP,2025-07-12,23:15:00,0.0198,714.583,0,6334.664,0.0344,0,0.157,219.6001,0.551
000023734655,0706739506,1.75234E+12,LP,2025-07-12,23:00:00,0.1239,714.578,0,6334.664,0.2038,0,0.937,217.4,0.601
000023734655,0706739506,1.75234E+12,LP,2025-07-12,22:45:00,0.1267,714.547,0,6334.664,0.2048,0,0.9441,216.8,0.604
000023734655,0706739506,1.75234E+12,LP,2025-07-12,22:30:00,0.1363,714.515,0,6334.664,0.2105,0,0.972,216.4,0.628
000023734655,0706739506,1.75234E+12,LP,2025-07-12,22:15:00,0.0577,714.481,0,6334.664,0.09,0,0.4161,216.3,0.655
000023734655,0706739506,1.75234E+12,LP,2025-07-12,22:00:00,0.0872,714.466,0,6334.664,0.0895,0,0.42,213.2001,0.601
000023734655,0706739506,1.75234E+12,LP,2025-07-12,21:45:00,0.1133,714.445,0,6334.664,0.1229,0,0.5741,213.7001,0.992
000023734655,0706739506,1.75234E+12,LP,2025-07-12,21:30:00,0.0302,714.416,0,6334.664,0.0546,0,0.25,218.3,0.618
000023734655,0706739506,1.75234E+12,LP,2025-07-12,21:15:00,0.0293,714.409,0,6334.664,0.05,0,0.231,217.8,0.545
000023734655,0706739506,1.75233E+12,LP,2025-07-12,21:00:00,0.124,714.4011,0,6334.664,0.2053,0,0.9421,217.7001,0.609
000023734655,0706739506,1.75233E+12,LP,2025-07-12,20:45:00,0.0333,714.37,0,6334.664,0.056,0,0.258,216.5,0.607
000023734655,0706739506,1.75233E+12,LP,2025-07-12,20:30:00,0.0245,714.362,0,6334.664,0.0415,0,0.194,216.1001,0.548
000023734655,0706739506,1.75233E+12,LP,2025-07-12,20:15:00,0.1235,714.356,0,6334.664,0.2043,0,0.9381,217.6001,0.615
000023734655,0706739506,1.75233E+12,LP,2025-07-12,20:00:00,0.0395,714.325,0,6334.664,0.0639,0,0.294,218.5,0.609
000023734655,0706739506,1.75233E+12,LP,2025-07-12,19:45:00,0.02,714.315,0,6334.664,0.0359,0,0.161,223.2001,0.52
000023734655,0706739506,1.75233E+12,LP,2025-07-12,19:30:00,0.125,714.3101,0,6334.664,0.2123,0,0.9581,221.4,0.583
000023734655,0706739506,1.75233E+12,LP,2025-07-12,19:15:00,0.0453,714.279,0,6334.664,0.0775,0,0.352,221.3,0.598
000023734655,0706739506,1.75233E+12,LP,2025-07-12,19:00:00,0.0172,714.268,0,6334.664,0.049,0,0.219,222.9,0.534
000023734655,0706739506,1.75233E+12,LP,2025-07-12,18:45:00,0.1363,714.263,0,6334.664,0.2492,0,1.1481,216.9,0.527
000023734655,0706739506,1.75233E+12,LP,2025-07-12,18:30:00,0.0601,714.229,0,6334.664,0.1605,0,0.731,219,0.556
000023734655,0706739506,1.75232E+12,LP,2025-07-12,18:15:00,0.0032,714.214,0.0478,6334.664,0.0253,0.0978,0.556,220.9,0.1421
000023734655,0706739506,1.75232E+12,LP,2025-07-12,18:00:00,0.0014,714.214,0.0379,6334.652,0.0318,0.176,0.9421,220.4,-0.623
000023734655,0706739506,1.75232E+12,LP,2025-07-12,17:45:00,0.0004,714.214,0.2115,6334.643,0.0014,0.2637,1.203,220.3,-0.479
000023734655,0706739506,1.75232E+12,LP,2025-07-12,17:30:00,0,714.214,0.2867,6334.59,0,0.3028,1.337,226.5,-0.95
000023734655,0706739506,1.75232E+12,LP,2025-07-12,17:15:00,0,714.214,0.5394,6334.518,0,0.5912,2.568,229,-0.941
000023734655,0706739506,1.75232E+12,LP,2025-07-12,17:00:00,0,714.214,1.0647,6334.384,0,1.081,4.735,228.4,-0.958
000023734655,0706739506,1.75232E+12,LP,2025-07-12,16:45:00,0,714.214,1.365,6334.118,0,1.3697,5.982,228.6001,-0.989
000023734655,0706739506,1.75232E+12,LP,2025-07-12,16:30:00,0,714.214,1.2197,6333.776,0,1.2404,5.359,231,-0.998
000023734655,0706739506,1.75232E+12,LP,2025-07-12,16:15:00,0,714.214,1.7027,6333.4711,0,1.7149,7.363,232.8,-0.987
000023734655,0706739506,1.75232E+12,LP,2025-07-12,16:00:00,0,714.214,1.5379,6333.046,0,1.5417,6.633,232.4,-1
000023734655,0706739506,1.75232E+12,LP,2025-07-12,15:45:00,0,714.214,1.5011,6332.662,0,1.5144,6.737,224.4,-1
000023734655,0706739506,1.75231E+12,LP,2025-07-12,15:30:00,0,714.214,1.9326,6332.286,0,1.9457,8.379,230.9,-0.985
000023734655,0706739506,1.75231E+12,LP,2025-07-12,15:15:00,0,714.214,2.1146,6331.803,0,2.1204,8.938,236.4,-1
000023734655,0706739506,1.75231E+12,LP,2025-07-12,15:00:00,0,714.214,2.226,6331.274,0,2.2381,9.335,239.3,-1
000023734655,0706739506,1.75231E+12,LP,2025-07-12,14:45:00,0,714.214,1.8407,6330.718,0,1.8579,8.0081,231.9,-0.984
000023734655,0706739506,1.75231E+12,LP,2025-07-12,14:30:00,0,714.214,1.9544,6330.258,0,1.9597,8.308,235.8,-0.998
000023734655,0706739506,1.75231E+12,LP,2025-07-12,14:15:00,0,714.214,2.3521,6329.77,0,2.3618,9.858,238.6001,-1
000023734655,0706739506,1.75231E+12,LP,2025-07-12,14:00:00,0,714.214,2.1385,6329.182,0,2.1553,9.0881,236.9,-0.989
000023734655,0706739506,1.75231E+12,LP,2025-07-12,13:45:00,0,714.214,2.0282,6328.647,0,2.0345,8.698,233.6001,-0.99
000023734655,0706739506,1.75231E+12,LP,2025-07-12,13:30:00,0,714.214,2.2627,6328.1411,0,2.27,9.492,238.9,-0.998
000023734655,0706739506,1.75231E+12,LP,2025-07-12,13:15:00,0,714.214,2.4649,6327.575,0,2.4824,10.363,239.4,-0.99
000023734655,0706739506,1.75231E+12,LP,2025-07-12,13:00:00,0,714.214,2.6598,6326.959,0,2.669,11.0401,241.3,-0.992
000023734655,0706739506,1.7523E+12,LP,2025-07-12,12:45:00,0,714.214,2.6558,6326.294,0,2.66,11.087,239.8,-1
000023734655,0706739506,1.7523E+12,LP,2025-07-12,12:30:00,0,714.214,2.8915,6325.63,0,2.9072,11.8831,244.2001,-0.98
000023734655,0706739506,1.7523E+12,LP,2025-07-12,12:15:00,0,714.214,3.1515,6324.907,0,3.1628,12.7771,247.1001,-0.989
000023734655,0706739506,1.7523E+12,LP,2025-07-12,12:00:00,0.0013,714.214,1.9354,6324.118,0.0032,1.945,7.985,241,-0.997
