SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V)
000017400798,0703235203,1.75686E+12,LP,2025-09-03,05:30:00,6.04,4047609,0,8254,6.04,0,10,8,3,235,236,236
000017400798,0703235203,1.75686E+12,LP,2025-09-03,05:15:00,7.04,4047608,0,8254,7.1,0,16,8,4,236,236,237
000017400798,0703235203,1.75686E+12,LP,2025-09-03,05:00:00,7.2,4047606,0,8254,7.2,0,18,8,3,237,237,238
000017400798,0703235203,1.75685E+12,LP,2025-09-03,04:45:00,7.04,4047604,0,8254,7.04,0,19,8,10,238,238,238
000017400798,0703235203,1.75685E+12,LP,2025-09-03,04:30:00,6.9,4047602,0,8254,6.94,0,16,8,10,239,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,04:15:00,7.14,4047601,0,8254,7.14,0,16,8,4,238,238,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,04:00:00,7.5,4047599,0,8254,7.54,0,16,13,4,238,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,03:45:00,7.34,4047597,0,8254,7.34,0,18,8,10,239,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,03:30:00,7,4047595,0,8254,7.04,0,17,8,3,239,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,03:15:00,7,4047593,0,8254,7,0,16,8,9,239,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,03:00:00,6.84,4047592,0,8254,6.9,0,16,8,4,239,239,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,02:45:00,9.04,4047590,0,8254,9.34,0,18,8,9,238,238,239
000017400798,0703235203,1.75685E+12,LP,2025-09-03,02:30:00,7.44,4047588,0,8254,7.5,0,26,12,10,238,238,238
000017400798,0703235203,1.75685E+12,LP,2025-09-03,02:15:00,6.7,4047586,0,8254,6.74,0,18,7,4,238,238,238
000017400798,0703235203,1.75685E+12,LP,2025-09-03,02:00:00,6.9,4047584,0,8254,6.9,0,16,7,4,237,237,237
000017400798,0703235203,1.75684E+12,LP,2025-09-03,01:45:00,6.94,4047582,0,8254,6.94,0,16,7,10,237,237,237
000017400798,0703235203,1.75684E+12,LP,2025-09-03,01:30:00,7.24,4047581,0,8254,7.3,0,18,7,4,236,237,237
000017400798,0703235203,1.75684E+12,LP,2025-09-03,01:15:00,7,4047579,0,8254,7,0,18,7,4,236,237,237
000017400798,0703235203,1.75684E+12,LP,2025-09-03,01:00:00,6.94,4047577,0,8254,7,0,16,7,10,238,239,239
000017400798,0703235203,1.75684E+12,LP,2025-09-03,00:45:00,7.24,4047575,0,8254,7.24,0,19,7,4,241,241,241
000017400798,0703235203,1.75684E+12,LP,2025-09-03,00:30:00,6.8,4047574,0,8254,6.84,0,18,7,9,240,240,241
000017400798,0703235203,1.75684E+12,LP,2025-09-03,00:15:00,7.1,4047572,0,8254,7.1,0,18,7,10,239,239,239
000017400798,0703235203,1.75684E+12,LP,2025-09-03,00:00:00,7.3,4047570,0,8254,7.3,0,19,7,4,239,239,240
000017400798,0703235203,1.75684E+12,LP,2025-09-02,23:45:00,7.1,4047568,0,8254,7.1,0,19,7,3,241,241,242
000017400798,0703235203,1.75684E+12,LP,2025-09-02,23:30:00,7.4,4047567,0,8254,7.4,0,18,7,11,241,241,241
000017400798,0703235203,1.75684E+12,LP,2025-09-02,23:15:00,7.8,4047565,0,8254,7.84,0,16,7,5,240,240,240
000017400798,0703235203,1.75683E+12,LP,2025-09-02,23:00:00,7.24,4047563,0,8254,7.24,0,17,6,4,239,239,240
000017400798,0703235203,1.75683E+12,LP,2025-09-02,22:45:00,9.64,4047561,0,8254,10,0,22,7,11,239,239,239
000017400798,0703235203,1.75683E+12,LP,2025-09-02,22:30:00,9.8,4047559,0,8254,10,0,28,12,11,238,238,239
000017400798,0703235203,1.75683E+12,LP,2025-09-02,22:15:00,9.14,4047556,0,8254,9.2,0,23,8,12,238,238,238
000017400798,0703235203,1.75683E+12,LP,2025-09-02,22:00:00,7.64,4047554,0,8254,7.64,0,25,7,6,237,237,237
000017400798,0703235203,1.75683E+12,LP,2025-09-02,21:45:00,7.7,4047552,0,8254,7.84,0,18,8,5,238,237,238
000017400798,0703235203,1.75683E+12,LP,2025-09-02,21:30:00,8.9,4047550,0,8254,9.2,0,25,11,16,237,237,237
000017400798,0703235203,1.75683E+12,LP,2025-09-02,21:15:00,6.84,4047548,0,8254,6.84,0,17,6,9,236,236,236
000017400798,0703235203,1.75683E+12,LP,2025-09-02,21:00:00,9.84,4047546,0,8254,9.9,0,17,9,11,235,235,235
000017400798,0703235203,1.75683E+12,LP,2025-09-02,20:45:00,24.54,4047544,0,8254,24.7,0,24,16,7,238,239,239
000017400798,0703235203,1.75683E+12,LP,2025-09-02,20:30:00,63.64,4047537,0,8254,63.9,0,79,72,57,237,237,237
000017400798,0703235203,1.75682E+12,LP,2025-09-02,20:15:00,74.7,4047521,0,8254,75,0,115,94,75,239,239,240
000017400798,0703235203,1.75682E+12,LP,2025-09-02,20:00:00,78.2,4047503,0,8254,78.5,0,129,108,86,238,238,239
000017400798,0703235203,1.75682E+12,LP,2025-09-02,19:45:00,78.84,4047483,0,8254,79.14,0,130,115,94,240,241,242
000017400798,0703235203,1.75682E+12,LP,2025-09-02,19:30:00,81.2,4047464,0,8254,81.44,0,136,121,93,240,240,241
000017400798,0703235203,1.75682E+12,LP,2025-09-02,19:15:00,83.24,4047443,0,8254,83.64,0,147,122,97,239,240,240
000017400798,0703235203,1.75682E+12,LP,2025-09-02,19:00:00,88.5,4047422,0,8254,91.34,0,141,109,95,239,239,239
000017400798,0703235203,1.75682E+12,LP,2025-09-02,18:45:00,97.1,4047400,0,8254,109.1,0,176,157,133,237,238,238
000017400798,0703235203,1.75682E+12,LP,2025-09-02,18:30:00,190.14,4047376,0,8254,209.9,0,384,358,342,236,237,237
000017400798,0703235203,1.75682E+12,LP,2025-09-02,18:15:00,187.3,4047328,0,8254,206.04,0,305,272,261,237,237,237
000017400798,0703235203,1.75682E+12,LP,2025-09-02,18:00:00,172.5,4047282,0,8254,193.44,0,281,265,247,236,236,236
000017400798,0703235203,1.75682E+12,LP,2025-09-02,17:45:00,171.8,4047239,0,8254,188.7,0,278,262,253,236,237,237
000017400798,0703235203,1.75681E+12,LP,2025-09-02,17:30:00,162.04,4047196,0,8254,181.2,0,276,266,243,235,236,236
000017400798,0703235203,1.75681E+12,LP,2025-09-02,17:15:00,151.14,4047155,0,8254,179.74,0,297,296,267,237,238,238
000017400798,0703235203,1.75681E+12,LP,2025-09-02,17:00:00,133.34,4047117,0,8254,160.3,0,252,226,211,236,236,236
000017400798,0703235203,1.75681E+12,LP,2025-09-02,16:45:00,121.24,4047084,0,8254,148.44,0,227,210,195,235,236,236
000017400798,0703235203,1.75681E+12,LP,2025-09-02,16:30:00,104.54,4047054,0,8254,144.2,0,280,267,244,235,236,236
000017400798,0703235203,1.75681E+12,LP,2025-09-02,16:15:00,113.3,4047028,0,8254,154.54,0,220,203,193,237,237,237
000017400798,0703235203,1.75681E+12,LP,2025-09-02,16:00:00,116.5,4046999,0,8254,158.94,0,250,224,215,236,237,237
000017400798,0703235203,1.75681E+12,LP,2025-09-02,15:45:00,52.6,4046970,0.3,8254,159.2,4.04,287,260,252,239,240,240
000017400798,0703235203,1.75681E+12,LP,2025-09-02,15:30:00,32.24,4046957,1.94,8254,80.34,17.9,98,88,102,233,233,234
000017400798,0703235203,1.75681E+12,LP,2025-09-02,15:15:00,30.14,4046949,2.74,8254,72.7,24.6,140,131,137,235,235,235
000017400798,0703235203,1.75681E+12,LP,2025-09-02,15:00:00,41.4,4046941,10.64,8253,62.54,46.4,169,162,151,234,235,235
000017400798,0703235203,1.7568E+12,LP,2025-09-02,14:45:00,24.74,4046931,20.8,8251,49.1,74.9,169,168,183,235,236,236
000017400798,0703235203,1.7568E+12,LP,2025-09-02,14:30:00,38.14,4046925,14.94,8245,59.7,50.14,190,187,198,236,236,236
000017400798,0703235203,1.7568E+12,LP,2025-09-02,14:15:00,26.54,4046915,25.74,8242,43,69.6,147,143,156,234,234,234
000017400798,0703235203,1.7568E+12,LP,2025-09-02,14:00:00,2.1,4046909,38.2,8235,10.2,115.1,220,192,180,235,236,235
000017400798,0703235203,1.7568E+12,LP,2025-09-02,13:45:00,17.7,4046908,28.74,8226,38.2,97.9,176,162,157,236,237,236
000017400798,0703235203,1.7568E+12,LP,2025-09-02,13:30:00,15.04,4046904,28.64,8218,33.94,103.64,201,196,211,237,237,237
000017400798,0703235203,1.7568E+12,LP,2025-09-02,13:15:00,8.94,4046900,25.14,8211,28.7,105,180,170,171,236,237,237
000017400798,0703235203,1.7568E+12,LP,2025-09-02,13:00:00,12.74,4046898,28.44,8205,24.9,100.14,186,185,200,236,237,236
000017400798,0703235203,1.7568E+12,LP,2025-09-02,12:45:00,7.5,4046894,28.84,8198,24.44,115.74,172,172,187,235,236,236
000017400798,0703235203,1.7568E+12,LP,2025-09-02,12:30:00,39.1,4046893,2.64,8191,121.94,25.4,204,196,203,237,238,238
000017400798,0703235203,1.7568E+12,LP,2025-09-02,12:15:00,20.94,4046883,10.1,8190,65.54,62.94,203,197,200,238,239,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,12:00:00,27.5,4046878,22.7,8187,57.6,52.14,158,151,148,234,235,234
000017400798,0703235203,1.75679E+12,LP,2025-09-02,11:45:00,25.84,4046871,26.7,8182,60.24,77.8,158,152,163,235,236,236
000017400798,0703235203,1.75679E+12,LP,2025-09-02,11:30:00,50.14,4046864,15.04,8175,88.4,61.9,228,224,235,237,238,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,11:15:00,71.84,4046852,3.84,8171,127.44,15.54,249,247,232,238,238,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,11:00:00,22.9,4046834,14.44,8170,74.74,87.74,247,242,257,238,239,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,10:45:00,29.44,4046828,10.14,8167,63.24,67.14,226,218,224,237,238,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,10:30:00,68.2,4046821,1.84,8164,137.94,13.6,256,252,246,235,236,236
000017400798,0703235203,1.75679E+12,LP,2025-09-02,10:15:00,82.9,4046804,0,8164,157.64,0,213,204,204,238,238,238
000017400798,0703235203,1.75679E+12,LP,2025-09-02,10:00:00,30.3,4046783,5.44,8164,85.7,49.8,202,199,196,237,238,237
000017400798,0703235203,1.75679E+12,LP,2025-09-02,09:45:00,48.3,4046775,0.5,8162,116.54,8.9,185,173,177,237,237,236
000017400798,0703235203,1.75679E+12,LP,2025-09-02,09:30:00,96.34,4046763,0,8162,151.94,0,243,221,220,234,235,235
000017400798,0703235203,1.75678E+12,LP,2025-09-02,09:15:00,74.8,4046739,8.8,8162,106.5,18.34,296,297,292,235,236,236
000017400798,0703235203,1.75678E+12,LP,2025-09-02,09:00:00,10.9,4046720,25.1,8160,40.74,34.7,116,97,92,237,237,237
000017400798,0703235203,1.75678E+12,LP,2025-09-02,08:45:00,0,4046718,68.04,8154,0.34,97.4,135,143,159,235,236,236
000017400798,0703235203,1.75678E+12,LP,2025-09-02,08:30:00,0,4046718,84,8137,0,121.5,86,79,84,237,237,237
000017400798,0703235203,1.75678E+12,LP,2025-09-02,08:15:00,0,4046718,78.84,8116,0,94.84,155,153,156,236,237,237
000017400798,0703235203,1.75678E+12,LP,2025-09-02,08:00:00,0,4046718,61.14,8096,0,86.64,88,86,87,236,236,236
000017400798,0703235203,1.75678E+12,LP,2025-09-02,07:45:00,0,4046718,47.3,8081,0,85.7,130,129,127,237,237,237
000017400798,0703235203,1.75678E+12,LP,2025-09-02,07:30:00,0,4046718,31,8069,0,85.8,130,127,126,238,238,238
000017400798,0703235203,1.75678E+12,LP,2025-09-02,07:15:00,0,4046718,17.94,8061,0,86.54,121,118,118,238,238,238
000017400798,0703235203,1.75678E+12,LP,2025-09-02,07:00:00,0,4046718,8.24,8057,0,66.1,113,107,108,238,239,239
000017400798,0703235203,1.75678E+12,LP,2025-09-02,06:45:00,0.34,4046718,1.44,8055,18.1,32.3,85,80,82,237,238,238
000017400798,0703235203,1.75677E+12,LP,2025-09-02,06:30:00,5.1,4046718,0,8054,26.54,0,57,51,53,237,237,237
000017400798,0703235203,1.75677E+12,LP,2025-09-02,06:15:00,6.14,4046716,0,8054,13.8,0,36,29,31,236,237,237
000017400798,0703235203,1.75677E+12,LP,2025-09-02,06:00:00,5.54,4046715,0,8054,6.64,0,14,8,10,237,237,238
000017400798,0703235203,1.75677E+12,LP,2025-09-02,05:45:00,5.84,4046713,0,8054,7.14,0,12,8,5,238,238,238
000017400798,0703235203,1.75677E+12,LP,2025-09-02,05:30:00,6,4046712,0,8054,7.7,0,13,9,6,239,239,239
000017400798,0703235203,1.75677E+12,LP,2025-09-02,05:15:00,9.54,4046710,0,8054,11.54,0,20,16,13,237,237,237
000017400798,0703235203,1.75677E+12,LP,2025-09-02,05:00:00,8.14,4046708,0,8054,9.34,0,20,9,6,238,238,238
000017400798,0703235203,1.75677E+12,LP,2025-09-02,04:45:00,7.3,4046706,0,8054,8.24,0,22,9,6,238,239,239
000017400798,0703235203,1.75677E+12,LP,2025-09-02,04:30:00,7,4046704,0,8054,7.44,0,17,8,5,238,239,239
000017400798,0703235203,1.75677E+12,LP,2025-09-02,04:15:00,7,4046702,0,8054,7.34,0,16,7,4,236,236,236
000017400798,0703235203,1.75677E+12,LP,2025-09-02,04:00:00,7.14,4046701,0,8054,7.8,0,16,7,4,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,03:45:00,7.84,4046699,0,8054,9,0,20,9,6,236,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,03:30:00,7.4,4046697,0,8054,8.44,0,20,8,6,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,03:15:00,7.7,4046695,0,8054,8.8,0,18,9,6,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,03:00:00,7.94,4046693,0,8054,9.14,0,18,9,12,239,240,240
000017400798,0703235203,1.75676E+12,LP,2025-09-02,02:45:00,7.54,4046691,0,8054,8.1,0,21,8,11,239,240,239
000017400798,0703235203,1.75676E+12,LP,2025-09-02,02:30:00,9.44,4046689,0,8054,10.64,0,18,7,10,238,239,239
000017400798,0703235203,1.75676E+12,LP,2025-09-02,02:15:00,7.64,4046687,0,8054,8.14,0,17,7,11,238,238,238
000017400798,0703235203,1.75676E+12,LP,2025-09-02,02:00:00,7.9,4046685,0,8054,9,0,17,8,11,237,238,238
000017400798,0703235203,1.75676E+12,LP,2025-09-02,01:45:00,7.5,4046683,0,8054,8.7,0,19,9,12,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,01:30:00,8.14,4046681,0,8054,9.3,0,19,8,6,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,01:15:00,8.6,4046679,0,8054,9.8,0,21,10,8,237,237,237
000017400798,0703235203,1.75676E+12,LP,2025-09-02,01:00:00,7.64,4046677,0,8054,8.5,0,26,9,6,236,236,236
000017400798,0703235203,1.75675E+12,LP,2025-09-02,00:45:00,7.34,4046675,0,8054,7.74,0,20,7,4,239,239,239
000017400798,0703235203,1.75675E+12,LP,2025-09-02,00:30:00,7.7,4046673,0,8054,8.4,0,17,7,11,241,242,242
000017400798,0703235203,1.75675E+12,LP,2025-09-02,00:15:00,8.1,4046671,0,8054,8.94,0,19,8,12,241,241,241
000017400798,0703235203,1.75675E+12,LP,2025-09-02,00:00:00,10.44,4046669,0,8054,12.54,0,20,9,7,240,240,240
000017400798,0703235203,1.75675E+12,LP,2025-09-01,23:45:00,8.5,4046667,0,8054,9.7,0,20,9,8,239,239,240
000017400798,0703235203,1.75675E+12,LP,2025-09-01,23:30:00,8.4,4046665,0,8054,9.14,0,20,9,7,238,238,238
000017400798,0703235203,1.75675E+12,LP,2025-09-01,23:15:00,7.9,4046662,0,8054,8.74,0,19,16,6,237,237,238
000017400798,0703235203,1.75675E+12,LP,2025-09-01,23:00:00,9.8,4046660,0,8054,10.54,0,19,8,7,240,240,240
000017400798,0703235203,1.75675E+12,LP,2025-09-01,22:45:00,8.24,4046658,0,8054,9.44,0,20,9,13,241,241,241
000017400798,0703235203,1.75675E+12,LP,2025-09-01,22:30:00,9.74,4046656,0,8054,10.74,0,20,9,14,239,240,240
000017400798,0703235203,1.75675E+12,LP,2025-09-01,22:15:00,11.3,4046654,0,8054,13.14,0,31,9,14,238,239,239
000017400798,0703235203,1.75674E+12,LP,2025-09-01,22:00:00,8.2,4046651,0,8054,8.9,0,20,8,13,238,238,239
000017400798,0703235203,1.75674E+12,LP,2025-09-01,21:45:00,8,4046649,0,8054,8.7,0,19,9,7,238,238,239
000017400798,0703235203,1.75674E+12,LP,2025-09-01,21:30:00,8.6,4046647,0,8054,9.34,0,19,8,6,237,238,238
000017400798,0703235203,1.75674E+12,LP,2025-09-01,21:15:00,7.9,4046645,0,8054,8.64,0,19,8,6,237,237,238
000017400798,0703235203,1.75674E+12,LP,2025-09-01,21:00:00,10.44,4046643,0,8054,10.94,0,21,8,13,236,236,236
000017400798,0703235203,1.75674E+12,LP,2025-09-01,20:45:00,29.5,4046640,0,8054,29.7,0,26,19,17,239,239,239
000017400798,0703235203,1.75674E+12,LP,2025-09-01,20:30:00,55.84,4046633,0,8054,56.1,0,62,67,49,238,238,238
000017400798,0703235203,1.75674E+12,LP,2025-09-01,20:15:00,77.6,4046619,0,8054,77.8,0,128,114,91,237,237,238
000017400798,0703235203,1.75674E+12,LP,2025-09-01,20:00:00,79.3,4046599,0,8054,79.54,0,130,109,91,239,240,240
000017400798,0703235203,1.75674E+12,LP,2025-09-01,19:45:00,80.54,4046579,0,8054,80.74,0,131,112,97,238,239,239
000017400798,0703235203,1.75674E+12,LP,2025-09-01,19:30:00,84.2,4046559,0,8054,84.5,0,162,117,104,238,238,238
000017400798,0703235203,1.75673E+12,LP,2025-09-01,19:15:00,84,4046538,0,8054,84.44,0,142,111,92,240,241,241
000017400798,0703235203,1.75673E+12,LP,2025-09-01,19:00:00,177.64,4046517,0,8054,186.7,0,142,124,97,239,239,240
000017400798,0703235203,1.75673E+12,LP,2025-09-01,18:45:00,182.9,4046473,0,8054,196.1,0,343,328,315,234,235,235
000017400798,0703235203,1.75673E+12,LP,2025-09-01,18:30:00,184.64,4046427,0,8054,199.44,0,302,295,276,235,235,236
000017400798,0703235203,1.75673E+12,LP,2025-09-01,18:15:00,176.04,4046381,0,8054,194.8,0,295,255,242,235,236,236
000017400798,0703235203,1.75673E+12,LP,2025-09-01,18:00:00,162.84,4046337,0,8054,181.6,0,351,332,311,236,237,237
000017400798,0703235203,1.75673E+12,LP,2025-09-01,17:45:00,152.3,4046296,0,8054,165.84,0,281,256,239,234,235,235
000017400798,0703235203,1.75673E+12,LP,2025-09-01,17:30:00,137.24,4046258,0,8054,159.54,0,221,205,198,234,234,234
000017400798,0703235203,1.75673E+12,LP,2025-09-01,17:15:00,124.6,4046224,0,8054,150.84,0,227,226,208,236,236,236
000017400798,0703235203,1.75673E+12,LP,2025-09-01,17:00:00,114.2,4046193,0,8054,139.64,0,226,205,189,235,235,235
000017400798,0703235203,1.75673E+12,LP,2025-09-01,16:45:00,97.1,4046164,0,8054,131.64,0,261,235,220,234,235,235
000017400798,0703235203,1.75672E+12,LP,2025-09-01,16:30:00,77.04,4046140,0,8054,120,0,186,181,171,235,236,236
000017400798,0703235203,1.75672E+12,LP,2025-09-01,16:15:00,73.64,4046121,0,8054,114.14,0,143,128,126,234,235,234
000017400798,0703235203,1.75672E+12,LP,2025-09-01,16:00:00,70.44,4046102,0.14,8054,119,3.44,170,162,161,235,235,235
000017400798,0703235203,1.75672E+12,LP,2025-09-01,15:45:00,61.24,4046084,0.04,8054,121.44,2.7,164,155,163,236,236,236
000017400798,0703235203,1.75672E+12,LP,2025-09-01,15:30:00,65.14,4046069,0.24,8054,112.54,5.1,159,143,151,235,236,236
000017400798,0703235203,1.75672E+12,LP,2025-09-01,15:15:00,27.1,4046053,8.44,8054,79.6,60.74,173,167,172,236,237,236
000017400798,0703235203,1.75672E+12,LP,2025-09-01,15:00:00,56.3,4046046,5.5,8052,100.14,13.5,220,205,206,237,238,238
000017400798,0703235203,1.75672E+12,LP,2025-09-01,14:45:00,64.94,4046032,4.94,8051,95.5,14.04,133,125,129,234,235,235
000017400798,0703235203,1.75672E+12,LP,2025-09-01,14:30:00,50.54,4046016,15,8049,77.8,32.04,166,145,141,234,235,234
000017400798,0703235203,1.75672E+12,LP,2025-09-01,14:15:00,30.9,4046003,27.2,8046,49.2,57.9,154,161,175,234,234,234
000017400798,0703235203,1.75672E+12,LP,2025-09-01,14:00:00,50.34,4045995,22.3,8039,68.54,49.44,163,162,176,234,235,235
000017400798,0703235203,1.75671E+12,LP,2025-09-01,13:45:00,32.44,4045983,35.2,8033,51,78.14,167,166,180,234,235,235
000017400798,0703235203,1.75671E+12,LP,2025-09-01,13:30:00,55.1,4045975,22.2,8025,75.54,58.74,214,216,228,235,236,236
000017400798,0703235203,1.75671E+12,LP,2025-09-01,13:15:00,61.04,4045961,12.4,8019,106.04,39.8,273,246,232,235,236,235
000017400798,0703235203,1.75671E+12,LP,2025-09-01,13:00:00,33.44,4045946,30.7,8016,66.8,95,241,245,259,238,238,238
000017400798,0703235203,1.75671E+12,LP,2025-09-01,12:45:00,45.6,4045937,23.9,8008,89.84,72.2,243,226,224,237,237,237
000017400798,0703235203,1.75671E+12,LP,2025-09-01,12:30:00,42.1,4045926,25.14,8002,85.64,66.84,224,228,243,237,237,237
000017400798,0703235203,1.75671E+12,LP,2025-09-01,12:15:00,36.9,4045915,20.74,7996,80.54,69.9,268,261,251,236,237,237
000017400798,0703235203,1.75671E+12,LP,2025-09-01,12:00:00,30.14,4045906,30.34,7991,60.8,92.14,239,211,206,236,237,237
000017400798,0703235203,1.75671E+12,LP,2025-09-01,11:45:00,32.34,4045899,30.24,7983,63.84,93.5,178,169,176,236,237,237
000017400798,0703235203,1.75671E+12,LP,2025-09-01,11:30:00,21.44,4045891,33.74,7976,46.44,114.5,234,226,225,237,238,238
000017400798,0703235203,1.75671E+12,LP,2025-09-01,11:15:00,33.94,4045885,30.94,7967,58.9,73.84,237,226,218,237,238,238
000017400798,0703235203,1.7567E+12,LP,2025-09-01,11:00:00,53.14,4045877,15.44,7959,86.14,43.4,151,141,144,235,235,235
000017400798,0703235203,1.7567E+12,LP,2025-09-01,10:45:00,33.8,4045863,20.84,7956,57.14,74.1,205,197,186,235,236,236
