SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),IMPORT_KVARH (kvarh),EXPORT_KVARH (kvarh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V),POWER_FACTOR,INST._IMPORT_KW (kW),INST._EXPORT_KW (kW),INST._IMPORT_KVA (kVA),INST._EXPORT_KVA (kVA)
000020306791,0706323805,1.75236E+12,LP,2025-07-13,03:15:00,0.3077,14516.408,0,6817.046,3282.481,628.508,0.3383,0,0.506,0.082,0.884,224.6001,238.7001,231.4,0.909,,,,
000020306791,0706323805,1.75236E+12,LP,2025-07-13,03:00:00,0.4368,14516.313,0,6817.046,3282.4701,628.501,0.5038,0,1.217,0.083,0.899,225.7001,244.4,232.1001,0.866,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,02:45:00,0.3212,14516.2,0,6817.046,3282.457,628.497,0.3533,0,0.518,0.083,0.918,228.3,242.7001,233.7001,0.909,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,02:30:00,0.3145,14516.12,0,6817.046,3282.457,628.482,0.3486,0,0.512,0.083,0.917,225.3,244.7001,231.8,0.901,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,02:15:00,0.3128,14516.039,0,6817.046,3282.457,628.467,0.346,0,0.52,0.083,0.911,224.5,244.3,228.7001,0.904,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,02:00:00,0.5294,14515.918,0,6817.046,3282.447,628.46,0.59,0,1.422,0.083,1.106,221.1001,242.9,230.6001,0.897,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,01:45:00,0.4858,14515.763,0,6817.046,3282.426,628.46,0.5554,0,1.258,0.083,1.112,221.8,242.7001,229.8,0.874,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,01:30:00,0.492,14515.64,0,6817.046,3282.409,628.46,0.5619,0,1.262,0.083,1.113,223,244.6001,233.3,0.875,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,01:15:00,1.102,14515.441,0,6817.046,3282.382,628.46,1.1795,0,3.724,0.083,1.3961,224.3,242.9,231.7001,0.934,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,01:00:00,0.5775,14515.281,0,6817.046,3282.3651,628.46,0.6495,0,1.555,0.083,1.226,221.4,242.4,232.1001,0.889,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,00:45:00,0.5639,14515.132,0,6817.046,3282.35,628.46,0.637,0,1.491,0.083,1.228,220.9,243.8,233.6001,0.885,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,00:30:00,1.2588,14514.928,0,6817.046,3282.324,628.46,1.3327,0,4.686,0.083,1.2771,217,243.6001,231,0.9441,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,00:15:00,1.2565,14514.566,0,6817.046,3282.277,628.46,1.3233,0,4.806,0.083,1.036,221.9,241.7001,227.7001,0.9491,,,,
000020306791,0706323805,1.75235E+12,LP,2025-07-13,00:00:00,1.2982,14514.286,0,6817.046,3282.224,628.46,1.3852,0,4.948,0.084,1.064,226.1001,246.9,230.6001,0.937,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,23:45:00,1.3574,14513.909,0,6817.046,3282.164,628.46,1.4425,0,5.067,0.083,1.296,221.5,244.6001,230.8,0.9411,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,23:30:00,1.3345,14513.314,0,6817.046,3282.031,628.46,1.4189,0,4.8,0.083,1.496,218.7001,244,232.6001,0.9401,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,23:15:00,1.4577,14512.956,0,6817.046,3282.001,628.46,1.5453,0,5.079,0.083,1.78,219.4,243.7001,230.5,0.9431,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,23:00:00,1.4649,14512.579,0,6817.046,3281.9591,628.46,1.5547,0,5.124,0.082,1.82,218.6001,242.3,227.3,0.9421,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,22:45:00,1.4757,14512.208,0,6817.046,3281.924,628.46,1.5713,0,5.077,0.082,1.875,221.5,241.5,227.1001,0.9391,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,22:30:00,1.5442,14511.804,0,6817.046,3281.888,628.46,1.625,0,5.402,0.083,1.847,217.3,242.4,233,0.9501,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,22:15:00,1.55,14511.43,0,6817.046,3281.8741,628.455,1.6355,0,5.321,0.083,1.877,222.1001,239.4,230.7001,0.9471,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,22:00:00,1.5317,14511.027,0,6817.046,3281.838,628.455,1.6275,0,5.22,0.083,1.9041,224,240.1001,229.7001,0.9411,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,21:45:00,1.4689,14510.61,0,6817.046,3281.788,628.455,1.5649,0,5.106,0.083,1.768,224.8,241.4,224.1001,0.9381,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,21:30:00,1.4477,14510.174,0,6817.046,3281.741,628.455,1.567,0,5.04,0.084,1.794,227,243.7001,223.9,0.923,,,,
000020306791,0706323805,1.75234E+12,LP,2025-07-12,21:15:00,1.1934,14509.886,0,6817.046,3281.703,628.455,1.2497,0,3.896,0.083,1.686,215.2001,243.5,231.6001,0.9541,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,21:00:00,0.7079,14509.674,0,6817.046,3281.676,628.455,0.7697,0,1.6321,0.248,1.482,226.1001,240.9,229.7001,0.919,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,20:45:00,2.5013,14509.37,0,6817.046,3281.631,628.4491,2.5394,0,3.399,0.247,7.564,223.5,240.9,227.3,0.985,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,20:30:00,2.0467,14508.721,0,6817.046,3281.61,628.423,2.0851,0,1.635,0.252,7.311,222.8,242.4,226.9,0.981,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,20:15:00,2.0669,14508.213,0,6817.046,3281.61,628.38,2.1046,0,1.6361,0.247,7.409,224,240.9,226.5,0.982,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,20:00:00,3.1779,14507.6121,0,6817.046,3281.609,628.356,3.2204,0,6.822,0.248,7.36,218.7001,241.6001,226.5,0.986,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,19:45:00,2.7454,14506.9341,0,6817.046,3281.609,628.348,2.7858,0,4.678,0.266,7.4031,221.6001,247.3,227.2001,0.985,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,19:30:00,2.1206,14506.224,0,6817.046,3281.607,628.344,2.1699,0,1.596,0.26,7.861,224.7001,245,222.2001,0.977,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,19:15:00,1.8818,14505.739,0,6817.046,3281.607,628.313,1.9292,0,0.883,0.263,7.3581,223.7001,245.8,226.5,0.975,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,19:00:00,0.6514,14505.578,0,6817.046,3281.6041,628.295,0.7243,0,1.37,0.243,1.5291,229.7001,238.3,229.8,0.899,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,18:45:00,0.6618,14505.411,0,6817.046,3281.592,628.295,0.7958,0,1.3801,0.5671,1.538,229.8,233.5,224.7001,0.8311,,,,
000020306791,0706323805,1.75233E+12,LP,2025-07-12,18:30:00,0.5685,14505.2111,0,6817.046,3281.5861,628.282,0.7255,0,1.111,0.461,1.599,231.6001,238.5,223.6001,0.783,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,18:15:00,0.5312,14504.949,0,6817.046,3281.5841,628.249,0.6943,0,1.467,0.451,1.069,231.8,242.3,228.7001,0.765,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,18:00:00,0.3678,14504.8271,0,6817.046,3281.5661,628.249,0.648,0,1.614,-0.583,0.549,235.5,241.9,230.2001,0.5671,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,17:45:00,0.0354,14504.7101,0,6817.046,3281.5261,628.247,0.4805,0,0.937,-0.847,0.2391,235.7001,241.3,228.8,0.073,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,17:30:00,0.0973,14504.643,0,6817.046,3281.524,628.2331,0.6721,0,0.878,-1.07,0.882,238.6001,242,230.5,0.1441,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,17:15:00,0.0889,14504.5681,0,6817.046,3281.505,628.2331,0.7263,0,1.139,-1.225,0.718,235.5,238.3,230.6001,0.122,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,17:00:00,0,14504.5051,-0.2513,6817.046,3281.448,628.2331,0,-1.2904,1.212,-3.075,1.044,240,240.9,238.4,-0.194,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,16:45:00,0,14504.489,-0.1653,6816.9981,3281.434,628.226,0,-1.1002,1.17,-2.591,0.872,232.3,239.4,237.8,-0.15,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,16:30:00,0.3995,14504.295,0,6816.993,3281.3831,628.225,2.3759,0,5.166,-3.944,0.963,228.1001,244.2001,242.6001,0.168,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,16:15:00,0.6157,14504.116,0,6816.993,3281.308,628.225,3.0697,0,7.291,-4.827,0.891,228.6001,245.7001,242.5,0.2,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,16:00:00,0.0122,14504.046,0,6816.99,3281.2291,628.225,2.5232,0,4.246,-5.018,1.242,230.8,246.9,244.4,0.004,,,,
000020306791,0706323805,1.75232E+12,LP,2025-07-12,15:45:00,0.3306,14504.028,0,6816.9491,3281.168,628.225,2.9813,0,6.273,-5.281,1.0051,229.9,244.8,244.9,0.11,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,15:30:00,0,14504.024,-0.8439,6816.893,3281.09,628.225,0,-3.3301,4.689,-8.319,0.807,233,244.9,246.5,-0.253,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,15:15:00,0,14504.024,-1.1027,6816.729,3280.997,628.225,0,-3.601,4.7541,-9.583,0.748,235.8,239.7001,243.2001,-0.306,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,15:00:00,0,14504.016,-0.4629,6816.524,3280.9011,628.225,0,-2.7183,4.0601,-6.573,0.841,234.7001,237.7001,240.3,-0.17,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,14:45:00,0,14504.016,-1.6906,6816.2261,3280.849,628.225,0,-4.096,4.0921,-11.927,1.018,239.5,240,247.3,-0.412,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,14:30:00,0,14504.016,-0.5468,6816.017,3280.7781,628.225,0,-3.0834,4.743,-7.525,0.81,233.7001,236.1001,242.9,-0.177,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,14:15:00,0,14503.9341,-0.2743,6815.924,3280.7091,628.225,0,-2.8756,5.1161,-6.531,0.596,233,236.1001,236.3,-0.095,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,14:00:00,0,14503.849,-0.3341,6815.8691,3280.623,628.225,0,-3.2081,5.46,-7.255,0.845,235.2001,237.4,236.6001,-0.104,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,13:45:00,0,14503.849,-0.8322,6815.667,3280.534,628.225,0,-3.6915,5.3741,-9.28,0.881,234.8,238.9,240.5,-0.225,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,13:30:00,0,14503.8351,-0.7562,6815.598,3280.445,628.225,0,-3.6517,5.44,-9.004,0.841,237.5,239.3,242.1001,-0.207,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,13:15:00,0,14503.824,-0.9934,6815.521,3280.377,628.225,0,-5.978,9.496,-14.377,0.895,240.3,241.1001,254.5,-0.166,,,,
000020306791,0706323805,1.75231E+12,LP,2025-07-12,13:00:00,0,14503.824,-3.117,6814.961,3280.32,628.225,0,-4.3415,1.7711,-14.889,0.767,246.1001,249,256.8,-0.717,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,12:45:00,0,14503.824,-1.0695,6814.554,3280.2671,628.225,0,-3.1738,3.94,-8.437,0.588,241.9,246,246.3,-0.336,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,12:30:00,0,14503.824,-2.5272,6814.121,3280.192,628.225,0,-4.8035,3.8201,-14.34,1.096,246,250.5,247.2001,-0.526,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,12:15:00,0,14503.824,-3.8617,6813.42,3280.143,628.225,0,-4.4662,0.431,-16.5,0.859,250.2001,251,250.2001,-0.864,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,12:00:00,0,14503.824,-1.0983,6812.904,3280.103,628.221,0,-4.3328,6.312,-10.668,0.7001,239.6001,247.7001,251.6001,-0.253,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,11:45:00,0,14503.824,-1.6195,6812.6631,3280.018,628.221,0,-4.1953,4.853,-11.385,0.802,241.2001,248.3,246.2001,-0.386,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,11:30:00,0,14503.824,-0.9781,6812.2301,3279.888,628.221,0,-5.7357,9.2131,-13.236,0.877,238.2001,250.6001,253.7001,-0.17,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,11:15:00,0,14503.824,-2.2657,6811.7301,3279.8071,628.221,0,-4.4616,3.966,-13.346,0.773,241.1001,247.7001,256.6,-0.507,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,11:00:00,0,14503.821,-1.9017,6811.349,3279.707,628.221,0,-4.8238,5.064,-13.275,1.1501,242.3,249.2001,249.6001,-0.394,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,10:45:00,0,14503.821,-1.8255,6811.035,3279.589,628.221,0,-4.6892,4.464,-12.998,1.538,243.2001,247.6001,249.5,-0.389,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,10:30:00,0,14503.821,-1.076,6810.673,3279.509,628.221,0,-4.5789,6.72,-11.177,0.863,241.2001,247.8,244.3,-0.228,,,,
000020306791,0706323805,1.7523E+12,LP,2025-07-12,10:15:00,0,14503.821,-1.5343,6810.2661,3279.404,628.221,0,-4.5744,5.11,-12.069,1.393,243,247.1001,250.3,-0.335,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,10:00:00,0,14503.794,-0.367,6810.116,3279.312,628.221,0,-3.2822,5.008,-7.378,1.315,236.9,240.1001,246.2001,-0.111,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,09:45:00,0.0795,14503.735,0,6810.0921,3279.208,628.221,2.7721,0,4.9911,-5.377,1.379,226.1001,243,243.9,0.028,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,09:30:00,0,14503.659,-0.0341,6809.991,3279.0951,628.221,0,-3.8168,7.488,-7.644,0.759,235.6001,243.7001,248.4,-0.008,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,09:15:00,0.1992,14503.502,0,6809.9711,3278.98,628.221,2.1059,0,4.18,-3.846,0.837,235.7001,239.4,238.1001,0.094,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,09:00:00,0.0596,14503.417,0,6809.962,3278.924,628.221,2.4106,0,4.859,-4.814,0.616,227.9,239,245.5,0.024,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,08:45:00,0.6405,14503.378,0,6809.941,3278.881,628.221,2.9323,0,7.087,-4.669,0.879,226.6001,238.7001,239.8,0.218,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,08:30:00,0.817,14503.223,0,6809.9401,3278.829,628.221,3.3822,0,4.183,-5.153,4.8871,235.8,243.5,233.2001,0.241,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,08:15:00,0,14503.12,-0.4617,6809.9311,3278.797,628.215,0,-1.9446,0.704,-4.739,2.656,228.9,240.2001,242.6001,-0.237,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,08:00:00,1.501,14502.977,0,6809.858,3278.7871,628.207,2.6049,0,3.599,-2.18,5.505,233.2001,239,225.9,0.5761,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,07:45:00,0,14502.923,-0.5562,6809.836,3278.721,628.207,0,-2.2371,2.863,-5.664,0.836,234.4,241.6001,235.3,-0.248,,,,
000020306791,0706323805,1.75229E+12,LP,2025-07-12,07:30:00,0,14502.696,-0.2577,6809.8,3278.714,628.1991,0,-0.8342,0.521,-2.213,0.791,237.2001,239.1001,228.7001,-0.308,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,07:15:00,0,14502.48,-0.1906,6809.781,3278.714,628.179,0,-0.8533,0.553,-2.114,0.935,235.4,238.8,232.6001,-0.223,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,07:00:00,1.674,14502.252,0,6809.777,3278.7111,628.157,2.5077,0,2.795,-1.684,6.36,233.5,240.7001,227.8,0.667,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,06:45:00,0.708,14502.054,0,6809.777,3278.686,628.149,1.3002,0,3.475,-1.108,0.982,232.2001,237.7001,233.4,0.544,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,06:30:00,0.3531,14501.8981,0,6809.777,3278.628,628.149,0.6471,0,1.224,-0.589,0.9441,235.7001,239.7001,230,0.545,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,06:15:00,0.4691,14501.796,0,6809.777,3278.601,628.149,0.6163,0,1.226,0.419,0.996,234.4,240.7001,228.5,0.761,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,06:00:00,0.5549,14501.672,0,6809.777,3278.572,628.149,0.6336,0,1.278,0.258,1.19,232.8,243.2001,229.3,0.875,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,05:45:00,0.5165,14501.539,0,6809.777,3278.536,628.149,0.592,0,1.284,0.255,1.035,228.9,240.9,228.5,0.872,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,05:30:00,0.4803,14501.419,0,6809.777,3278.502,628.149,0.5519,0,1.283,0.083,1.033,229.6001,240.8,229.1001,0.87,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,05:15:00,0.4778,14501.243,0,6809.777,3278.463,628.149,0.5488,0,1.2671,0.083,1.04,227,243.2001,231.2001,0.87,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,05:00:00,0.4666,14501.071,0,6809.777,3278.426,628.149,0.5368,0,1.232,0.083,1.01,230,243,230.6001,0.869,,,,
000020306791,0706323805,1.75228E+12,LP,2025-07-12,04:45:00,0.356,14500.9791,0,6809.777,3278.424,628.1371,0.3838,0,0.544,0.084,1.018,233.2001,241.5,232.3,0.927,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,04:30:00,0.4791,14500.875,0,6809.777,3278.413,628.131,0.5507,0,1.278,0.083,1.0151,232,241.8,230.2001,0.87,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,04:15:00,0.3578,14500.757,0,6809.777,3278.3921,628.13,0.3859,0,0.55,0.083,1.026,232.4,239.9,231.7001,0.926,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,04:00:00,0.3583,14500.667,0,6809.777,3278.3921,628.116,0.3859,0,0.545,0.082,1.032,233.5,240.2001,231.3,0.928,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,03:45:00,0.485,14500.557,0,6809.777,3278.375,628.113,0.5562,0,1.282,0.083,1.0231,232.1001,239.3,232.9,0.871,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,03:30:00,0.356,14500.447,0,6809.777,3278.36,628.109,0.3832,0,0.549,0.083,1.03,232.5,240.4,228.2001,0.929,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,03:15:00,0.3391,14500.356,0,6809.777,3278.359,628.097,0.364,0,0.552,0.083,0.9461,227.9,241,230.3,0.931,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,03:00:00,0.5051,14500.231,0,6809.777,3278.338,628.097,0.5864,0,1.27,0.082,1.181,232.3,239,229.7001,0.861,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,02:45:00,0.3854,14500.1221,0,6809.777,3278.33,628.089,0.4213,0,0.554,0.083,1.171,228.2001,238.2001,234.7001,0.914,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,02:30:00,0.5017,14500.018,0,6809.777,3278.3251,628.078,0.5799,0,1.2551,0.083,1.185,229.1001,241.8,229.2001,0.865,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,02:15:00,1.2679,14499.821,0,6809.777,3278.288,628.078,1.3734,0,4.679,0.083,1.194,230.2001,239.4,230.8,0.923,,,,
000020306791,0706323805,1.75227E+12,LP,2025-07-12,02:00:00,1.7099,14499.503,0,6809.777,3278.254,628.078,1.7799,0,6.558,0.084,1.221,224.9,241.2001,232.9,0.96,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,01:45:00,1.284,14499.163,0,6809.777,3278.207,628.078,1.3898,0,4.7011,0.083,1.272,229,239.9,230,0.923,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,01:30:00,1.3535,14498.8351,0,6809.777,3278.148,628.078,1.4762,0,4.67,0.083,1.693,228,240.5,230.8,0.916,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,01:15:00,1.139,14498.539,0,6809.777,3278.121,628.078,1.2012,0,3.997,0.083,1.23,224.1001,239.7001,231.8,0.9481,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,01:00:00,1.3422,14498.215,0,6809.777,3278.072,628.078,1.416,0,4.707,0.083,1.417,227.3,240.3,229.5,0.9471,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,00:45:00,1.2247,14497.887,0,6809.777,3278.02,628.078,1.2672,0,4.022,0.083,1.438,226.7001,245.8,231.8,0.966,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,00:30:00,1.2385,14497.598,0,6809.777,3277.993,628.078,1.317,0,4.694,0.083,1.034,224.6001,244.7001,233.8,0.9401,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,00:15:00,1.2454,14497.286,0,6809.777,3277.9301,628.078,1.3255,0,4.706,0.083,1.026,226.2001,241.9,234.5,0.9391,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-12,00:00:00,1.1332,14496.989,0,6809.777,3277.8921,628.078,1.1868,0,4.0521,0.083,1.069,227.2001,244.2001,229.4,0.9541,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-11,23:45:00,1.8034,14496.6661,0,6809.777,3277.8341,628.078,1.9055,0,7.05,0.083,1.297,225,242.9,230.1001,0.9461,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-11,23:30:00,1.7709,14496.311,0,6809.777,3277.7691,628.078,1.8615,0,7.081,0.084,1.123,223.5,243,229.5,0.9511,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-11,23:15:00,3.648,14496.066,0,6809.777,3277.719,628.078,4.2665,0,3.767,0.084,15.705,227.7001,247,215.6001,0.855,,,,
000020306791,0706323805,1.75226E+12,LP,2025-07-11,23:00:00,0.6134,14495.712,0,6809.777,3277.614,628.078,0.6906,0,1.425,0.082,1.547,227.9,240.1001,223.6001,0.888,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,22:45:00,0.671,14495.544,0,6809.777,3277.605,628.078,0.7531,0,1.428,0.083,1.7711,228.9,245.8,228.9,0.891,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,22:30:00,0.666,14495.3891,0,6809.777,3277.6041,628.059,0.7516,0,1.37,0.084,1.824,228.5,244.2001,228.9,0.886,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,22:15:00,1.2098,14495.162,0,6809.777,3277.573,628.059,1.3213,0,3.694,0.083,1.932,234.6001,241.6001,224.7001,0.915,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,22:00:00,1.027,14494.9071,0,6809.777,3277.5481,628.052,1.1013,0,0.852,0.084,3.966,236.5,241.2001,221.6001,0.932,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,21:45:00,1.782,14494.498,0,6809.777,3277.464,628.0501,2.1789,0,7.518,0.083,1.852,231.5,242.8,225.5,0.8171,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,21:30:00,0.4454,14494.3631,0,6809.777,3277.454,628.0501,0.5454,0,1.1341,0.083,1.169,234.6001,244.4,221.1001,0.8161,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,21:15:00,0.3304,14494.271,0,6809.777,3277.448,628.037,0.3882,0,0.404,0.083,1.227,231.4,245.5,223.2001,0.851,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,21:00:00,0.4773,14494.17,0,6809.777,3277.438,628.029,0.5823,0,1.1361,0.084,1.314,235.4,243.3,223.9,0.8191,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,20:45:00,0.4923,14494.043,0,6809.777,3277.417,628.029,0.5917,0,1.1521,0.084,1.359,233.3,245.7001,222.1001,0.8311,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,20:30:00,0.4806,14493.917,0,6809.777,3277.395,628.029,0.5794,0,1.18,0.083,1.256,234.5,244.2001,224.3,0.8291,,,,
000020306791,0706323805,1.75225E+12,LP,2025-07-11,20:15:00,0.4738,14493.785,0,6809.777,3277.366,628.029,0.5714,0,1.224,0.257,1.0151,227.3,244,226.8,0.8291,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,20:00:00,0.5124,14493.6571,0,6809.777,3277.3341,628.029,0.6161,0,1.291,0.256,1.091,236,243.4,226.5,0.834,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,19:45:00,0.4728,14493.543,0,6809.777,3277.321,628.024,0.5241,0,1.127,0.256,0.866,236.5,243.1001,224.9,0.902,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,19:30:00,0.6901,14493.388,0,6809.777,3277.319,628.023,0.7433,0,1.7611,0.258,1.183,236.2001,244.3,222.9,0.928,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,19:15:00,1.1668,14493.17,0,6809.777,3277.312,628.015,1.2522,0,4.073,0.245,1.115,231.9,239.2001,222.9,0.931,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,19:00:00,0.5824,14492.9071,0,6809.777,3277.283,628.0121,0.6316,0,1.21,0.306,1.231,234.3,238.6001,223,0.922,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,18:45:00,1.4209,14492.683,0,6809.777,3277.259,628.0071,1.5889,0,5.274,0.561,0.994,234.2001,238.8,220.3,0.894,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,18:30:00,1.4379,14492.2371,0,6809.777,3277.189,628.0071,1.6065,0,5.238,0.452,1.2731,230.8,240.1001,226.7001,0.895,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,18:15:00,3.0853,14491.822,0,6809.777,3277.137,628.0071,3.2219,0,12.542,0.453,1.22,225.8,240.4,228.2001,0.9571,,,,
000020306791,0706323805,1.75224E+12,LP,2025-07-11,18:00:00,1.3438,14491.3001,0,6809.777,3277.101,628.0071,1.518,0,5.221,0.438,0.963,228.9,238.8,226.1001,0.885,,,,
