SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),IMPORT_KVARH (kvarh),EXPORT_KVARH (kvarh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_B_INST._CURRENT (A),PHASE_C_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),PHASE_B_INST._VOLTAGE (V),PHASE_C_INST._VOLTAGE (V),POWER_FACTOR,INST._IMPORT_KW (kW),INST._EXPORT_KW (kW),INST._IMPORT_KVA (kVA),INST._EXPORT_KVA (kVA)
000020306791,0706323805,1.75165E+12,LP,2025-07-04,22:15:00,0.6752,14394.441,0,6749.312,3250.398,626.265,0.7471,0,1.6,0.085,1.59,227.5,240.5,227.8,0.903,,,,
000020306791,0706323805,1.75165E+12,LP,2025-07-04,22:00:00,0.6283,14394.279,0,6749.312,3250.384,626.265,0.7002,0,1.564,0.084,1.437,228,242.4,223.7001,0.898,,,,
000020306791,0706323805,1.75165E+12,LP,2025-07-04,21:45:00,1.1954,14394.118,0,6749.312,3250.37,626.265,1.2734,0,3.87,0.084,1.706,223.4,240.7001,227.5,0.9381,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,21:30:00,0.5549,14393.781,0,6749.312,3250.233,626.265,0.6114,0,1.5311,0.084,1.091,222.5,242.2001,229,0.907,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,21:15:00,0.5695,14393.6391,0,6749.312,3250.226,626.265,0.627,0,1.536,0.084,1.141,225.7001,240.6001,227.5,0.908,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,21:00:00,0.6083,14393.492,0,6749.312,3250.2201,626.265,0.6641,0,1.6441,0.084,1.206,224.7001,239.7001,227.4,0.915,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,20:45:00,0.5826,14393.263,0,6749.312,3250.202,626.265,0.6418,0,1.625,0.084,1.156,224.6001,238.7001,221.9,0.907,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,20:30:00,0.484,14393.117,0,6749.312,3250.201,626.2571,0.551,0,1.084,0.084,1.252,228,241.6001,226.1001,0.878,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,20:15:00,0.5474,14392.9791,0,6749.312,3250.201,626.225,0.614,0,1.025,0.249,1.3821,229.8,241.5,230,0.891,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,20:00:00,0.6717,14392.816,0,6749.312,3250.19,626.223,0.7454,0,1.6441,0.26,1.298,230.4,245.9,232.8,0.901,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,19:45:00,2.0354,14392.446,0,6749.312,3250.186,626.218,2.0835,0,1.6301,0.26,7.236,233,245.6001,226.5,0.976,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,19:30:00,1.783,14391.957,0,6749.312,3250.186,626.195,1.8265,0,1.071,0.26,6.726,229.9,244.6001,225.4,0.976,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,19:15:00,1.7159,14391.546,0,6749.312,3250.1711,626.188,1.7648,0,1.6301,0.261,5.946,230.2001,244.8,222.8,0.972,,,,
000020306791,0706323805,1.75164E+12,LP,2025-07-04,19:00:00,1.8764,14391.145,0,6749.312,3250.1621,626.188,1.9224,0,1.6421,0.256,6.57,237.5,240.1001,223.8,0.976,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,18:45:00,0.758,14390.944,0,6749.312,3250.149,626.183,0.8555,0,1.706,0.579,1.3821,235.5,241.8,226.7001,0.886,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,18:30:00,0.718,14390.771,0,6749.312,3250.132,626.183,0.8435,0,1.936,0.449,1.387,223.8,232.3,220.3,0.851,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,18:15:00,0.6458,14390.587,0,6749.312,3250.11,626.183,0.7988,0,1.851,-0.439,1.151,231.6001,239.3,229.7001,0.808,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,18:00:00,0.446,14390.381,0,6749.312,3250.096,626.182,0.8266,0,1.624,-0.778,1.099,234.1001,243.2001,233.6001,0.539,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,17:45:00,0.2164,14390.299,0,6749.312,3250.087,626.174,0.8452,0,1.031,-1.268,1.287,224.9,242.1001,237.6001,0.256,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,17:30:00,0.1215,14390.2291,0,6749.312,3250.0861,626.155,0.7979,0,1.177,-1.398,0.844,228.8,237.5,232.2001,0.152,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,17:15:00,0.0799,14390.18,0,6749.312,3250.063,626.155,1.0743,0,1.672,-2.064,0.882,230.5,234.5,231.9,0.074,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,17:00:00,1.0777,14390.162,0,6749.309,3250.038,626.155,2.3698,0,7.577,-2.275,0.481,227,235.9,232.4,0.454,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,16:45:00,0,14390.149,-0.2991,6749.283,3249.993,626.155,0,-1.1612,1.506,-2.966,0.441,236.8,236.4,233.3,-0.257,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,16:30:00,0,14390.149,-0.5278,6749.206,3249.949,626.155,0,-1.3837,1.518,-3.935,0.434,232.4,235.8,235.8,-0.381,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,16:15:00,0,14390.149,-0.6047,6749.063,3249.915,626.155,0,-1.7519,1.715,-4.884,0.838,234.7001,235.4,237.1001,-0.345,,,,
000020306791,0706323805,1.75163E+12,LP,2025-07-04,16:00:00,0,14390.1211,-0.8257,6748.93,3249.835,626.155,0,-2.0364,1.448,-5.947,1.2691,235.2001,234.4,237.3,-0.405,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,15:45:00,0,14390.1211,-0.6515,6748.715,3249.808,626.155,0,-2.7133,3.613,-6.896,1.03,230.1001,236.5,243.2001,-0.24,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,15:30:00,0,14390.1211,-1.2653,6748.4491,3249.774,626.155,0,-2.5148,1.739,-7.782,1.018,231.2001,240,241.4,-0.503,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,15:15:00,0,14390.114,-1.5267,6748.1411,3249.734,626.155,0,-2.6665,1.458,-8.593,1.029,237.4,240.8,243.5,-0.572,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,15:00:00,0,14390.114,-1.6967,6747.7351,3249.727,626.147,0,-2.8868,1.917,-9.483,0.651,241,238.8,244.4,-0.587,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,14:45:00,0,14390.114,-1.3119,6747.376,3249.704,626.143,0,-3.6362,3.843,-10.198,1.1281,237.3,239.6001,247.6001,-0.36,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,14:30:00,0,14390.114,-2.0352,6746.9401,3249.693,626.139,0,-3.2526,1.355,-10.793,1.266,235.7001,241.9,253.7001,-0.625,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,14:15:00,0,14390.114,-2.2714,6746.4131,3249.687,626.131,0,-3.2621,0.65,-11.603,1.387,242,238,246.6001,-0.696,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,14:00:00,0,14390.114,-1.5517,6746.041,3249.591,626.131,0,-4.3424,4.7701,-12.032,1.254,235.5,241.4,249.8,-0.357,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,13:45:00,0,14390.114,-0.6897,6745.648,3249.506,626.131,0,-3.366,4.854,-8.325,1,231,239.6001,250,-0.204,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,13:30:00,0,14390.114,-2.2655,6745.251,3249.46,626.131,0,-4.6231,4.059,-13.993,1.0011,235,244.1001,251.5,-0.49,,,,
000020306791,0706323805,1.75162E+12,LP,2025-07-04,13:15:00,0,14390.114,-0.8204,6744.737,3249.397,626.131,0,-5.0542,8.065,-11.87,1.0111,233.6001,245.3,253.9,-0.162,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,13:00:00,0,14390.114,-1.1564,6744.349,3249.314,626.131,0,-5.7892,8.938,-14.231,0.994,233.1001,242.5,254.7001,-0.199,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,12:45:00,0,14390.105,-1.6552,6744.109,3249.2401,626.131,0,-5.5753,7.252,-14.234,1.181,239,249,250.7001,-0.296,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,12:30:00,0,14390.105,-1.6663,6743.711,3249.098,626.131,0,-5.411,7.2621,-14.02,0.849,238.3,247.2001,251.6001,-0.307,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,12:15:00,0,14390.105,-2.3905,6743.2301,3248.992,626.131,0,-4.6623,4.162,-14.22,0.682,240.9,245.1001,254.2001,-0.512,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,12:00:00,0,14390.105,-1.3307,6742.725,3248.905,626.131,0,-5.8128,4.853,-13.995,4.615,235.8,250,253.1001,-0.228,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,11:45:00,0,14390.105,-1.1203,6742.238,3248.789,626.131,0,-4.4563,6.992,-11.069,0.503,227.2001,247.4,255.2001,-0.251,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,11:30:00,0,14390.105,-1.6332,6741.7841,3248.713,626.131,0,-5.0548,6.746,-13.474,0.607,236.5,245,257.3,-0.323,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,11:15:00,0,14390.105,-0.5552,6741.316,3248.608,626.131,0,-6.456,4.904,-14.021,7.2571,244.3,246.2001,248.5,-0.086,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,11:00:00,0,14390.105,-1.6755,6740.904,3248.493,626.131,0,-5.5383,7.37,-14.294,0.921,242.4,245.9,255,-0.302,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,10:45:00,0,14389.9611,-1.0224,6740.734,3248.1241,626.131,0,-7.5887,15.0721,-15.291,1.062,231.4,250.4,254.2001,-0.134,,,,
000020306791,0706323805,1.75161E+12,LP,2025-07-04,10:30:00,0,14389.944,-0.1814,6740.484,3247.924,626.131,0,-2.4784,4.168,-5.35,0.8131,234.6001,243.1001,244.7001,-0.073,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,10:15:00,0.0718,14389.937,0,6740.139,3247.826,626.131,2.5053,0,4.414,-4.749,1.291,233.1001,244.4,243.8,0.028,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,10:00:00,0,14389.937,-1.8433,6739.745,3247.742,626.131,0,-4.5791,4.033,-13.165,1.83,229.1001,241.9,256.3,-0.402,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,09:45:00,0,14389.9341,-0.8915,6739.452,3247.713,626.131,0,-4.5741,6.2541,-11.06,1.821,225.4,244.6001,251.1001,-0.194,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,09:30:00,1.0627,14389.905,0,6739.2171,3247.635,626.131,6.3268,0,6.837,-10.546,9.256,227.7001,246.4,234.4,0.167,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,09:15:00,0,14389.874,-1.4365,6738.988,3247.523,626.131,0,-3.7963,4.5121,-10.41,0.77,228.5,247.2001,247.6001,-0.378,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,09:00:00,0,14389.87,-1.4356,6738.716,3247.4411,626.131,0,-3.8713,3.843,-10.608,1.485,226.2001,247.3,254.2001,-0.37,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,08:45:00,0,14389.87,-1.2382,6738.518,3247.376,626.131,0,-3.5235,4.474,-9.488,0.72,225.1001,246,251.7001,-0.351,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,08:30:00,0,14389.8631,-0.0169,6738.228,3247.319,626.131,0,-1.8319,3.373,-3.634,0.744,231.2001,241.2001,235.2001,-0.009,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,08:15:00,0.8873,14389.749,0,6738.204,3247.275,626.131,2.6583,0,2.685,-3.676,4.972,229.1001,237,235.5,0.333,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,08:00:00,0,14389.731,-0.4018,6738.08,3247.271,626.122,0,-0.9064,0.438,-2.668,0.746,224.2001,238.5,229.7001,-0.443,,,,
000020306791,0706323805,1.7516E+12,LP,2025-07-04,07:45:00,0,14389.73,-0.6476,6737.899,3247.255,626.122,0,-1.5118,1.1361,-4.283,0.904,226,244.1001,231,-0.428,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,07:30:00,0.9278,14389.696,0,6737.837,3247.232,626.122,1.7935,0,1.141,-1.706,4.952,229.4,241.9,225.9,0.517,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,07:15:00,0.0488,14389.615,0,6737.835,3247.23,626.101,0.708,0,0.764,-1.309,0.928,222.3,240.3,238,0.068,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,07:00:00,0.4613,14389.54,0,6737.835,3247.228,626.09,1.1889,0,2.562,-1.46,1.1521,221,244.2001,230.6001,0.387,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,06:45:00,1.824,14389.262,0,6737.835,3247.2111,626.09,2.2624,0,1.972,-0.854,7.029,231,246.8,227,0.806,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,06:30:00,1.5216,14388.748,0,6737.835,3247.195,626.086,1.9572,0,3.42,-0.668,4.382,229.9,240.5,230.4,0.777,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,06:15:00,2.3799,14388.311,0,6737.835,3247.177,626.0841,2.5277,0,3.778,0.396,6.923,229,238.6001,226.4,0.9411,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,06:00:00,3.098,14387.671,0,6737.835,3247.166,626.075,3.1215,0,6.885,0.069,6.724,226.8,244.5,229.4,0.992,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,05:45:00,0.2785,14387.188,0,6737.835,3247.164,626.068,0.2995,0,0.44,0.069,0.8,221.5,245,231.3,0.929,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,05:30:00,0.485,14387.0671,0,6737.835,3247.161,626.0601,0.5529,0,1.189,0.068,1.247,211.6001,240.7001,228.2001,0.877,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,05:15:00,0.5058,14386.944,0,6737.835,3247.146,626.0601,0.5782,0,1.209,0.069,1.282,218.6001,238.6001,231.7001,0.874,,,,
000020306791,0706323805,1.75159E+12,LP,2025-07-04,05:00:00,0.3914,14386.828,0,6737.835,3247.139,626.054,0.4358,0,0.518,0.068,1.331,225.9,240.3,226.9,0.897,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,04:45:00,0.371,14386.7281,0,6737.835,3247.139,626.035,0.413,0,0.512,0.069,1.242,222.4,242.1001,227.1001,0.898,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,04:30:00,0.5735,14386.609,0,6737.835,3247.123,626.035,0.6225,0,1.216,0.069,1.452,222,242.3,231,0.921,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,04:15:00,0.4529,14386.471,0,6737.835,3247.108,626.032,0.4688,0,0.515,0.069,1.455,224,242.9,231.1001,0.966,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,04:00:00,0.3508,14386.377,0,6737.835,3247.108,626.017,0.3768,0,0.52,0.069,1.046,229.6001,240.9,229.6001,0.93,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,03:45:00,0.4711,14386.266,0,6737.835,3247.092,626.014,0.53,0,1.22,0.069,1.033,224.5,241.4,231.4,0.888,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,03:30:00,0.4696,14386.153,0,6737.835,3247.072,626.014,0.5268,0,1.226,0.069,1.056,216.9,243.1001,230.9,0.891,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,03:15:00,0.484,14386.0321,0,6737.835,3247.051,626.014,0.5425,0,1.264,0.069,1.051,223.8,239.2001,230.6001,0.892,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,03:00:00,0.5025,14385.908,0,6737.835,3247.03,626.014,0.5621,0,1.321,0.069,1.05,227.4,242.2001,233,0.893,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,02:45:00,0.4613,14385.787,0,6737.835,3247.009,626.014,0.5099,0,1.3861,0.07,0.803,220.1001,245.6001,233.1001,0.904,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,02:30:00,1.2779,14385.678,0,6737.835,3246.9991,626.006,1.3256,0,4.651,0.069,1.05,227.7001,245.1001,233.7001,0.964,,,,
000020306791,0706323805,1.75158E+12,LP,2025-07-04,02:15:00,1.2554,14385.361,0,6737.835,3246.976,626.006,1.2957,0,4.627,0.069,1.06,222,245.1001,236.8,0.968,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,02:00:00,1.74,14385.024,0,6737.835,3246.954,626.006,1.7929,0,7.069,0.069,0.897,221.6001,246.2001,232,0.97,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,01:45:00,1.2,14384.715,0,6737.835,3246.918,626.006,1.2612,0,4.5761,0.069,1.062,217.8,247.3,232.4,0.9511,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,01:30:00,1.0319,14384.428,0,6737.835,3246.878,626.006,1.0623,0,3.9531,0.07,0.8,217.3,247.3,231.7001,0.971,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,01:15:00,1.0992,14384.162,0,6737.835,3246.869,626.006,1.1404,0,3.959,0.07,1.071,219.7001,248.1001,236,0.963,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,01:00:00,1.2057,14383.879,0,6737.835,3246.842,626.006,1.2722,0,4.586,0.07,1.052,220.2001,248.7001,232,0.9471,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,00:45:00,1.7349,14383.512,0,6737.835,3246.781,626.006,1.8199,0,6.768,0.069,1.284,222.8,245.4,229.1001,0.9531,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,00:30:00,1.0987,14383.187,0,6737.835,3246.737,626.006,1.1557,0,3.9451,0.07,1.113,224.6001,244.6001,226.2001,0.9501,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,00:15:00,1.212,14382.689,0,6737.835,3246.6441,626.006,1.2737,0,3.9531,0.069,1.639,222.5,248.9,229.7001,0.9511,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-04,00:00:00,1.3938,14382.351,0,6737.835,3246.6131,626.006,1.4939,0,4.607,0.069,1.917,224.8,245.2001,229.8,0.932,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-03,23:45:00,1.3879,14382.001,0,6737.835,3246.58,626.006,1.4768,0,4.606,0.069,1.975,218.3,247.1001,229.5,0.9391,,,,
000020306791,0706323805,1.75157E+12,LP,2025-07-03,23:30:00,1.3594,14381.597,0,6737.835,3246.569,626.005,1.4205,0,4.239,0.069,2.095,219.6001,246.6001,225.3,0.9561,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,23:15:00,1.4606,14381.253,0,6737.835,3246.562,626,1.532,0,4.881,0.069,2.031,215.3,245.9,228.1001,0.9531,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,23:00:00,1.3852,14380.878,0,6737.835,3246.539,626,1.4765,0,4.715,0.069,1.836,221.7001,242.2001,225.5,0.9381,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,22:45:00,1.9127,14380.4,0,6737.835,3246.501,626,1.9714,0,6.797,0.069,2.101,217.8,242.4,225.3,0.97,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,22:30:00,1.9192,14379.83,0,6737.835,3246.448,625.997,2.0032,0,7.304,0.069,1.837,215.7001,243.6001,223.3,0.9581,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,22:15:00,0.6861,14379.5231,0,6737.835,3246.41,625.997,0.7666,0,1.5151,0.069,1.805,227,240.8,224.6001,0.895,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,22:00:00,0.6725,14379.343,0,6737.835,3246.408,625.995,0.7494,0,1.6481,0.069,1.594,227.7001,241.9,223.9,0.897,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,21:45:00,1.1247,14379.172,0,6737.835,3246.402,625.995,1.202,0,4.042,0.07,1.1521,228.3,243.7001,226.8,0.935,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,21:30:00,0.5731,14378.852,0,6737.835,3246.381,625.995,0.6427,0,1.548,0.069,1.171,236.2001,241.8,222,0.891,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,21:15:00,0.5011,14378.7011,0,6737.835,3246.379,625.977,0.5716,0,1.314,0.265,0.883,230.1001,243.7001,231.3,0.876,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,21:00:00,0.62,14378.546,0,6737.835,3246.367,625.968,0.6846,0,2.088,0.263,0.628,228.2001,243,228.8,0.905,,,,
000020306791,0706323805,1.75156E+12,LP,2025-07-03,20:45:00,1.1618,14378.332,0,6737.835,3246.329,625.968,1.2549,0,4.18,0.252,1.044,228.7001,239.5,228,0.925,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,20:30:00,0.6385,14378.156,0,6737.835,3246.3051,625.967,0.712,0,1.57,0.256,1.297,230,240.8,222.7001,0.896,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,20:15:00,0.5749,14377.994,0,6737.835,3246.3051,625.942,0.6528,0,1.441,0.25,1.195,226.3,238.2001,223.1001,0.88,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,20:00:00,0.7569,14377.75,0,6737.835,3246.293,625.933,0.8372,0,2.031,0.264,1.281,234.8,243.3,230.6001,0.904,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,19:45:00,1.182,14377.561,0,6737.835,3246.279,625.933,1.2439,0,1.717,0.269,3.431,232.9,243.9,226.7001,0.9501,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,19:30:00,1.2544,14377.28,0,6737.835,3246.266,625.932,1.3579,0,4.115,0.267,1.5111,230.9,243.8,226.4,0.923,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,19:15:00,0.6528,14376.999,0,6737.835,3246.255,625.924,0.7313,0,1.425,0.266,1.5031,233,243.2001,222.2001,0.892,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,19:00:00,0.7942,14376.815,0,6737.835,3246.231,625.923,0.865,0,1.663,0.265,1.862,230,241.2001,224.6001,0.918,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,18:45:00,0.5858,14376.623,0,6737.835,3246.206,625.923,0.7185,0,0.9581,0.499,1.625,235.4,241.2001,229,0.8151,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,18:30:00,0.4006,14376.498,0,6737.835,3246.206,625.9111,0.5234,0,0.548,0.4781,1.232,231.8,236.9,229.6001,0.765,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,18:15:00,0.4532,14376.33,0,6737.835,3246.1911,625.907,0.7761,0,1.516,-0.65,1.155,232.1001,239.9,231.7001,0.583,,,,
000020306791,0706323805,1.75155E+12,LP,2025-07-03,18:00:00,0.2074,14376.2461,0,6737.835,3246.165,625.907,0.8416,0,1.339,-1.256,0.988,233.5,237.5,233,0.246,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,17:45:00,0.223,14376.186,0,6737.835,3246.141,625.907,0.929,0,1.365,-1.389,1.169,235.8,238.9,234.9,0.2391,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,17:30:00,0,14376.151,-0.1686,6737.826,3246.128,625.904,0,-0.7119,0.328,-1.818,0.846,228,240.4,235.8,-0.236,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,17:15:00,0,14376.151,-0.0389,6737.811,3246.111,625.903,0,-0.8786,1.078,-1.812,0.854,230.8,238.1001,231.5,-0.044,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,17:00:00,0,14376.151,-0.2069,6737.783,3246.0751,625.903,0,-1.0725,1.116,-2.481,0.855,238.7001,245.2001,230.8,-0.192,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,16:45:00,0,14376.141,-0.331,6737.7301,3246.036,625.903,0,-1.3201,1.291,-3.309,0.893,232.5,243.9,237.8,-0.25,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,16:30:00,0,14376.141,-0.5731,6737.624,3246.011,625.903,0,-1.5637,1.284,-4.279,0.905,230.7001,244.8,242.5,-0.366,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,16:15:00,0,14376.141,-1.1088,6737.5161,3245.987,625.903,0,-2.0611,1.371,-6.397,0.731,229.5,244.7001,246.1001,-0.537,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,16:00:00,0,14376.141,-1.4325,6737.359,3245.965,625.903,0,-2.3337,1.334,-7.636,0.7031,222.9,243.7001,249.3,-0.613,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,15:45:00,0,14376.111,-0.2019,6737.2301,3245.948,625.903,0,-1.3532,1.475,-3.122,1.1461,221.9,240.8,238.6001,-0.149,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,15:30:00,0,14376.109,-0.6522,6737.107,3245.937,625.903,0,-1.872,1.568,-5.14,1.127,230.5,240.7001,241.8,-0.348,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,15:15:00,0,14376.109,-2.097,6736.746,3245.904,625.903,0,-3.1051,1.477,-10.385,0.715,231,246.4,242.7001,-0.685,,,,
000020306791,0706323805,1.75154E+12,LP,2025-07-03,15:00:00,0,14376.109,-1.8226,6736.33,3245.88,625.9011,0,-3.9201,3.748,-11.713,0.723,236.6001,243.2001,253.8,-0.464,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,14:45:00,0,14376.109,-2.7291,6735.8421,3245.878,625.888,0,-3.7734,1.475,-13.182,0.741,241.6001,245.4,244.5,-0.723,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,14:30:00,0,14376.109,-3.0726,6735.3601,3245.875,625.8771,0,-4.1243,1.391,-14.467,0.876,241.7001,246.4,253.4,-0.745,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,14:15:00,0,14376.109,-2.6446,6734.908,3245.801,625.8771,0,-5.3181,5.106,-15.856,0.709,237.1001,247.7001,250.7001,-0.497,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,14:00:00,0,14376.109,-1.7563,6734.621,3245.708,625.8771,0,-5.3682,7.431,-14.348,0.4161,236.3,244.4,250.9,-0.327,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,13:45:00,0,14376.1031,-0.3212,6734.376,3245.599,625.8771,0,-4.5194,8.613,-9.963,0.4161,233.6001,241.2001,247.8,-0.071,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,13:30:00,0,14376.002,-0.0885,6734.264,3245.447,625.8771,0,-9.1048,19.97,-17.019,0.7021,235.7001,247.9,256.3,-0.009,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,13:15:00,0,14375.982,-1.7292,6733.723,3245.282,625.8771,0,-4.3137,4.886,-11.888,0.685,247.8,246.3,253.5,-0.4,,,,
000020306791,0706323805,1.75153E+12,LP,2025-07-03,13:00:00,0.1547,14375.956,0,6733.66,3245.1711,625.8771,2.3565,0,4.816,-4.304,0.724,235.6001,243.5,238.7001,0.065,,,,
