SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000022732814,0707058011,1.75132E+12,LP,2025-07-01,03:15:00,0.1393,2140.908,0,13806.243,0.1942,0,0.8321,233.5,0.669
000022732814,0707058011,1.75132E+12,LP,2025-07-01,03:00:00,0.2353,2140.873,0,13806.243,0.2582,0,1.108,232.9,0.913
000022732814,0707058011,1.75132E+12,LP,2025-07-01,02:45:00,0.1172,2140.814,0,13806.243,0.1743,0,0.748,232.9,0.917
000022732814,0707058011,1.75132E+12,LP,2025-07-01,02:30:00,0.2067,2140.785,0,13806.243,0.2359,0,1.0051,234.5,0.559
000022732814,0707058011,1.75132E+12,LP,2025-07-01,02:15:00,0.1859,2140.733,0,13806.243,0.227,0,0.968,234.5,0.914
000022732814,0707058011,1.75132E+12,LP,2025-07-01,02:00:00,0.1784,2140.687,0,13806.243,0.2217,0,0.9481,233.7001,0.661
000022732814,0707058011,1.75131E+12,LP,2025-07-01,01:45:00,0.231,2140.642,0,13806.243,0.2604,0,1.117,233.1001,0.914
000022732814,0707058011,1.75131E+12,LP,2025-07-01,01:30:00,0.1379,2140.584,0,13806.243,0.1942,0,0.835,232.5,0.667
000022732814,0707058011,1.75131E+12,LP,2025-07-01,01:15:00,0.2242,2140.55,0,13806.243,0.2609,0,1.121,232.8,0.918
000022732814,0707058011,1.75131E+12,LP,2025-07-01,01:00:00,0.3567,2140.494,0,13806.243,0.3802,0,1.645,231.1001,0.9401
000022732814,0707058011,1.75131E+12,LP,2025-07-01,00:45:00,0.2881,2140.405,0,13806.243,0.312,0,1.34,233,0.936
000022732814,0707058011,1.75131E+12,LP,2025-07-01,00:30:00,0.184,2140.333,0,13806.243,0.2257,0,0.968,233.1001,0.912
000022732814,0707058011,1.75131E+12,LP,2025-07-01,00:15:00,0.1693,2140.286,0,13806.243,0.2147,0,0.923,232.6001,0.668
000022732814,0707058011,1.75131E+12,LP,2025-07-01,00:00:00,0.2073,2140.244,0,13806.243,0.2337,0,1.008,231.7001,0.9
000022732814,0707058011,1.75131E+12,LP,2025-06-30,23:45:00,0.1309,2140.193,0,13806.243,0.194,0,0.841,230.9,0.556
000022732814,0707058011,1.75131E+12,LP,2025-06-30,23:30:00,0.2463,2140.16,0,13806.243,0.2755,0,1.204,228.8,0.861
000022732814,0707058011,1.75131E+12,LP,2025-06-30,23:15:00,0.1168,2140.098,0,13806.243,0.1647,0,0.714,231,0.872
000022732814,0707058011,1.7513E+12,LP,2025-06-30,23:00:00,0.1037,2140.069,0,13806.243,0.1557,0,0.659,236.7001,0.617
000022732814,0707058011,1.7513E+12,LP,2025-06-30,22:45:00,0.2108,2140.023,0,13806.243,0.2445,0,1.046,233.8,0.892
000022732814,0707058011,1.7513E+12,LP,2025-06-30,22:30:00,0.1884,2139.971,0,13806.243,0.2303,0,0.988,233,0.759
000022732814,0707058011,1.7513E+12,LP,2025-06-30,22:15:00,0.2315,2139.924,0,13806.243,0.2514,0,1.071,234.6001,0.907
000022732814,0707058011,1.7513E+12,LP,2025-06-30,22:00:00,0.1544,2139.866,0,13806.243,0.1983,0,0.849,233.7001,0.726
000022732814,0707058011,1.7513E+12,LP,2025-06-30,21:45:00,0.2037,2139.828,0,13806.243,0.2315,0,0.995,232.6001,0.91
000022732814,0707058011,1.7513E+12,LP,2025-06-30,21:30:00,0.1453,2139.777,0,13806.243,0.1893,0,0.811,233.2001,0.878
000022732814,0707058011,1.7513E+12,LP,2025-06-30,21:15:00,0.1714,2139.741,0,13806.243,0.2076,0,0.893,232.4,0.636
000022732814,0707058011,1.7513E+12,LP,2025-06-30,21:00:00,0.1604,2139.698,0,13806.243,0.1993,0,0.859,232,0.876
000022732814,0707058011,1.7513E+12,LP,2025-06-30,20:45:00,0.1229,2139.657,0,13806.243,0.1624,0,0.7011,231.5,0.649
000022732814,0707058011,1.7513E+12,LP,2025-06-30,20:30:00,0.1713,2139.627,0,13806.243,0.193,0,0.835,231,0.918
000022732814,0707058011,1.75129E+12,LP,2025-06-30,20:15:00,0.0959,2139.584,0,13806.243,0.1481,0,0.632,234.4,0.626
000022732814,0707058011,1.75129E+12,LP,2025-06-30,20:00:00,0.1975,2139.56,0,13806.243,0.2267,0,0.972,233.2001,0.845
000022732814,0707058011,1.75129E+12,LP,2025-06-30,19:45:00,0.1309,2139.51,0,13806.243,0.1784,0,0.766,232.7001,0.874
000022732814,0707058011,1.75129E+12,LP,2025-06-30,19:30:00,0.169,2139.478,0,13806.243,0.2068,0,0.889,232.5,0.644
000022732814,0707058011,1.75129E+12,LP,2025-06-30,19:15:00,0.1768,2139.436,0,13806.243,0.2148,0,0.927,231.3,0.865
000022732814,0707058011,1.75129E+12,LP,2025-06-30,19:00:00,0.1135,2139.391,0,13806.243,0.1978,0,0.862,229.4,0.673
000022732814,0707058011,1.75129E+12,LP,2025-06-30,18:45:00,0.2865,2139.363,0,13806.243,0.4278,0,1.846,231.8,0.545
000022732814,0707058011,1.75129E+12,LP,2025-06-30,18:30:00,0.2093,2139.293,0,13806.243,0.321,0,1.387,231.7001,0.995
000022732814,0707058011,1.75129E+12,LP,2025-06-30,18:15:00,0.0707,2139.239,0.0034,13806.243,0.2435,0.0456,1.249,231.5,0.496
000022732814,0707058011,1.75129E+12,LP,2025-06-30,18:00:00,0.0025,2139.222,0.2412,13806.243,0.0227,0.3495,1.594,233.3,0.091
000022732814,0707058011,1.75129E+12,LP,2025-06-30,17:45:00,0,2139.222,0.5128,13806.183,0,0.586,2.5221,232.2001,-0.836
000022732814,0707058011,1.75128E+12,LP,2025-06-30,17:30:00,0.0008,2139.222,0.9141,13806.054,0.0007,0.971,4.121,235.3,-0.714
000022732814,0707058011,1.75128E+12,LP,2025-06-30,17:15:00,0,2139.222,1.212,13805.8261,0,1.2511,5.281,236.7001,-0.997
000022732814,0707058011,1.75128E+12,LP,2025-06-30,17:00:00,0,2139.222,1.5185,13805.524,0,1.557,6.609,235.4,-0.95
000022732814,0707058011,1.75128E+12,LP,2025-06-30,16:45:00,0,2139.222,2.0127,13805.144,0,2.0255,8.605,235.1001,-0.988
000022732814,0707058011,1.75128E+12,LP,2025-06-30,16:30:00,0,2139.222,2.3443,13804.64,0,2.3655,10.044,235.5,-0.964
000022732814,0707058011,1.75128E+12,LP,2025-06-30,16:15:00,0,2139.222,2.5169,13804.055,0,2.5335,10.728,236,-0.988
