SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023709690,0701369108,1.75236E+12,LP,2025-07-13,03:15:00,0.1022,2214.723,0,8820.3621,0.1327,0,0.5661,234.3,0.708
000023709690,0701369108,1.75236E+12,LP,2025-07-13,03:00:00,0.1732,2214.698,0,8820.3621,0.1787,0,0.755,236.6001,0.967
000023709690,0701369108,1.75235E+12,LP,2025-07-13,02:45:00,0.1733,2214.655,0,8820.3621,0.1789,0,0.757,236.2001,0.969
000023709690,0701369108,1.75235E+12,LP,2025-07-13,02:30:00,0.1733,2214.611,0,8820.3621,0.1788,0,0.758,235.6001,0.97
000023709690,0701369108,1.75235E+12,LP,2025-07-13,02:15:00,0.1087,2214.568,0,8820.3621,0.1355,0,0.585,231.5,0.971
000023709690,0701369108,1.75235E+12,LP,2025-07-13,02:00:00,0.1055,2214.541,0,8820.3621,0.1338,0,0.578,231.3,0.716
000023709690,0701369108,1.75235E+12,LP,2025-07-13,01:45:00,0.1849,2214.514,0,8820.3621,0.1917,0,0.834,229.7001,0.967
000023709690,0701369108,1.75235E+12,LP,2025-07-13,01:30:00,0.2328,2214.468,0,8820.3621,0.2445,0,1.07,228.4,0.9511
000023709690,0701369108,1.75235E+12,LP,2025-07-13,01:15:00,0.1912,2214.41,0,8820.3621,0.2003,0,0.884,226.6001,0.9511
000023709690,0701369108,1.75235E+12,LP,2025-07-13,01:00:00,0.195,2214.362,0,8820.3621,0.2048,0,0.892,229.6001,0.9561
000023709690,0701369108,1.75235E+12,LP,2025-07-13,00:45:00,0.2219,2214.313,0,8820.3621,0.2374,0,1.043,227.7001,0.932
000023709690,0701369108,1.75235E+12,LP,2025-07-13,00:30:00,0.281,2214.2581,0,8820.3621,0.2997,0,1.322,226.5,0.9381
000023709690,0701369108,1.75235E+12,LP,2025-07-13,00:15:00,0.271,2214.188,0,8820.3621,0.297,0,1.304,227.7001,0.912
000023709690,0701369108,1.75235E+12,LP,2025-07-13,00:00:00,0.2761,2214.12,0,8820.3621,0.3017,0,1.301,231.7001,0.911
000023709690,0701369108,1.75234E+12,LP,2025-07-12,23:45:00,0.2438,2214.051,0,8820.3621,0.2657,0,1.1521,230.6001,0.916
000023709690,0701369108,1.75234E+12,LP,2025-07-12,23:30:00,0.2264,2213.9901,0,8820.3621,0.2447,0,1.064,229.9,0.913
000023709690,0701369108,1.75234E+12,LP,2025-07-12,23:15:00,0.2175,2213.933,0,8820.3621,0.2353,0,1.037,226.8,0.932
000023709690,0701369108,1.75234E+12,LP,2025-07-12,23:00:00,0.2514,2213.879,0,8820.3621,0.2775,0,1.217,227.9,0.905
000023709690,0701369108,1.75234E+12,LP,2025-07-12,22:45:00,0.2179,2213.8161,0,8820.3621,0.244,0,1.079,226,0.904
000023709690,0701369108,1.75234E+12,LP,2025-07-12,22:30:00,0.2114,2213.762,0,8820.3621,0.2386,0,1.045,228.2001,0.893
000023709690,0701369108,1.75234E+12,LP,2025-07-12,22:15:00,0.2104,2213.709,0,8820.3621,0.2432,0,1.078,225.5,0.868
000023709690,0701369108,1.75234E+12,LP,2025-07-12,22:00:00,0.2558,2213.656,0,8820.3621,0.2985,0,1.337,223.1001,0.862
000023709690,0701369108,1.75234E+12,LP,2025-07-12,21:45:00,0.2908,2213.592,0,8820.3621,0.3313,0,1.472,225,0.881
000023709690,0701369108,1.75234E+12,LP,2025-07-12,21:30:00,0.2957,2213.5191,0,8820.3621,0.3486,0,1.572,221.7001,0.863
000023709690,0701369108,1.75234E+12,LP,2025-07-12,21:15:00,0.3935,2213.446,0,8820.3621,0.4549,0,2.015,225.8,0.812
000023709690,0701369108,1.75233E+12,LP,2025-07-12,21:00:00,0.3762,2213.347,0,8820.3621,0.4245,0,1.853,229.1001,0.884
000023709690,0701369108,1.75233E+12,LP,2025-07-12,20:45:00,0.3503,2213.253,0,8820.3621,0.3923,0,1.704,230.1001,0.895
000023709690,0701369108,1.75233E+12,LP,2025-07-12,20:30:00,0.5056,2213.165,0,8820.3621,0.5191,0,2.239,231.8,0.936
000023709690,0701369108,1.75233E+12,LP,2025-07-12,20:15:00,0.8489,2213.039,0,8820.3621,0.8624,0,3.774,228.8,0.995
000023709690,0701369108,1.75233E+12,LP,2025-07-12,20:00:00,0.2873,2212.827,0,8820.3621,0.3098,0,1.339,231.3,0.908
000023709690,0701369108,1.75233E+12,LP,2025-07-12,19:45:00,0.252,2212.755,0,8820.3621,0.2876,0,1.23,233.9,0.929
000023709690,0701369108,1.75233E+12,LP,2025-07-12,19:30:00,0.298,2212.692,0,8820.3621,0.34,0,1.461,232.8,0.763
000023709690,0701369108,1.75233E+12,LP,2025-07-12,19:15:00,0.3065,2212.617,0,8820.3621,0.342,0,1.468,232.8,0.888
000023709690,0701369108,1.75233E+12,LP,2025-07-12,19:00:00,0.2604,2212.541,0,8820.3621,0.2873,0,1.218,235.7001,0.926
000023709690,0701369108,1.75233E+12,LP,2025-07-12,18:45:00,0.2,2212.476,0,8820.3621,0.227,0,0.98,231.6001,0.867
000023709690,0701369108,1.75233E+12,LP,2025-07-12,18:30:00,0.2133,2212.426,0,8820.3621,0.2222,0,0.976,227.5,0.975
000023709690,0701369108,1.75232E+12,LP,2025-07-12,18:15:00,0.1451,2212.372,0,8820.3621,0.1642,0,0.713,230.1001,0.9471
000023709690,0701369108,1.75232E+12,LP,2025-07-12,18:00:00,0.0137,2212.3361,0.0864,8820.3621,0.019,0.1186,0.613,224.7001,0.777
000023709690,0701369108,1.75232E+12,LP,2025-07-12,17:45:00,0.3148,2212.333,0.082,8820.34,0.316,0.106,1.935,220.4,-0.801
000023709690,0701369108,1.75232E+12,LP,2025-07-12,17:30:00,0.0063,2212.255,0.047,8820.321,0.034,0.0811,0.511,225.4,-0.58
000023709690,0701369108,1.75232E+12,LP,2025-07-12,17:15:00,0,2212.254,0.3976,8820.309,0,0.4215,1.828,229.5,-0.56
000023709690,0701369108,1.75232E+12,LP,2025-07-12,17:00:00,0,2212.254,0.7283,8820.2101,0,0.7406,3.244,228.2001,-0.98
000023709690,0701369108,1.75232E+12,LP,2025-07-12,16:45:00,0,2212.254,0.7848,8820.028,0,0.798,3.495,228.1001,-0.973
000023709690,0701369108,1.75232E+12,LP,2025-07-12,16:30:00,0,2212.254,0.8333,8819.832,0,0.8467,3.68,230,-0.976
000023709690,0701369108,1.75232E+12,LP,2025-07-12,16:15:00,0,2212.254,1.2442,8819.624,0,1.254,5.3791,233.1001,-0.987
000023709690,0701369108,1.75232E+12,LP,2025-07-12,16:00:00,0,2212.254,1.3882,8819.312,0,1.3975,5.9831,233.5,-1
000023709690,0701369108,1.75232E+12,LP,2025-07-12,15:45:00,0,2212.254,1.5319,8818.966,0,1.5404,6.671,230.7001,-0.993
000023709690,0701369108,1.75231E+12,LP,2025-07-12,15:30:00,0,2212.254,1.92,8818.583,0,1.9292,8.318,231.5,-0.996
000023709690,0701369108,1.75231E+12,LP,2025-07-12,15:15:00,0,2212.254,2.1226,8818.1031,0,2.1316,9.156,232.5,-0.998
000023709690,0701369108,1.75231E+12,LP,2025-07-12,15:00:00,0,2212.254,2.0491,8817.571,0,2.0576,8.642,237.8,-0.99
000023709690,0701369108,1.75231E+12,LP,2025-07-12,14:45:00,0,2212.254,2.6082,8817.058,0,2.6154,10.808,241.3,-0.979
000023709690,0701369108,1.75231E+12,LP,2025-07-12,14:30:00,0,2212.254,2.634,8816.4071,0,2.6444,11.009,239.6001,-1
000023709690,0701369108,1.75231E+12,LP,2025-07-12,14:15:00,0,2212.254,2.3399,8815.748,0,2.3504,9.8991,236.9,-0.964
000023709690,0701369108,1.75231E+12,LP,2025-07-12,14:00:00,0,2212.254,2.262,8815.163,0,2.2694,9.468,239.5,-0.995
000023709690,0701369108,1.75231E+12,LP,2025-07-12,13:45:00,0.0091,2212.254,1.4419,8814.598,0.0238,1.4437,6.269,234.4,-0.991
000023709690,0701369108,1.75231E+12,LP,2025-07-12,13:30:00,0,2212.253,2.9859,8814.164,0,2.9908,12.621,236.2001,-0.998
000023709690,0701369108,1.75231E+12,LP,2025-07-12,13:15:00,0,2212.253,3.1195,8813.419,0,3.1269,12.9471,241.1001,-0.971
000023709690,0701369108,1.75231E+12,LP,2025-07-12,13:00:00,0,2212.253,2.4336,8812.638,0,2.4416,10.118,240.8,-1
000023709690,0701369108,1.7523E+12,LP,2025-07-12,12:45:00,0,2212.253,2.7599,8812.03,0,2.766,11.7451,235.3,-0.998
000023709690,0701369108,1.7523E+12,LP,2025-07-12,12:30:00,0,2212.253,3.4115,8811.341,0,3.4165,14.298,238.7001,-1
000023709690,0701369108,1.7523E+12,LP,2025-07-12,12:15:00,0,2212.253,3.2943,8810.49,0,3.3029,14.117,233.5,-1
000023709690,0701369108,1.7523E+12,LP,2025-07-12,12:00:00,0,2212.253,2.4175,8809.665,0,2.4271,10.237,236.7001,-1
000023709690,0701369108,1.7523E+12,LP,2025-07-12,11:45:00,0,2212.253,3.6055,8809.06,0,3.6108,14.943,241.5,-0.999
000023709690,0701369108,1.7523E+12,LP,2025-07-12,11:30:00,0,2212.253,3.1537,8808.16,0,3.1593,13.492,234,-0.996
000023709690,0701369108,1.7523E+12,LP,2025-07-12,11:15:00,0,2212.253,2.8574,8807.3711,0,2.8654,12.363,231.6001,-0.997
