SERIAL,CUSTOMER_REF,TIMESTAMP,OBIS,DATE,TIME,AVG._IMPORT_KW (kW),IMPORT_KWH (kWh),AVG._EXPORT_KW (kW),EXPORT_KWH (kWh),AVG._IMPORT_KVA (kVA),AVG._EXPORT_KVA (kVA),PHASE_A_INST._CURRENT (A),PHASE_A_INST._VOLTAGE (V),INST._POWER_FACTOR
000023730340,0707425301,1.75236E+12,LP,2025-07-13,03:15:00,0.9973,3160.832,0,7127.1501,1.0263,0,4.38,234.1001,0.978
000023730340,0707425301,1.75236E+12,LP,2025-07-13,03:00:00,1.0423,3160.583,0,7127.1501,1.0665,0,4.517,236.4,0.978
000023730340,0707425301,1.75235E+12,LP,2025-07-13,02:45:00,1.0482,3160.322,0,7127.1501,1.0696,0,4.547,235.4,0.979
000023730340,0707425301,1.75235E+12,LP,2025-07-13,02:30:00,1.0348,3160.061,0,7127.1501,1.0587,0,4.518,234.3,0.979
000023730340,0707425301,1.75235E+12,LP,2025-07-13,02:15:00,1.1103,3159.802,0,7127.1501,1.1357,0,4.822,235.5,0.978
000023730340,0707425301,1.75235E+12,LP,2025-07-13,02:00:00,1.1725,3159.524,0,7127.1501,1.1929,0,5.11,233.4,0.985
000023730340,0707425301,1.75235E+12,LP,2025-07-13,01:45:00,1.2034,3159.231,0,7127.1501,1.2247,0,5.242,233.6001,0.982
000023730340,0707425301,1.75235E+12,LP,2025-07-13,01:30:00,1.206,3158.9301,0,7127.1501,1.2278,0,5.222,235.1001,0.979
000023730340,0707425301,1.75235E+12,LP,2025-07-13,01:15:00,1.1644,3158.629,0,7127.1501,1.1892,0,5.081,234,0.977
000023730340,0707425301,1.75235E+12,LP,2025-07-13,01:00:00,1.2049,3158.338,0,7127.1501,1.2272,0,5.242,234,0.981
000023730340,0707425301,1.75235E+12,LP,2025-07-13,00:45:00,1.204,3158.0371,0,7127.1501,1.2257,0,5.2861,231.8,0.982
000023730340,0707425301,1.75235E+12,LP,2025-07-13,00:30:00,0.6236,3157.736,0,7127.1501,0.6581,0,2.831,232.5,0.981
000023730340,0707425301,1.75235E+12,LP,2025-07-13,00:15:00,0.4773,3157.579,0,7127.1501,0.5198,0,2.23,233,0.9451
000023730340,0707425301,1.75235E+12,LP,2025-07-13,00:00:00,0.5228,3157.46,0,7127.1501,0.5629,0,2.416,232.9,0.912
000023730340,0707425301,1.75234E+12,LP,2025-07-12,23:45:00,0.6003,3157.329,0,7127.1501,0.6343,0,2.738,231.5,0.9541
000023730340,0707425301,1.75234E+12,LP,2025-07-12,23:30:00,0.614,3157.179,0,7127.1501,0.6475,0,2.805,230.7001,0.9531
000023730340,0707425301,1.75234E+12,LP,2025-07-12,23:15:00,0.6183,3157.026,0,7127.1501,0.6538,0,2.823,231.5,0.9501
000023730340,0707425301,1.75234E+12,LP,2025-07-12,23:00:00,0.5992,3156.871,0,7127.1501,0.636,0,2.747,231.5,0.93
000023730340,0707425301,1.75234E+12,LP,2025-07-12,22:45:00,0.6246,3156.721,0,7127.1501,0.6621,0,2.864,231.1001,0.932
000023730340,0707425301,1.75234E+12,LP,2025-07-12,22:30:00,0.7035,3156.565,0,7127.1501,0.7444,0,3.214,231.5,0.9441
000023730340,0707425301,1.75234E+12,LP,2025-07-12,22:15:00,0.8288,3156.389,0,7127.1501,0.8623,0,3.761,229.2001,0.964
000023730340,0707425301,1.75234E+12,LP,2025-07-12,22:00:00,1.0983,3156.1821,0,7127.1501,1.1235,0,4.938,227.5,0.965
000023730340,0707425301,1.75234E+12,LP,2025-07-12,21:45:00,0.478,3155.907,0,7127.1501,0.5462,0,2.367,230.8,0.9581
000023730340,0707425301,1.75234E+12,LP,2025-07-12,21:30:00,0.388,3155.788,0,7127.1501,0.4418,0,1.887,234.1001,0.867
